conflict_type,severity,paths,evidence,accession_disposition
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/c0_lifecycle/history/c0_phase_c_pre_operation/C0_ROW_BY_ROW_LIFECYCLE_RESOLUTION_LEDGER.json,"""TRACK_E_SUBSTANTIVE_FOUNDER_REVIEW"": 1 | ""current_category"": ""unresolved_source_evidence"", | ""founder_status"": ""NOT_ESTABLISHED"", | ""next_step"": ""Recover exact expected source/version and then perform row-specific founder lifecycle review."", | PATH_CLASSIFICA",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/c0_lifecycle/history/c0_phase_c_pre_operation/C0_ROW_BY_ROW_LIFECYCLE_RESOLUTION_LEDGER.md,| 1 | C0-004 | Master Product Vision | TRACK_C_HASH_OR_VERSION_RECOVERY | Recover exact expected source/version and then perform row-specific founder lifecycle review. | | | 2 | C0-005 | Master Ecosystem Model | TRACK_C_HASH_OR_VERSION_RECOVERY | Recover exact,HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/c0_lifecycle/history/c0_phase_c_pre_operation/C0_UNRESOLVED_LIFECYCLE_BLOCKER_LEDGER.md,# C0 Unresolved Lifecycle Blocker Ledger | Open blockers: `17` (Track C: `9`; Track D: `7`; Track E: `1`). Track B locks are resolved. | | C0-004 | Master Product Vision | TRACK_C_HASH_OR_VERSION_RECOVERY | Recover exact expected source/version and then perfor,HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/closure/FINAL_GOVERNANCE_V1_0_CLOSURE_ASSESSMENT.json,"""disposition"": ""GOVERNANCE_V1_0_NOT_READY_FOR_CONSTITUTIONAL_BASELINE_LOCK"", | ""companion_adoption"": ""GLOBAL_COMPANION_ARTIFACT_FAMILY_ADOPTED_WITH_RETAINED_NONBLOCKING_P2"", | ""open_p1"": 0, | ""unresolved_lifecycle_blockers"": 26,",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/companion_adoption/GLOBAL_COMPANION_ARTIFACT_ADOPTION_HASH_MANIFEST.json,"""path"": ""docs/canon/companions/MASTER_EQUINESYNC_FOUNDER_DECISION_REGISTER_V1_0.json"", | ""path"": ""docs/canon/companions/MASTER_EQUINESYNC_FOUNDER_DECISION_REGISTER_V1_0.md"", | ""path"": ""docs/canon/reviews/c0_source_reconciliation_v1_0/EQUINESYNC_C0_UNRESOLVED_E",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/companion_adoption/GLOBAL_COMPANION_ARTIFACT_FAMILY_ADOPTION_RECORD.md,"Disposition: `GLOBAL_COMPANION_ARTIFACT_FAMILY_ADOPTED_WITH_RETAINED_NONBLOCKING_P2` | Adoption is controlling governance-companion adoption only. It creates no implementation, runtime, provider, data-transfer, production, launch, or public-claim authority. | ",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/companion_adoption/GLOBAL_COMPANION_ARTIFACT_RETAINED_P2_REGISTER.json,"""remedy"": ""Founder controlled adoption decision for the assembled prospective companion family"" | ""source_path"": ""docs/canon/adoptions/equine_health_v1_1/EQUINE_HEALTH_V1_1_RETAINED_P2_REGISTER.md"", | ""source_path"": ""docs/canon/adoptions/safeguarding_v1_2/SAFE",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/source/GLOBAL_COMPANION_ADOPTION_AND_GOVERNANCE_V1_RESUMPTION_DIRECTIVE.txt,# CODEX FOUNDER DIRECTIVE | The controlling package disposition is: | - Open P1: 0 | - Retained nonblocking P2: 3,SUPERSEDED_OR_SUPERSESSION_TEXT_PRESENT
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/governance_v1_0_final_baseline_resumption/tools/build_governance_v1_resumption.py,"with path.open(""rb"") as handle: | ""docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g3_g6/MASTER_EQUINESYNC_FOUNDER_DECISION_REGISTER_V1_0.md"": ""MASTER_EQUINESYNC_FOUNDER_DECISION_REGISTER_V1_0.md"", | ""docs/canon/reviews/global_companion_reconcili",SUPERSEDED_OR_SUPERSESSION_TEXT_PRESENT
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_0/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_DECISION_REGISTER.md,"# Master Media, Files, and Digital Asset Governance V1.0 Founder Decision Register | **Status:** Pending Founder review | | MDA-FD01 | Title, version, and canon tier | Accept Version 1.0 peer domain canon | Candidate only | | Founder dispositions may be `ACCEP",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_0/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_ALIGNMENT_REPORT.md,"`READY_FOR_FOUNDER_REVIEW` | The candidate consolidates existing asset principles while preserving the authority of locked canon and current implementation truth. | | Security and Trust candidate | Upload safety, malware, metadata leakage, secrets, incidents, ",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_0/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_REVIEW_MANIFEST.md,**Package state:** `READY_FOR_FOUNDER_REVIEW` | | `docs/canon/candidates/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V1_0.md` | Complete controlled constitutional candidate | `b410e18885587a7301a0e60743d9ef576677ea68c1ceef6cf64ec1cb5755a30e` | | | `d,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_1/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_RECOMMENDATIONS.md,Below are my recommended founder dispositions and governing answers for each decision in the **MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_DECISION_REGISTER V1.0**. These recommendations are written from the perspective | | ID | Recommendation | Recommended F,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_1/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_1_CHECKSUMS.sha256,b410e18885587a7301a0e60743d9ef576677ea68c1ceef6cf64ec1cb5755a30e docs/canon/candidates/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V1_0.md | 68b766a9ac28a693cdf4683e6d47e5a54d1cfb7b9396f4cccb753e0a57bfe8d1 docs/canon/candidates/MASTER_MEDIA_FILES_AND,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_1/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_1_INTEGRATION_REPORT.md,`READY_FOR_FOUNDER_APPROVAL_REVIEW` | The Version 1.0 candidate remains preserved. Version 1.1 incorporates the governing answers supplied for MDA-FD01 through MDA-FD20 and introduces bounded constitutional language for MDA-FD21 through MDA-FD30. | | Added and,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_1/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_1_REVIEW_MANIFEST.md,**Package state:** `READY_FOR_FOUNDER_APPROVAL_REVIEW` | **Decisions pending:** `10` | | `docs/canon/candidates/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V1_0.md` | Preserved Version 1.0 baseline | `b410e18885587a7301a0e60743d9ef576677ea68c1ceef6cf,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_1/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_1_VALIDATION_REPORT.md,**Open P1:** `0` | **Open P2:** `0` | | Candidate identity and all authority flags false | Passed | | | MDA-FD21 through MDA-FD30 candidate sections | Passed: 10 sections |,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_CURRENT_IMPLEMENTATION_ALIGNMENT.md,"These are nonblocking implementation-alignment observations. They are not evidence that the candidate is defective, not production findings, and not authorization to change code or data. | | Health documents accept and directly open raw URLs | `frontend/src/pa",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_DECISION_REGISTER_V1_2.md,"# Master Media, Files, and Digital Asset Governance V1.2 Founder Decision Register | **Decisions pending:** `20` | The Founder response supplies dispositions and governing answers for MDA-FD01 through MDA-FD20 and requires MDA-FD21 through MDA-FD30. Independen",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_RECOMMENDATIONS.md,Below are my recommended founder dispositions and governing answers for each decision in the **MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_DECISION_REGISTER V1.0**. These recommendations are written from the perspective | | ID | Recommendation | Recommended F,HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_2_CANDIDATE_REVIEW.md,"# Master Media, Files, and Digital Asset Governance V1.2 Candidate Review | `READY_FOR_FOUNDER_APPROVAL_REVIEW` | Version 1.1 established a strong asset-governance baseline, but it did not fully govern several consequences visible in the present repository or ",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_2_CHECKSUMS.sha256,68b766a9ac28a693cdf4683e6d47e5a54d1cfb7b9396f4cccb753e0a57bfe8d1 docs/canon/candidates/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V1_1.md | 1ec8571ba70e81b5bc782dd69ed694bf6ecf0302f0cb7c18c9c612c37a6951a2 docs/canon/candidates/MASTER_MEDIA_FILES_AND,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_2_EXPANSION_TRACE.md,| Expansion | Candidate location | Decision | Cross-canon owner preserved |,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_2_REVIEW_MANIFEST.md,**Package state:** `READY_FOR_FOUNDER_APPROVAL_REVIEW` | **Review outcome:** Candidate expanded and review findings resolved | **Decisions pending:** `20` | **Open candidate P1:** `0`,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_V1_2_VALIDATION_REPORT.md,"**Open candidate P1:** `0` | **Open candidate P2:** `0` | | Candidate Founder-decision list | Passed: 40 | | | Candidate-review findings | Passed: 5 P1 and 5 P2, all resolved in V1.2 |",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/next_phase_governance/NEXT_PHASE_DELIVERABLE_MANIFEST.md,"| `FOUNDATIONAL_CANON_CURRENT_STATE_MATRIX.md` | Locked, controlling, candidate, proposed, and unopened landscape | | | `NEXT_WORKSTREAM_CANDIDATE_RANKING.md` | Ranked alternatives | | | `OPEN_FINDINGS_AND_DEFERRALS_CARRYFORWARD.md` | Findings, P2, and deferra",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/next_phase_governance/NEXT_PHASE_GOVERNANCE_RISK_ASSESSMENT.md,| Candidate | Constitutional dependency risk | Operational risk if premature | Rework risk | Risk if deferred | Overall sequencing view | | | Identity/Actor founder review | 5 | 2 | 2 | 5 | Best next phase; review-only boundary controls operational risk | | | ,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/next_phase_governance/NEXT_WORKSTREAM_CANDIDATE_RANKING.md,"# Next Workstream Candidate Ranking | | 1 | Identity, Account, and Actor V2.0 founder review | Cross-canon reviewed candidate | Establish actor, account, principal, representation, authentication, continuity, and attribution authority | P1 2; P2 1; V1 unavai |",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_ADOPTION_CANDIDATE_REVIEW_DATA.json,"""state"": ""SAFEGUARDING_RECONCILIATION_COMPLETE_READY_FOR_FOUNDER_ADOPTION_REVIEW_WITH_NONBLOCKING_P2"", | ""founder_event"": ""docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/founder_confirmation/EQUINESYNC_SAFEGUARDING_FOUNDER_CONFIRMATION_",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_AI_RECONCILIATION.md,"AI remains assistive only. It may organize intake, detect duplicates, translate, prompt for missing information, surface urgent language for authorized human review, build timelines, route, and redact. It may not determi | PATH_CLASSIFICATION: candidate_or_dra",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_CROSS_CANON_REFERENCE_REPORT.md,The candidate owns heightened minor and protected-participant safeguards. Identity owns actor identity and account continuity; Relationship owns evidenced relationships; Permission owns final authorization and field proj | No referenced canon is superseded or ,SUPERSEDED_OR_SUPERSESSION_TEXT_PRESENT
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_DECISION_TO_SECTION_TRACEABILITY.md,Founder event SHA-256: `f19d2e572d917bd6f041f467c8911ca518cc9696f5bfd5b97e1147b992d29152` | | Decision | Topic | Disposition | Candidate sections | Evidence | | | `FD-MSP01` | Final domain boundary | `RECONFIRMED` | Sections 2-4 | Founder directive Parts I-III,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_EQUINE_HEALTH_RECONCILIATION.md,"The candidate permits immediate, narrowly scoped emergency communication for human or horse safety but does not grant clinical authority, medication authority, veterinary decision authority, or emergency treatment dispos | PATH_CLASSIFICATION: candidate_or_dra",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_REQUIREMENT_TO_SECTION_TRACEABILITY.md,All 40 package requirements remain pending implementation; this mapping establishes constitutional or subordinate ownership only. | | `GOV-MSP-001` | Treat persons under eighteen as minors by default unless controlling jurisdictional evidence establishes anoth,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_SECTION_DISPOSITION_HISTORY.md,"| Sections 1-96 | Preserved and reconciled | Constitutional domain rules retained; founder modifications integrated at 6.2, 20.1, 23-32, 37.1, 43.1, 58.1, 71.1, and 85.1. | | | Sections 97-99 | Moved to subordinate register/readiness artifacts | Implementation",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_SOURCE_AND_VERSION_MANIFEST.md,| `docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/founder_confirmation/EQUINESYNC_SAFEGUARDING_FOUNDER_CONFIRMATION_POLICY_RESOLUTION_AND_ADOPTION_CANDIDATE_AUTHORIZATION.md` | Independent founder | | `docs/canon/candidates/MASTER_MINOR,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/adoption_candidate_review/SAFEGUARDING_V1_2_VALIDATION_REPORT.md,"`SAFEGUARDING_RECONCILIATION_COMPLETE_READY_FOR_FOUNDER_ADOPTION_REVIEW_WITH_NONBLOCKING_P2` | | Severity | Open | Treatment | | | P1 | 0 | All policy conflicts resolved by current founder direction | | | P2 | 6 | Retained, assigned, nonblocking for adoption r",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/diffs/EQUINESYNC_CANON_DEPENDENCY_MAP_V1_1_TO_V1_2.patch,"-| **Status** | Founder-Accepted Constitutional Support Artifact | | +| **Status** | Controlled Completion Integration Candidate for Founder Review | | +| **Coverage** | 44 constitutional and governance families, with the safeguarding family resolved to its fo",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/diffs/EQUINESYNC_CONSTITUTIONAL_AUTHORITY_MATRIX_V1_1_TO_V1_2.patch,"-| **Status** | Founder-Accepted Constitutional Support Artifact | | +| **Status** | Controlled Completion Integration Candidate for Founder Review | | +> **Safeguarding integration:** V1.2 incorporates the founder-approved Master Minor, Guardianship, Safeguar",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/diffs/EQUINESYNC_CONSTITUTIONAL_CROSS_REFERENCE_INDEX_V1_1_TO_V1_2.patch,-| **Status** | Founder-Accepted Constitutional Support Artifact | | +| **Status** | Controlled Completion Integration Candidate for Founder Review | | +> **Safeguarding integration:** V1.2 incorporates the founder-approved safeguarding canon and adds topic lo,CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/founder_confirmation/EQUINESYNC_SAFEGUARDING_FOUNDER_CONFIRMATION_POLICY_RESOLUTION_AND_ADOPTION_CANDIDATE_AUTHORIZATION.md,"FOUNDER CONFIRMATION DIRECTIVE | EQUINESYNC SAFEGUARDING FOUNDER CONFIRMATION, POLICY RESOLUTION, AND RECONCILED ADOPTION-CANDIDATE AUTHORIZATION | Founder: | This message is an independent founder decision event intended to resolve the founder-confirmation an",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/FOUNDER_DECISION_PROVENANCE.csv,"decision_id,topic,current_disposition,current_founder_language,source_artifact,independent_source_event,independent_source_sha256,classification,founder_modification,candidate_sections,provisional | FD-MSP01,Final domain boundary,RECONFIRMED,""The Relationship ",CANONICAL_OR_CURRENT_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/history/pre_founder_confirmation/FOUNDER_DECISION_PROVENANCE.csv,"decision_id,topic,package_disposition,asserted_exact_language,asserted_source_artifact,independent_source_event,classification,founder_modification,provisional | FD-MSP01,Final domain boundary,Approved as recommended,""The Relationship Model owns the underlying",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/history/pre_founder_confirmation/MANIFEST.json,"""disposition"": ""PARALLEL_SAFEGUARDING_PACKAGE_RECONCILED_FOUNDER_CONFIRMATION_REQUIRED"", | ""companion_candidates"": 6, | ""dependency_cycle"": ""BLOCKED_PENDING_EXACT_MACHINE_READABLE_SOURCE_MOUNTING"", | ""orphan_requirement"": ""BLOCKED_PENDING_EXACT_MACHINE_READABL",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/history/pre_founder_confirmation/PARALLEL_SAFEGUARDING_RECONCILIATION_DATA.json,"""disposition"": ""PARALLEL_SAFEGUARDING_PACKAGE_RECONCILED_FOUNDER_CONFIRMATION_REQUIRED"", | ""classification"": ""NONAUTHORITATIVE_PARALLEL_DRAFT_EVIDENCE"", | ""companion_candidates"": 6, | ""dependency_cycle"": ""BLOCKED_PENDING_EXACT_MACHINE_READABLE_SOURCE_MOUNTING""",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/history/pre_founder_confirmation/SAFEGUARDING_POLICY_CONFLICT_AND_FOUNDER_CONFIRMATION_REGISTER.md,# Safeguarding Policy Conflict and Founder Confirmation Register | | Existing SG P1 | 12 | SG-FD01-SG-FD12 remain unresolved | | ## Required Founder Confirmations | | SGC-FC01 | Did the founder actually approve the V1.1 model and FD-MSP01-FD-MSP15 as represent,HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/history/pre_founder_confirmation/SAFEGUARDING_RECONCILIATION_COMPLETION_REPORT.md,"`PARALLEL_SAFEGUARDING_PACKAGE_RECONCILED_FOUNDER_CONFIRMATION_REQUIRED` | - classified all material V1.1 sections by constitutional, readiness, test, register, backlog, duplicate, conflict, and founder-decision treatment; | - identified two exact-source ident",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/history/pre_founder_confirmation/SG_FD_TO_FD_MSP_DECISION_CROSSWALK.csv,"sg_decision_id,sg_topic,parallel_decision_ids,parallel_sections,treatment,alignment,founder_action | SG-FD12,SafeSport and comparable framework claims,,""Founder notice; 85; 111; 117; MSP-T60"",BODY_ONLY_REQUIRES_CONFIRMATION,""The parallel body prohibits unsuppo",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/history/pre_founder_confirmation/SG_FD_TO_FD_MSP_DECISION_CROSSWALK.md,"The parallel package materially addresses every SG-FD question, but only five are directly aligned to an FD-MSP decision strongly enough to resolve after provenance is confirmed. One creates a substantive policy conflict | | SG decision | Parallel treatment | ",HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
STALE_DRAFT_HISTORICAL_OR_SUPERSEDED_TEXT,REVIEW_CLASSIFICATION,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/history/pre_founder_confirmation/SHA256SUMS.txt,d64e41c19753262bc6c3dd762cccc437826e5ec0d9acadb805b4d3eb5c60935f docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/FOUNDER_DECISION_PROVENANCE.csv | f300f55c558404159b42945a2499e0ce051af01e0b87722f02825d4498528531 docs/canon/reviews/parall,HISTORICAL_DUPLICATE_DRAFT_OR_PREDECESSOR_INFERRED
