row_id,source_register,artifact_id,issue_type,severity,blocker_scope,recommended_action,can_code_comparison_proceed,must_fix_before_code_mutation,must_fix_before_runtime_mutation,must_fix_before_production,source_path_or_paths,source_row_evidence
TRIAGE-01000,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,OPEN_NONBLOCKING
TRIAGE-01001,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,Implementation sequencing and operationalization remain separately governed.
TRIAGE-01002,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,|
TRIAGE-01003,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,SFM-P2-02
TRIAGE-01004,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,C0-025
TRIAGE-01005,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,"Master Data Protection, Encryption, and Key Management Model"
TRIAGE-01006,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,OPEN_NONBLOCKING
TRIAGE-01007,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,"Controlled registries require separate drafting, ownership, and approval evidence."
TRIAGE-01008,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,|
TRIAGE-01009,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,SFM-P2-03
TRIAGE-01010,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,C0-025
TRIAGE-01011,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,"Master Data Protection, Encryption, and Key Management Model"
TRIAGE-01012,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,OPEN_NONBLOCKING
TRIAGE-01013,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,Implementation conformance requires separate executable evidence and authority.
TRIAGE-01014,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,|
TRIAGE-01015,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,C0-027-P2-HISTORICAL-V1-SOURCE-UNAVAILABLE
TRIAGE-01016,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,C0-027
TRIAGE-01017,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,Master Audit Event and Evidence Model
TRIAGE-01018,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,OPEN_NONBLOCKING
TRIAGE-01019,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,Historical Version 1 source remains unavailable; provenance is evidence-qualified.
TRIAGE-01020,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,|
TRIAGE-01021,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,C0-029-P2-HISTORICAL-V1-SOURCE-UNAVAILABLE
TRIAGE-01022,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,C0-029
TRIAGE-01023,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,"Master Communication, Notification, and Notice Model"
TRIAGE-01024,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,OPEN_NONBLOCKING
TRIAGE-01025,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,Historical Version 1 source remains unavailable; provenance is evidence-qualified.
TRIAGE-01026,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,|
TRIAGE-01027,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,SFM-P2-01
TRIAGE-01028,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,C0-030
TRIAGE-01029,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,Master Security Incident Response and Disclosure Model
TRIAGE-01030,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,OPEN_NONBLOCKING
TRIAGE-01031,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,Implementation sequencing and operationalization remain separately governed.
TRIAGE-01032,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,|
TRIAGE-01033,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,SFM-P2-02
TRIAGE-01034,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,C0-030
TRIAGE-01035,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,Master Security Incident Response and Disclosure Model
TRIAGE-01036,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,OPEN_NONBLOCKING
TRIAGE-01037,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,"Controlled registries require separate drafting, ownership, and approval evidence. |"
TRIAGE-01038,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_PHASE_C_FINAL_STATUS_REPORT,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,P2,DOES_NOT_BLOCK_GLOBAL_READ_ONLY_COMPARISON,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,YES,YES_FOR_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_FINAL_STATUS_REPORT.md,Three exact expected sources were recovered and six remain evidence-blocked. All nine classification and founder-decision packets are complete. All 17 lifecycle blockers remain open. No current canon source was overwritt
TRIAGE-01039,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_PHASE_C_RETAINED_FINDINGS_REGISTER,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,P1,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,YES_EXCEPT_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,P0: `0`; open P1: `0`; source-classification-blocking P2: `0`; retained source-evidence P2: `6`.
TRIAGE-01040,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_PHASE_C_RETAINED_FINDINGS_REGISTER,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,P1,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,YES_EXCEPT_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,| PHASE-C-C0-004-EXPECTED-BYTES-NOT-MOUNTED
TRIAGE-01041,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_PHASE_C_RETAINED_FINDINGS_REGISTER,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,P1,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,YES_EXCEPT_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,C0-004
TRIAGE-01042,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,C0_PHASE_C_RETAINED_FINDINGS_REGISTER,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,P1,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,YES_EXCEPT_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES_FOR_AFFECTED_SCOPE,YES,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,P2
