row_id,source_path,reason_excluded,blocker_scope,required_action_before_comparison,founder_disposition_required,second_reviewer_or_outside_review_closure_required
UNASSESSED-00168,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_P1_RESOLUTION_MATRIX.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00169,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_RETAINED_FINDINGS_REGISTER.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00170,docs/implementation/MASTER_EQUINESYNC_PROGRAM_BOARD.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00171,docs/implementation/MASTER_EQUINESYNC_PROGRAM_BOARD_CHANGE_LOG.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00172,docs/implementation/MASTER_EQUINESYNC_PROGRAM_BOARD_EVIDENCE_MATRIX.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00173,docs/implementation/MASTER_EQUINESYNC_WAVE_0_CANON_INTEGRATION_PLAN.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00174,docs/implementation/MASTER_EQUINESYNC_WAVE_1_DEPENDENCY_MATRIX.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00175,docs/implementation/MASTER_EQUINESYNC_WAVE_1_SCOPE_OPTIONS.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00176,docs/implementation/NATIVE_OFFLINE_SYNC_IMPLEMENTATION_PLANNING/NATIVE_OFFLINE_SYNC_FIRST_BOUNDED_SLICE_RECOMMENDATION.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00177,docs/implementation/NATIVE_OFFLINE_SYNC_IMPLEMENTATION_PLANNING/NATIVE_OFFLINE_SYNC_IMPLEMENTATION_PLANNING_EXECUTIVE_SUMMARY.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00178,docs/implementation/NATIVE_OFFLINE_SYNC_IMPLEMENTATION_PLANNING/NATIVE_OFFLINE_SYNC_IMPLEMENTATION_RISK_REGISTER.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00179,docs/implementation/NATIVE_OFFLINE_SYNC_IMPLEMENTATION_PLANNING/NATIVE_OFFLINE_SYNC_OBSERVABILITY_AND_SUPPORT_PLAN.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00180,docs/implementation/NATIVE_OFFLINE_SYNC_IMPLEMENTATION_PLANNING/NATIVE_OFFLINE_SYNC_PHASE_ENTRY_EXIT_GATES.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00181,docs/implementation/W1_RF01/W1_RF01_IMMEDIATE_RISK_ESCALATION_REPORT.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00182,docs/implementation/W1_RF01/W1_RF01_P1_RESOLUTION_MATRIX.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00183,docs/implementation/W1_RF01/W1_RF01_TENANT_AND_FACILITY_ISOLATION_REPORT.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00184,docs/implementation/WAVE_1/WAVE_1_PHASE_10_FINDINGS_ADJUDICATION.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00185,docs/implementation/WAVE_2/MASTER_EQUINESYNC_WAVE_2_FINAL_LOCK_DECISION.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00186,docs/implementation/WAVE_2/MASTER_EQUINESYNC_WAVE_2_LOCK_READINESS_REPORT.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00187,docs/implementation/WAVE_2_P2_CI_EGRESS/CI_EGRESS_CLOSURE_REPORT.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00188,docs/implementation/WAVE_2_P2_CI_EGRESS/CI_EGRESS_FINDINGS_REGISTER.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00189,docs/implementation/WAVE_2_P2_CI_EGRESS/CI_EGRESS_GOVERNANCE_REVIEW_REPORT.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00190,docs/implementation/WAVE_2_P2_NATIVE_OFFLINE_SYNC/NATIVE_OFFLINE_SYNC_CONFLICT_RESOLUTION_MODEL.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00191,docs/implementation/WAVE_2_P2_NATIVE_OFFLINE_SYNC/NATIVE_OFFLINE_SYNC_GOVERNANCE_GAP_MATRIX.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00192,docs/implementation/WAVE_2_P2_NATIVE_OFFLINE_SYNC/NATIVE_OFFLINE_SYNC_P2_RETENTION_REGISTER.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00193,docs/implementation/WAVE_2_P2_NATIVE_OFFLINE_SYNC/NATIVE_OFFLINE_SYNC_TEST_AND_VALIDATION_PLAN.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00194,docs/implementation/WAVE_2_P2_NATIVE_OFFLINE_SYNC/NATIVE_OFFLINE_SYNC_THREAT_AND_FAILURE_ANALYSIS.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00195,governance/implementation/code-guides/CONTROLLED_VALUES.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00196,governance/implementation/code-guides/PROGRAM_STATUS.md,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00197,governance/implementation/code-guides/REGISTER_DATA_DICTIONARY.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00198,governance/implementation/code-guides/assessment/CURRENT_CODE_GUIDE_GAP_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00199,governance/implementation/code-guides/assessment/CURRENT_REPOSITORY_COMPONENT_REGISTER.csv,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00200,governance/implementation/code-guides/assessment/REPOSITORY_AUTHORITY_ALIGNMENT_REGISTER.csv,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00201,governance/implementation/code-guides/classification/CGP-006/CGP_006_CLASSIFICATION_FINDING_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00202,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_CHECKSUMS.sha256,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00203,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00204,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_MANIFEST.json,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00205,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REPORT.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00206,governance/implementation/code-guides/classification/CGP-006/CGP_006_FOUNDER_APPROVED_CONTEXT_REGISTER.csv,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00207,governance/implementation/code-guides/classification/CGP-006/CGP_006_GUIDE_FAMILY_SOURCE_ALLOCATION.csv,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00208,governance/implementation/code-guides/classification/CGP-006/CGP_006_NORMATIVE_ROW_RECONCILIATION.csv,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00209,governance/implementation/code-guides/classification/CGP-006/CGP_006_REFERENCE_ONLY_REGISTER.csv,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00210,governance/implementation/code-guides/classification/CGP-006/CGP_006_SUPERSEDED_SOURCE_REGISTER.csv,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00211,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_POST_CUSTODY_CLOSEOUT_AND_STATUS_RECONCILIATION/CURRENT_STATUS_RECONCILIATION.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00212,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_POST_CUSTODY_CLOSEOUT_AND_STATUS_RECONCILIATION/PR_44_SUPERSESSION_CLOSEOUT.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00213,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_POST_CUSTODY_CLOSEOUT_AND_STATUS_RECONCILIATION/STALE_STATUS_ASSERTION_INVENTORY.csv,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00214,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_POST_CUSTODY_CLOSEOUT_AND_STATUS_RECONCILIATION/validators/validate_post_custody_closeout.py,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00215,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_RECONCILIATION/AUTHORITY_BOUNDARY_REPORT.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00216,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_RECONCILIATION/AUTHORITY_MODEL_RECONCILIATION.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00217,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_RECONCILIATION/FOUNDER_DISPOSITION_OF_RECONCILIATION.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00218,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_RECONCILIATION/MATURITY_STATE_RECONCILIATION.csv,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00219,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_RECONCILIATION/PR_44_V1_1_IMPACT_ASSESSMENT.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00220,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_RECONCILIATION/validators/validate_code_guide_program_v1_1_reconciliation.py,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00221,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/CONTROLLED_VALUE_MIGRATION_CROSSWALK.csv,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00222,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/FOUNDER_DISPOSITION_OF_PR_49.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00223,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/PR_44_SUCCESSOR_PREPARATION_REPORT.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00224,governance/implementation/code-guides/drafting/CGP-006/CODE_GUIDE_PROGRAM_V1_1_REVISION_AND_PR_44_SUCCESSOR_PREPARATION/validators/validate_revision_package.py,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00225,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/MULTI_PASS_REVIEW_RECONCILIATION_REPORT.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00226,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/PASS_A_AUTHORITY_AND_SOURCE_FIDELITY_REVIEW.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00227,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/PROPOSED_STAGE_24_ACTIVATION_SCOPE_MATRIX.csv,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00228,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/WAVE_1_FINDING_TREATMENT_MATRIX.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00229,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/validators/validate_solo_founder_assurance_stage24_readiness.py,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00230,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/FOUNDER_REVIEW_SUMMARY.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00231,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/GAP_0004_STATUS_REPORT.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00232,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/SUCCESSOR_REVIEW_DISPOSITION.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00233,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/WAVE_1_PREREQUISITE_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00234,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/WAVE_1_WARNING_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00235,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_ACTIVATION_AND_EVIDENCE_PLANNING_V1_1_SUCCESSOR/validators/validate_wave1_successor_package.py,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00236,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/guides/ES-CG-13/ES-CG-13_CANDIDATE_GUIDE.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00237,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/registers/CGP_006_WAVE_1_MANDATORY_QUESTION_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00238,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/reports/CGP_006_WAVE_1_VALIDATION_REPORT.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00239,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/reviews/CGP_006_WAVE_1_DUPLICATE_CONTROL_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00240,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/reviews/CGP_006_WAVE_1_DUPLICATE_INVARIANT_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00241,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/reviews/CGP_006_WAVE_1_DUPLICATE_REQUIREMENT_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00242,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/reviews/CGP_006_WAVE_1_STRUCTURED_FOUNDER_REVIEW_REPORT.md,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00243,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/reviews/CGP_006_WAVE_1_TERMINOLOGY_RECONCILIATION_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00244,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_CANDIDATE_DRAFTING_V1/traceability/CGP_006_WAVE_1_REFERENCE_CORPUS_USE_REGISTER.csv,Historical/draft/superseded row not permitted by canonical filter,UNASSESSED_HISTORICAL_SCOPE,Use canonical successor path if available,NO,NO
UNASSESSED-00245,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/CONTROL_MASTER_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00246,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/CROSS_GUIDE_RECONCILIATION_REPORT.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00247,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/MANDATORY_QUESTION_MASTER_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00248,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/REPRESENTATIVE_SCENARIO_VALIDATION.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00249,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/matrices/CGP_006_WAVE_1_GAP_TO_INVARIANT_MATRIX.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00250,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_WARNING_GAP_DISPOSITION_V1/registers/CGP_006_WAVE_1_WARNING_GAP_DISPOSITION_REGISTER.csv,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00251,governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/ACCESSION_READINESS_REPORT.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00252,governance/implementation/code-guides/founder-determinations/ES-FD-SOLO-FOUNDER-COMPENSATING-ASSURANCE-2026-07-29/FOUNDER_APPROVAL_RECORD.md,Comparison blocker in triage register,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00253,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00254,governance/implementation/code-guides/guides/ES-CG-01/source-freeze/ES-CG-01_SOURCE_FREEZE_REGISTER.csv,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
UNASSESSED-00255,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_REGISTER.csv,Comparison blocker in triage register,BLOCKS_AFFECTED_FEATURE_COMPARISON,Resolve or explicitly scope/pin canonical source before comparison,YES,NO
