row_id,artifact_id,source_path_or_paths,issue_type,blocker_scope,feature_scope,must_fix_before_code_mutation,must_fix_before_runtime_mutation,must_fix_before_production,required_action,authority_boundary
AUTHBLOCK-00875,CGP_005,governance/implementation/code-guides/cgp-005/appendices/TECHNICAL_AUDIT_TO_CODE_GUIDE_CROSSWALK.csv,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00876,CGP_005,governance/implementation/code-guides/cgp-005/appendices/TECHNICAL_AUDIT_TO_CODE_GUIDE_CROSSWALK.csv,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00877,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CLASSIFICATION_FINDING_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00878,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CLASSIFICATION_FINDING_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00879,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CLASSIFICATION_FINDING_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00880,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CLASSIFICATION_FINDING_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00881,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CLASSIFICATION_FINDING_REGISTER.csv,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00882,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CONFLICT_REGISTER.csv,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00883,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CONFLICT_REGISTER.csv,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00884,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CONFLICT_REGISTER.csv,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00885,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_CONFLICT_REGISTER.csv,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00886,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00887,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00888,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00889,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00890,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00891,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00892,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00893,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00894,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00895,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00896,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00897,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00898,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00899,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00900,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00901,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00902,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00903,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00904,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00905,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00906,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00907,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00908,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00909,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00910,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00911,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00912,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00913,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00914,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00915,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00916,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00917,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00918,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00919,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00920,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-00921,CGP_006,governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_FOUNDER_DISPOSITION.md,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,implementation_wave_rf_bn,YES,YES,YES,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.","READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
