classification_record_id,source_or_document_id,source_id,source_layer,repository_path,title,source_family,source_class,authority_status,primary_guide_family,related_guide_families,primary_classification,normative_status,source_freeze_status,controlling_or_contextual_role,provenance,immutable_commit_or_checksum,conflict_status,classification_basis,review_status,required_later_action,notes
CGP006-CL-0208,CGP005-RC-0208,CGSRC-ATLAS-0100,CGP005_REFERENCE_CORPUS_ROW,docs/implementation/WAVE_2/MASTER_EQUINESYNC_WAVE_2_SCOPE_FREEZE.md,Master EquineSync Wave 2 Scope Freeze,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-10,ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,08d984d8d579cc42c05b86da0065c796e5db66b5a829d5ef48612fbcbb37b32d,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0209,CGP005-RC-0209,CGSRC-ATLAS-0101,CGP005_REFERENCE_CORPUS_ROW,docs/implementation/WAVE_2/MASTER_EQUINESYNC_WAVE_2_SECURITY_AND_PERMISSION_REPORT.md,Master EquineSync Wave 2 Security and Permission Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-10,ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,3b39d22b7afed38e1b177d010e88cf1fdf308c3c7bea7d4c07bdcdaa1e6e6df1,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0210,CGP005-RC-0210,CGSRC-ATLAS-0102,CGP005_REFERENCE_CORPUS_ROW,docs/implementation/WAVE_2/MASTER_EQUINESYNC_WAVE_2_SHA256SUMS.txt,74a52c1cbe17a038db991ee0bdd81792b83304207bf50906753186d9c0607a9f  .github/workflows/provider-isolation.yml,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-10,ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,6d5e4e1f6d2c215c16b3aea2568bbd377977c61bab4f402d271cfaeac720d4d6,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0211,CGP005-RC-0211,CGSRC-ATLAS-0103,CGP005_REFERENCE_CORPUS_ROW,docs/implementation/WAVE_2/MASTER_EQUINESYNC_WAVE_2_TEST_EVIDENCE_REPORT.md,Master EquineSync Wave 2 Test Evidence Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-13,ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,a1ad26bd2157cb09877e6df9b3a8a76b5a82ea37580103e261ccc9db94953e54,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0212,CGP005-RC-0212,CGSRC-ATLAS-0104,CGP005_REFERENCE_CORPUS_ROW,docs/implementation/history/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_REVIEWED_SOURCE.md,MASTER EQUINESYNC IMPLEMENTATION ATLAS V1.0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-13,ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,27a5ac3c20c98c5d192ab86e445c456375cc6bc0afcfb878b6af2d6f10aa7c1f,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0213,CGP005-RC-0213,CGSRC-ATLAS-0109,CGP005_REFERENCE_CORPUS_ROW,docs/implementation/WAVE_2_P2_CI_EGRESS,Implementation evidence package: WAVE_2_P2_CI_EGRESS,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-10,ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,87396e07efa719270c980c7f2bb72811d9ed0669f93e180eeafe70ebc6799b32,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0214,CGP005-RC-0214,CGSRC-ATLAS-0111,CGP005_REFERENCE_CORPUS_ROW,docs/implementation/financial,Implementation evidence package: financial,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-10,ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,f8d40574c01e1d76a80e551a76eb522ee600765d621aa13d38c5afb27340dbb3,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0215,CGP005-RC-0215,CGSRC-ATLAS-0113,CGP005_REFERENCE_CORPUS_ROW,docs/APP_STORE_PRODUCTION_READINESS.md,App Store Production Readiness,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,65f4e7bcc521405a21c9d40256e30226dbb25a3d8a4e1b6f901dbcf682e4e9e6,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0216,CGP005-RC-0216,CGSRC-ATLAS-0114,CGP005_REFERENCE_CORPUS_ROW,docs/BN20_BN12_LAUNCH_CLOSURE.md,BN20 / BN12 Launch Closure,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,a05cabf938783362900f08c521b21c1022485c7da5abfb09a5b9cf01ff39f858,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0217,CGP005-RC-0217,CGSRC-ATLAS-0115,CGP005_REFERENCE_CORPUS_ROW,docs/BN22A_CAPACITOR_NATIVE_READINESS_PLAN.md,BN22A Capacitor Native Readiness + Shell Integration,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,28e3defb9cc517635acb6075f7e85f5ae0e3ef65fb8abceb6f387cf67a484ac1,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0218,CGP005-RC-0218,CGSRC-ATLAS-0116,CGP005_REFERENCE_CORPUS_ROW,docs/BUILD_NEXT_12_ROLE_READINESS_CHECKLIST.md,Build-Next-12 Role Account Readiness Checklist,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,b387cb25daaa03866a46384bef1ce52cf1e2ca0772d77a3765fd20aa50d375a4,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0219,CGP005-RC-0219,CGSRC-ATLAS-0117,CGP005_REFERENCE_CORPUS_ROW,docs/FEATURE_BACKLOG_FOUNDATIONS.md,EquineSync Feature Backlog Foundations,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,168113ad73fd7c0374954f09fa9b00dba4b7df295b9b49288cdf02bf7ebd4a0f,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0220,CGP005-RC-0220,CGSRC-ATLAS-0118,CGP005_REFERENCE_CORPUS_ROW,docs/FEATURE_ROADMAP.md,FEATURE_ROADMAP.md,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,0c78e58fc48c53d93f2c893656c40e17f72da2c0d21b5e13d375154dc340d6ff,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0221,CGP005-RC-0221,CGSRC-ATLAS-0119,CGP005_REFERENCE_CORPUS_ROW,docs/KNOWN_TECH_DEBT.md,KNOWN_TECH_DEBT.md,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,4d3fa72f9df669bb2cb1426a7927a6b4558e0d923ea2cbc2056c994f027b19f5,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0222,CGP005-RC-0222,CGSRC-ATLAS-0120,CGP005_REFERENCE_CORPUS_ROW,docs/LAUNCH_READINESS_AUDIT.md,EquineSync Launch Readiness Audit,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,e1cd0425839b5ea25cfad525797f0961e63959ad9a51e20611a24002e105ba02,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0223,CGP005-RC-0223,CGSRC-ATLAS-0121,CGP005_REFERENCE_CORPUS_ROW,docs/LAUNCH_TRUST_CURRENT_PLAN.md,EquineSync Launch Trust Current Plan,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,60ba069544c69dae954ea9b0ec0274e75df6c5f843c87ef372d2d75fa8d9e406,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0224,CGP005-RC-0224,CGSRC-ATLAS-0122,CGP005_REFERENCE_CORPUS_ROW,docs/LAUNCH_TRUST_MASTER_FIX_LIST.md,EquineSync Launch Trust Master Fix List,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,cc0c0450e586a24ae2cea913632e4a8b61d645fced8506e8117853e6a6cbe8bf,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0225,CGP005-RC-0225,CGSRC-ATLAS-0123,CGP005_REFERENCE_CORPUS_ROW,docs/NEXT_BUILD_PLAN_FROM_UPDATED_ROADMAP.md,EquineSync Next Build Plan From Updated Roadmap,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,fd4b4643d9324955fd60dfb05d9ad3565e5eca326057daef0e9645d29d3dc246,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0226,CGP005-RC-0226,CGSRC-ATLAS-0124,CGP005_REFERENCE_CORPUS_ROW,docs/PHASE3_MODULARIZATION_MAP.md,Phase 3 — Backend Modularization Map,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,f40c61bf3ea9a77cde6c4720e8b79d406a635d663e0a5e9cd646b05b884af26f,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0227,CGP005-RC-0227,CGSRC-ATLAS-0125,CGP005_REFERENCE_CORPUS_ROW,docs/PHASE4_MULTITENANCY_MAP.md,Phase 4 — Multi-tenancy & Permissions Map,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,9c6d1588811f7e44dc726f6434d453d2a7297c02cea3b6ce250f7fb17738e413,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0228,CGP005-RC-0228,CGSRC-ATLAS-0126,CGP005_REFERENCE_CORPUS_ROW,docs/PHASE8_BRAND_PRESENCE.md,Phase 8 — Brand Presence / Logo Integration (forward plan),REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,f9d0575c0486536bcbc35383819e55199971d7e0a74b84500cd7d31bac8bdefd,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0229,CGP005-RC-0229,CGSRC-ATLAS-0127,CGP005_REFERENCE_CORPUS_ROW,docs/PHASED_EXECUTION_PLAN.md,PHASED_EXECUTION_PLAN.md,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,eea0885f05836f5c1e9e7e865f88b02b0b4852de024b7ba3a06d2ea8f2166123,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0230,CGP005-RC-0230,CGSRC-ATLAS-0128,CGP005_REFERENCE_CORPUS_ROW,docs/PHASE_15A_ENV_PLACEHOLDERS.md,Phase 15.A — Backend `.env` placeholders,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,1b87a08b2de1a390b97757d26954d5a017e733a2118f38fc67eb548253ebfd21,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0231,CGP005-RC-0231,CGSRC-ATLAS-0129,CGP005_REFERENCE_CORPUS_ROW,docs/PHASE_15B_WEBHOOK_LIFECYCLE.md,Phase 15.B — Webhook Lifecycle Operational Reference,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,e23e0325baf40838c914ed50a94a5ff9edd68a7e3252fe9949a6892ea5b05bc4,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0232,CGP005-RC-0232,CGSRC-ATLAS-0130,CGP005_REFERENCE_CORPUS_ROW,docs/PHASE_15R_BILLING_ENTITLEMENTS_REFACTOR.md,Phase 15R - Billing Entitlements Refactor,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,ae9f3bd932a518e388468424e7456f1d5bc29d85e64011f3c9f4b1fcc004bcdf,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-0233,CGP005-RC-0233,CGSRC-ATLAS-0131,CGP005_REFERENCE_CORPUS_ROW,docs/PRE_LAUNCH_PRICING_FOUNDATION.md,Pre-Launch Pricing Foundation,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,IMPLEMENTATION_ATLAS,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,a1971a8575257f00a23aabe5bf22a1eac5bdee61017baee9a101edde5e29fab9,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
