context_record_id,source_or_document_id,source_id,repository_path,title,context_package,approval_authority,approval_pr,approved_pr_head,merge_commit,receipt_path,checksum,primary_classification,guide_family_allocation,refresh_level,retained_gap_relevance,drafting_effect,authority_limitation,notes
CGP006-CTX-0028,CGP006-CONTEXT-0028,CGP006-CONTEXT-0028,governance/implementation/code-guides/packages/CGP_005_SHA256SUMS.txt,CGP_005_SHA256SUMS.txt,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,726d2b7265ce6ea58c749e10deb09eb6b77a8563b847d180e10f56fe9fe5c8d0,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0029,CGP006-CONTEXT-0029,CGP006-CONTEXT-0029,governance/implementation/code-guides/guides/ES-CG-00/source-freeze/ES-CG-00_SOURCE_FREEZE_REGISTER.csv,ES-CG-00_SOURCE_FREEZE_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,2d195b8f2c82d940c86a285b63c4330cb8cbdc664f1cbbe5d559e6a185a88b04,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0030,CGP006-CONTEXT-0030,CGP006-CONTEXT-0030,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_REGISTER.csv,ES-CG-13_SOURCE_FREEZE_REGISTER.csv,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,46701e073170395fda213a443757e50433f2ee31fc8f1bae4c1deadcddf7b1a3,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0031,CGP006-CONTEXT-0031,CGP006-CONTEXT-0031,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,CGP006_INITIATION_CONTEXT,Founder CGP-006 initiation approval,#24,,d3da33f04098ae5195105a5de1a523a9d7940724,governance/implementation/code-guides/receipts/CGP_006_REPOSITORY_INTEGRATION_RECEIPT.md,3cb570a0e4c38da5cccd2efa4072f2efa3b63c497e6f9c4450e01bdf324e80e4,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP006_INITIATION_CONTEXT,DOCUMENT_CLASSIFICATION_GATE_RETAINS_FOUNDER_REVIEW,Supports bounded candidate drafting only after classification approval; no adoption or activation.,NO_IMPLEMENTATION_AUTHORITY; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Contextual CGP-006 initiation artifact only.
CGP006-CTX-0032,PR23-FOUNDER-CONTEXT-0001,PR23-FOUNDER-CONTEXT-0001,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/DECISION_TO_FINDING_CROSSWALK_V1_1_0.csv,DECISION_TO_FINDING_CROSSWALK_V1_1_0.csv,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,cdf570f949efee5f9fe3bc88c4af8435138aeee76bb082466d10b3348e7fb58d,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0033,PR23-FOUNDER-CONTEXT-0002,PR23-FOUNDER-CONTEXT-0002,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_APPROVAL_RECORD_ES_TA_FD_001_008.md,FOUNDER_APPROVAL_RECORD_ES_TA_FD_001_008.md,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,6dbe5b61f6412cb5762e98b505fa0aed75f1694579edd111b0c00e090f2366fc,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0034,PR23-FOUNDER-CONTEXT-0003,PR23-FOUNDER-CONTEXT-0003,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_CHANGE_LOG_V1_1_0.md,FOUNDER_DECISION_CHANGE_LOG_V1_1_0.md,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,022dd34cf096b33d1419f6a58f2054be5998fdce93f275465ab0a3edb281b201,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0035,PR23-FOUNDER-CONTEXT-0004,PR23-FOUNDER-CONTEXT-0004,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_PACKAGE_MANIFEST.json,FOUNDER_DECISION_PACKAGE_MANIFEST.json,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,cdfc702a8415326889747325cdb917dc1b17cfead37c58e71a60ca179e97ce4d,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0036,PR23-FOUNDER-CONTEXT-0005,PR23-FOUNDER-CONTEXT-0005,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_PACKAGE_SHA256SUMS.txt,FOUNDER_DECISION_PACKAGE_SHA256SUMS.txt,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,6f3302a7159e767be8ef6c68fd396749365e67e63f266d0b92e03a0831772d23,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0037,PR23-FOUNDER-CONTEXT-0006,PR23-FOUNDER-CONTEXT-0006,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_PACKAGE_SOURCE_REGISTER.md,FOUNDER_DECISION_PACKAGE_SOURCE_REGISTER.md,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,000cc589e8493f2d5405e7f096a3bf59a65351ac8b3bdca3e097ea2ffadb6ed4,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0038,PR23-FOUNDER-CONTEXT-0007,PR23-FOUNDER-CONTEXT-0007,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_DECISION_PACKAGE_VALIDATION_REPORT.md,FOUNDER_DECISION_PACKAGE_VALIDATION_REPORT.md,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,81a8fd262f1f536d8156c2942aeb948dffd33e983fec890f283e7f92a192d39f,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0039,PR23-FOUNDER-CONTEXT-0008,PR23-FOUNDER-CONTEXT-0008,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/PROPOSED_REMEDIATION_SEQUENCE_V1_1_0.md,PROPOSED_REMEDIATION_SEQUENCE_V1_1_0.md,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,da05ab1260471e06fb6df9fa9e097cd73d34743c6955ce26b328f39492ddc92e,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0040,PR23-FOUNDER-CONTEXT-0009,PR23-FOUNDER-CONTEXT-0009,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/TECHNICAL_AUDIT_FOUNDER_DECISION_PACKET_V1_1_0.md,TECHNICAL_AUDIT_FOUNDER_DECISION_PACKET_V1_1_0.md,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,e39e2ab714cfe6f62b0df2cf1f7fba1b2c416abef52106c58a285ffd06a405e2,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0041,PR23-FOUNDER-CONTEXT-0010,PR23-FOUNDER-CONTEXT-0010,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/TECHNICAL_AUDIT_FOUNDER_DECISION_REGISTER_V1_1_0.csv,TECHNICAL_AUDIT_FOUNDER_DECISION_REGISTER_V1_1_0.csv,PR23_TECHNICAL_AUDIT_FOUNDER_CONTEXT,Founder Technical Audit decision approval,#23,,3eb6825091241709f255b8ccf296987fa9b20724,PR #23 merged technical-audit Founder-decision package,237ec73b165d16d8dd516851e17b4244a724a8dcf17640b1719a1da76e28a002,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,PR23_CONTEXT_ONLY,PR23_CONTEXT_NOT_CODE_GUIDE_AUTHORITY,Context only; no promotion to Code Guide drafting source without separate authority.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_PROMOTION; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION,Classified only; file is outside Code Guide program mutation scope and was not modified.
CGP006-CTX-0042,CGP005-TA-APP-0001,CGP005-TA-APP-0001,governance/implementation/code-guides/cgp-005/appendices/CGP_005_TECHNICAL_AUDIT_APPENDIX_V1_0_0.md,CGP-005 Technical Audit Appendix V1.0.0,CGP005_TECHNICAL_AUDIT_APPENDIX_CONTEXT,Founder CGP-005 Technical Audit Appendix approval,#31; #32; #33,2b882a98aa0b3f3e3ddf8a6756618fdb761466dc,1feeccb5f35e8fbbd2185782377a17b831c2f3e9,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,448a91462201a6a46ee55a5a4eb27504a2f50e0839187348f7eb09dbd8a529cc,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_APPENDIX_INPUT_REFRESH_CONTEXT,Appendix refresh effect: MINOR_REFRESH/MAJOR_REFRESH; retained gaps: CGP005-TA-APP-GAP-0001;CGP005-TA-APP-GAP-0002;CGP005-TA-APP-GAP-0003;CGP005-TA-APP-GAP-0004; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.,CGP-006 input-refresh context only pending Founder classification review.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_FREEZE_AMENDMENT; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Appendix refresh effect: MINOR_REFRESH/MAJOR_REFRESH; retained gaps: CGP005-TA-APP-GAP-0001;CGP005-TA-APP-GAP-0002;CGP005-TA-APP-GAP-0003;CGP005-TA-APP-GAP-0004; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.
CGP006-CTX-0043,CGP005-TA-APP-0002,CGP005-TA-APP-0002,governance/implementation/code-guides/cgp-005/appendices/CGP_006_INPUT_REFRESH_MATRIX.csv,CGP-006 Input Refresh Matrix,CGP005_TECHNICAL_AUDIT_APPENDIX_CONTEXT,Founder CGP-005 Technical Audit Appendix approval,#31; #32; #33,2b882a98aa0b3f3e3ddf8a6756618fdb761466dc,1feeccb5f35e8fbbd2185782377a17b831c2f3e9,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,a3b82e249d66fcfb28f80f6bd756a441e4d3305ae7df2d37036155bf8d28dd83,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_APPENDIX_INPUT_REFRESH_CONTEXT,Appendix refresh effect: ES-CG-00=MINOR_REFRESH;ES-CG-01=MAJOR_REFRESH;ES-CG-10=MAJOR_REFRESH;ES-CG-13=MAJOR_REFRESH; retained gaps: CGP005-TA-APP-GAP-0002; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.,CGP-006 input-refresh context only pending Founder classification review.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_FREEZE_AMENDMENT; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Appendix refresh effect: ES-CG-00=MINOR_REFRESH;ES-CG-01=MAJOR_REFRESH;ES-CG-10=MAJOR_REFRESH;ES-CG-13=MAJOR_REFRESH; retained gaps: CGP005-TA-APP-GAP-0002; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.
CGP006-CTX-0044,CGP005-TA-APP-0003,CGP005-TA-APP-0003,governance/implementation/code-guides/cgp-005/appendices/TECHNICAL_AUDIT_TO_CODE_GUIDE_CROSSWALK.csv,Technical Audit To Code Guide Crosswalk,CGP005_TECHNICAL_AUDIT_APPENDIX_CONTEXT,Founder CGP-005 Technical Audit Appendix approval,#31; #32; #33,2b882a98aa0b3f3e3ddf8a6756618fdb761466dc,1feeccb5f35e8fbbd2185782377a17b831c2f3e9,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,f6f37fd3f29e14489f7c4f43d7e235ac840913b21847d0ec0f44d36a146456df,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_APPENDIX_INPUT_REFRESH_CONTEXT,Appendix refresh effect: MINOR_REFRESH/MAJOR_REFRESH; retained gaps: CGP005-TA-APP-GAP-0002;CGP005-TA-APP-GAP-0003;CGP005-TA-APP-GAP-0004; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.,CGP-006 input-refresh context only pending Founder classification review.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_FREEZE_AMENDMENT; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Appendix refresh effect: MINOR_REFRESH/MAJOR_REFRESH; retained gaps: CGP005-TA-APP-GAP-0002;CGP005-TA-APP-GAP-0003;CGP005-TA-APP-GAP-0004; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.
CGP006-CTX-0045,CGP005-TA-APP-0004,CGP005-TA-APP-0004,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_SOURCE_REGISTER.md,CGP-005 Appendix Source Register,CGP005_TECHNICAL_AUDIT_APPENDIX_CONTEXT,Founder CGP-005 Technical Audit Appendix approval,#31; #32; #33,2b882a98aa0b3f3e3ddf8a6756618fdb761466dc,1feeccb5f35e8fbbd2185782377a17b831c2f3e9,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,bfb3915e75d60e6d7e070bf5a76010020311595c9ee23a18e22b61d74661e50d,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_APPENDIX_INPUT_REFRESH_CONTEXT,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0003; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.,CGP-006 input-refresh context only pending Founder classification review.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_FREEZE_AMENDMENT; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0003; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.
CGP006-CTX-0046,CGP005-TA-APP-0005,CGP005-TA-APP-0005,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_VALIDATION_REPORT.md,CGP-005 Appendix Validation Report,CGP005_TECHNICAL_AUDIT_APPENDIX_CONTEXT,Founder CGP-005 Technical Audit Appendix approval,#31; #32; #33,2b882a98aa0b3f3e3ddf8a6756618fdb761466dc,1feeccb5f35e8fbbd2185782377a17b831c2f3e9,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,ac9aba5f1f601f7502231f9226c3eb7c148697fa941ab79137367ff67dffac56,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_APPENDIX_INPUT_REFRESH_CONTEXT,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0001;CGP005-TA-APP-GAP-0004; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.,CGP-006 input-refresh context only pending Founder classification review.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_FREEZE_AMENDMENT; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0001;CGP005-TA-APP-GAP-0004; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.
CGP006-CTX-0047,CGP005-TA-APP-0006,CGP005-TA-APP-0006,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_FOUNDER_DISPOSITION.md,CGP-005 Appendix Founder Disposition,CGP005_TECHNICAL_AUDIT_APPENDIX_CONTEXT,Founder CGP-005 Technical Audit Appendix approval,#31; #32; #33,2b882a98aa0b3f3e3ddf8a6756618fdb761466dc,1feeccb5f35e8fbbd2185782377a17b831c2f3e9,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,922d1a049bc89ab15c255b16f8bf70a5259f1aea887ce5cecedc0a109f04a22e,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_APPENDIX_INPUT_REFRESH_CONTEXT,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0001;CGP005-TA-APP-GAP-0002;CGP005-TA-APP-GAP-0003;CGP005-TA-APP-GAP-0004; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.,CGP-006 input-refresh context only pending Founder classification review.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_FREEZE_AMENDMENT; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0001;CGP005-TA-APP-GAP-0002;CGP005-TA-APP-GAP-0003;CGP005-TA-APP-GAP-0004; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.
CGP006-CTX-0048,CGP005-TA-APP-0007,CGP005-TA-APP-0007,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_MANIFEST.json,CGP-005 Appendix Manifest,CGP005_TECHNICAL_AUDIT_APPENDIX_CONTEXT,Founder CGP-005 Technical Audit Appendix approval,#31; #32; #33,2b882a98aa0b3f3e3ddf8a6756618fdb761466dc,1feeccb5f35e8fbbd2185782377a17b831c2f3e9,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,dc0a68a90bafb550ec8d41209c05cf79c604fecc88ebf074eb3526145b457aae,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_APPENDIX_INPUT_REFRESH_CONTEXT,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0001; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.,CGP-006 input-refresh context only pending Founder classification review.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_FREEZE_AMENDMENT; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0001; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.
CGP006-CTX-0049,CGP005-TA-APP-0008,CGP005-TA-APP-0008,governance/implementation/code-guides/cgp-005/appendices/CGP_005_APPENDIX_SHA256SUMS.txt,CGP-005 Appendix Checksum Ledger,CGP005_TECHNICAL_AUDIT_APPENDIX_CONTEXT,Founder CGP-005 Technical Audit Appendix approval,#31; #32; #33,2b882a98aa0b3f3e3ddf8a6756618fdb761466dc,1feeccb5f35e8fbbd2185782377a17b831c2f3e9,governance/implementation/code-guides/receipts/CGP_005_TECHNICAL_AUDIT_APPENDIX_REPOSITORY_INTEGRATION_RECEIPT.md,063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7,FOUNDER_APPROVED_CONTEXT_NON_NORMATIVE,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_APPENDIX_INPUT_REFRESH_CONTEXT,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0001;CGP005-TA-APP-GAP-0003; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.,CGP-006 input-refresh context only pending Founder classification review.,NO_IMPLEMENTATION_AUTHORITY; NO_SOURCE_FREEZE_AMENDMENT; NO_GUIDE_ADOPTION; NO_GUIDE_ACTIVATION; CGP-007_NOT_ISSUED,Appendix refresh effect: CROSS_GUIDE_CONTEXT; retained gaps: CGP005-TA-APP-GAP-0001;CGP005-TA-APP-GAP-0003; package SHA 063e924c804e503045c93e61a629120897c449796bf7b074e07803d5e07f51a7.
