normative_row_id,guide_family,freeze_record_id,source_or_document_id,source_id,repository_path,title,inclusion_category,source_class,authority_status,controlling_language_summary,expected_control_or_invariant_subject,provenance,immutable_commit_or_checksum,conflict_status,ambiguity_status,traceability_status,classification_status,notes
CGP006-NR-0029,ES-CG-00,CGP005-NF-ES-CG-00-0029,CGP005-NF-ES-CG-00-0029,CGSRC-CGP005-0201,backend/server.py,Representative Backend Application Assembly,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-00 needs this exact evidence to identify a material current-state or program-evidence pattern within charter_authority;program_scope;lifecycle;ownership;non_authorization.,charter_authority;program_scope;lifecycle;ownership;non_authorization,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,c69acbc963e2a0913e28a31d8fd5a6b6aa9a6bfad9656cd0aa09f024dfeeb241,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0030,ES-CG-01,CGP005-NF-ES-CG-01-0001,CGP005-NF-ES-CG-01-0001,CGSRC-GOV-0002,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,Canon Artifact Inventory,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,5cedea86f1dfcbcf6bb69aef000f25175ed72d497fda18826f69b51c770382d1,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0031,ES-CG-01,CGP005-NF-ES-CG-01-0002,CGP005-NF-ES-CG-01-0002,CGSRC-GOV-0003,docs/canon/registries/CANON_DEPENDENCY_REGISTRY.md,Canon Dependency Registry,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,dffc4f152f65f5ebcf65c27b533b45a217f3c60f1737a87cffd38c165c5cb562,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0032,ES-CG-01,CGP005-NF-ES-CG-01-0003,CGP005-NF-ES-CG-01-0003,CGSRC-GOV-0004,docs/canon/registries/CANON_LOCK_LEDGER.md,Canon Lock Ledger,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,ccbcda1f1f1e2d858adf8bc38973a29634d6e487de8d7990171092cdd5aded4e,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0033,ES-CG-01,CGP005-NF-ES-CG-01-0004,CGP005-NF-ES-CG-01-0004,CGSRC-GOV-0005,docs/canon/registries/CANON_STATE_AND_LOCK_REGISTRY.md,Canon State and Lock Registry,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,272f35833dad117c08bd4e673dfd673becbc3cbc3eb0b240ce436f49292424ec,RETAINED_CONFLICT_VISIBLE,RETAINED_NON_BLOCKING_CONFLICT_VISIBLE,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0034,ES-CG-01,CGP005-NF-ES-CG-01-0005,CGP005-NF-ES-CG-01-0005,CGSRC-GOV-0006,docs/canon/registries/DOMAIN_OWNER_AND_STEWARD_REGISTRY.md,Domain Owner and Steward Registry,SUPPORTING_FROZEN,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-01 needs this interpretive or provenance source to apply controlling authority within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,2cad6f74e89eb404fa8b520b694d71ea93e1240d9b01c24e98eff107f9f3b5c3,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0035,ES-CG-01,CGP005-NF-ES-CG-01-0006,CGP005-NF-ES-CG-01-0006,CGSRC-GOV-0007,docs/canon/registries/GOVERNANCE_FINDING_REGISTRY.md,Governance Finding Registry,SUPPORTING_FROZEN,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-01 needs this interpretive or provenance source to apply controlling authority within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,6573f1a831ea1c7f84c5241acef3d24069265eb1d13972273f066d099d8b706f,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0036,ES-CG-01,CGP005-NF-ES-CG-01-0007,CGP005-NF-ES-CG-01-0007,CGSRC-GOV-0008,docs/canon/registries/IMPLEMENTATION_AUTHORIZATION_REGISTRY.md,Implementation Authorization Registry,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,3d2d90ecbe3cc519b21628145dab8f57d3d492b6126db582bd2da86df29efe45,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0037,ES-CG-01,CGP005-NF-ES-CG-01-0008,CGP005-NF-ES-CG-01-0008,CGSRC-GOV-0009,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_BASELINE_MANIFEST.json,Global Governance V1 0 Baseline Manifest.Json,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,f5666ebffbfe527f6d01eb7fe7fbe9f21de541b7b3afe5c4a1fe2d1b3379bfe9,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0038,ES-CG-01,CGP005-NF-ES-CG-01-0009,CGP005-NF-ES-CG-01-0009,CGSRC-GOV-0010,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_HISTORICAL_MANIFEST_CLASSIFICATION.md,Global Governance V1.0 Historical Manifest Classification,SUPPORTING_FROZEN,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-01 needs this interpretive or provenance source to apply controlling authority within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,db6cfdacd31a6f57b082f7393568f80173e8004d8339579ea7bac7301b691815,RETAINED_CONFLICT_VISIBLE,RETAINED_NON_BLOCKING_CONFLICT_VISIBLE,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0039,ES-CG-01,CGP005-NF-ES-CG-01-0010,CGP005-NF-ES-CG-01-0010,CGSRC-GOV-0011,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_LOCK_CERTIFICATE.json,Global Governance V1 0 Lock Certificate.Json,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,3dc9ae1d4cdd331c75fdc5883ea59d5d70243704ce13911ffe2da1d60f201f2f,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0040,ES-CG-01,CGP005-NF-ES-CG-01-0011,CGP005-NF-ES-CG-01-0011,CGSRC-GOV-0012,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_LOCK_RECORD.md,EquineSync Global Governance V1.0 Lock Record,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,16c9b4c4f16f078c036c0768da38ae0d70cc643b10f9b5d76a50205a426ba551,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0041,ES-CG-01,CGP005-NF-ES-CG-01-0012,CGP005-NF-ES-CG-01-0012,CGSRC-GOV-0013,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_POST_LOCK_CHANGE_CONTROL.md,Global Governance V1.0 Post-Lock Change Control,SUPPORTING_FROZEN,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-01 needs this interpretive or provenance source to apply controlling authority within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,b8c6e329240530ea711af2b594bb8f9f02fbd2e911a364f13d5410b3902777ac,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0042,ES-CG-01,CGP005-NF-ES-CG-01-0013,CGP005-NF-ES-CG-01-0013,CGSRC-GOV-0014,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_SCOPE.md,EquineSync Global Governance V1.0 Baseline Scope,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,6f46803d8074ba530a042f34f4c1f9f4dc31bd61dc83bbec811e758605182b52,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0043,ES-CG-01,CGP005-NF-ES-CG-01-0014,CGP005-NF-ES-CG-01-0014,CGSRC-GOV-0134,docs/canon/companions/EQUINESYNC_CANON_DEPENDENCY_MAP_V1_2.md,"Constitutional Prerequisite, Co-Review, Change-Impact, and Sequencing Map",SUPPORTING_FROZEN,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-01 needs this interpretive or provenance source to apply controlling authority within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,d6dda4547faaa041eb9bc900b4a929099aeeca14af0e82dd04e5c476355541b1,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0044,ES-CG-01,CGP005-NF-ES-CG-01-0015,CGP005-NF-ES-CG-01-0015,CGSRC-GOV-0138,docs/canon/companions/GLOBAL_ADOPTION_STATE_REGISTER.json,Global Adoption State Register.Json,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,2f82ea914b02be61b83e6457f3c263d19fdb813a6a179166e3fcd4af9167920c,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0045,ES-CG-01,CGP005-NF-ES-CG-01-0016,CGP005-NF-ES-CG-01-0016,CGSRC-GOV-0139,docs/canon/companions/GLOBAL_ADOPTION_STATE_REGISTER.md,Global Adoption State Register,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,b2530de52d8be2d3a8a6362bdbc1c42c0cf8e7179205112acd8d95417b7e5342,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0046,ES-CG-01,CGP005-NF-ES-CG-01-0017,CGP005-NF-ES-CG-01-0017,CGSRC-GOV-0140,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.json,Global Governance P2 Register.Json,SUPPORTING_FROZEN,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-01 needs this interpretive or provenance source to apply controlling authority within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,ea23091ddb8d9f562e829961bfed7dac9776ff7345f667df33c18f9c8c8bad4c,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0047,ES-CG-01,CGP005-NF-ES-CG-01-0018,CGP005-NF-ES-CG-01-0018,CGSRC-GOV-0141,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.md,Global Governance P2 Register,SUPPORTING_FROZEN,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-01 needs this interpretive or provenance source to apply controlling authority within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,bbfcb84571ee5e92e29556f708363d262c9a2299fa8af03f0f28b2bf1d71cbec,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0048,ES-CG-01,CGP005-NF-ES-CG-01-0019,CGP005-NF-ES-CG-01-0019,CGSRC-GOV-0152,docs/canon/companions/MASTER_EQUINESYNC_GOVERNANCE_REQUIREMENT_INDEX_V1_0.json,Master Equinesync Governance Requirement Index V1 0.Json,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,321be5cd10d6e47e1e4b85bc27f0732775b34683d6b74af84cdcf7bdf80702af,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0049,ES-CG-01,CGP005-NF-ES-CG-01-0020,CGP005-NF-ES-CG-01-0020,CGSRC-GOV-0153,docs/canon/companions/MASTER_EQUINESYNC_GOVERNANCE_REQUIREMENT_INDEX_V1_0.md,Master EquineSync Governance Requirement Index V1.0,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,0407592090ea0c63127626675565e8d14053a2ec3b64e8843b977471c55d00ca,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0050,ES-CG-01,CGP005-NF-ES-CG-01-0021,CGP005-NF-ES-CG-01-0021,CGSRC-GOV-0018,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,MASTER AUDIT EVENT AND EVIDENCE MODEL,CONTROLLING_FROZEN,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,321aefaeee9f04ad927c01d96e4b05549713c118f9868b7fccf7a8e9b53d8ea2,RETAINED_CONFLICT_VISIBLE,RETAINED_NON_BLOCKING_CONFLICT_VISIBLE,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0051,ES-CG-01,CGP005-NF-ES-CG-01-0022,CGP005-NF-ES-CG-01-0022,CGSRC-ARCH-0021,docs/canon/candidates/MASTER_EXTERNAL_ARCHITECTURE_AND_ADAPTER_MODEL_V2_0.md,MASTER EXTERNAL ARCHITECTURE AND ADAPTER MODEL,SUPPORTING_FROZEN,APPROVED_ARCHITECTURE,SUPPORTING,ES-CG-01 needs this interpretive or provenance source to apply controlling authority within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,0cdad90cb5929588ee137e9835f6b499c3651159381960fbfad436dfcd0fa18d,RETAINED_CONFLICT_VISIBLE,RETAINED_NON_BLOCKING_CONFLICT_VISIBLE,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0052,ES-CG-01,CGP005-NF-ES-CG-01-0023,CGP005-NF-ES-CG-01-0023,CGSRC-ATLAS-0017,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0.md,MASTER EQUINESYNC IMPLEMENTATION ATLAS V1.0,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,bfa77b5e03fd9a75c8865b723794ee2da687754f030e72022f1476b9af6021d8,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0053,ES-CG-01,CGP005-NF-ES-CG-01-0024,CGP005-NF-ES-CG-01-0024,CGSRC-ATLAS-0018,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_DECISION.md,Master EquineSync Implementation Atlas V1.0 Adoption Decision,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,3ea200c52d2149c2b0eead26ffd88785b2b86947fd7483ea6bbe139f05a665ce,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0054,ES-CG-01,CGP005-NF-ES-CG-01-0025,CGP005-NF-ES-CG-01-0025,CGSRC-ATLAS-0019,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_MANIFEST.md,Implementation Atlas V1.0 Adoption Manifest,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,81881eabe30c16cd40214145ca7deb16b15301a4364384c9799fbd6d96217260,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0055,ES-CG-01,CGP005-NF-ES-CG-01-0026,CGP005-NF-ES-CG-01-0026,CGSRC-ATLAS-0020,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_REPORT.md,Master EquineSync Implementation Atlas V1.0 Adoption Report,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,42bcd9e8fda71a92190bc48c4567b2a2834f12e8e9756bf492d611b0649e6126,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0056,ES-CG-01,CGP005-NF-ES-CG-01-0027,CGP005-NF-ES-CG-01-0027,CGSRC-ATLAS-0021,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_VERIFICATION_MATRIX.md,Implementation Atlas V1.0 Adoption Verification Matrix,CONTROLLING_FROZEN,IMPLEMENTATION_ATLAS,CONTROLLING,ES-CG-01 requires this approved authority to establish authority_precedence;founder_disposition;conflict;supersession;exceptions before any drafting begins.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,347cab97e341c38bb5fa8626fb5837ef096c4eb6de09cfa77f017df4be0e2fec,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
CGP006-NR-0057,ES-CG-01,CGP005-NF-ES-CG-01-0028,CGP005-NF-ES-CG-01-0028,CGSRC-CGP005-0005,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_CONFLICT_REGISTER.csv,CGP-003 Source Conflict Register,IMPLEMENTATION_EVIDENCE_FROZEN,REPOSITORY_EVIDENCE,SUPPORTING,ES-CG-01 needs this exact evidence to identify a material current-state or program-evidence pattern within authority_precedence;founder_disposition;conflict;supersession;exceptions.,authority_precedence;founder_disposition;conflict;supersession;exceptions,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,692571c18d6ab47bd798ca890fad69938e298572c6de5b522b2e606d033b35ff,NO_KNOWN_BLOCKING_CONFLICT,NO_UNRESOLVED_AMBIGUITY,TRACEABLE_TO_CGP005_SOURCE_FREEZE,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,This row reconciles the approved CGP-005 guide-specific normative source freeze and does not create adoption or activation.
