allocation_id,source_or_document_id,source_id,primary_guide_family,related_guide_families,allocation_basis,normative_row_count,reference_corpus_status,notes
CGP006-ALLOC-0426,CGP005-RC-0426,CGSRC-ATLAS-0324,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0427,CGP005-RC-0427,CGSRC-ATLAS-0325,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0428,CGP005-RC-0428,CGSRC-ATLAS-0326,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0429,CGP005-RC-0429,CGSRC-ATLAS-0327,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0430,CGP005-RC-0430,CGSRC-ATLAS-0328,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0431,CGP005-RC-0431,CGSRC-ATLAS-0329,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0432,CGP005-RC-0432,CGSRC-ATLAS-0330,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0433,CGP005-RC-0433,CGSRC-ATLAS-0331,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0434,CGP005-RC-0434,CGSRC-ATLAS-0332,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0435,CGP005-RC-0435,CGSRC-ATLAS-0333,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0436,CGP005-RC-0436,CGSRC-ATLAS-0334,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0437,CGP005-RC-0437,CGSRC-ATLAS-0335,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0438,CGP005-RC-0438,CGSRC-ATLAS-0336,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0439,CGP005-RC-0439,CGSRC-ATLAS-0337,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0440,CGP005-RC-0440,CGSRC-ATLAS-0338,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0441,CGP005-RC-0441,CGSRC-ATLAS-0339,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0442,CGP005-RC-0442,CGSRC-ATLAS-0340,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0443,CGP005-RC-0443,CGSRC-ATLAS-0341,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0444,CGP005-RC-0444,CGSRC-ATLAS-0342,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0445,CGP005-RC-0445,CGSRC-ATLAS-0343,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0446,CGP005-RC-0446,CGSRC-ATLAS-0344,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0447,CGP005-RC-0447,CGSRC-ATLAS-0345,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0448,CGP005-RC-0448,CGSRC-ATLAS-0346,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0449,CGP005-RC-0449,CGSRC-ATLAS-0347,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0450,CGP005-RC-0450,CGSRC-ATLAS-0348,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0451,CGP005-RC-0451,CGSRC-ATLAS-0349,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0452,CGP005-RC-0452,CGSRC-ATLAS-0350,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0453,CGP005-RC-0453,CGSRC-ATLAS-0351,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0454,CGP005-RC-0454,CGSRC-ATLAS-0352,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0455,CGP005-RC-0455,CGSRC-ATLAS-0353,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0456,CGP005-RC-0456,CGSRC-ATLAS-0354,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0457,CGP005-RC-0457,CGSRC-ATLAS-0355,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0458,CGP005-RC-0458,CGSRC-ATLAS-0356,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0459,CGP005-RC-0459,CGSRC-ATLAS-0357,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0460,CGP005-RC-0460,CGSRC-ATLAS-0358,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0461,CGP005-RC-0461,CGSRC-ATLAS-0359,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0462,CGP005-RC-0462,CGSRC-ATLAS-0360,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0463,CGP005-RC-0463,CGSRC-ATLAS-0361,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0464,CGP005-RC-0464,CGSRC-ATLAS-0362,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0465,CGP005-RC-0465,CGSRC-ATLAS-0363,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0466,CGP005-RC-0466,CGSRC-ATLAS-0364,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0467,CGP005-RC-0467,CGSRC-ATLAS-0365,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0468,CGP005-RC-0468,CGSRC-ATLAS-0366,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0469,CGP005-RC-0469,CGSRC-ATLAS-0367,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0470,CGP005-RC-0470,CGSRC-ATLAS-0368,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0471,CGP005-RC-0471,CGSRC-ATLAS-0369,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0472,CGP005-RC-0472,CGSRC-ATLAS-0370,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0473,CGP005-RC-0473,CGSRC-ATLAS-0371,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0474,CGP005-RC-0474,CGSRC-ATLAS-0372,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0475,CGP005-RC-0475,CGSRC-ATLAS-0373,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0476,CGP005-RC-0476,CGSRC-ATLAS-0374,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0477,CGP005-RC-0477,CGSRC-ATLAS-0375,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0478,CGP005-RC-0478,CGSRC-ATLAS-0376,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0479,CGP005-RC-0479,CGSRC-ATLAS-0377,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0480,CGP005-RC-0480,CGSRC-ATLAS-0378,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0481,CGP005-RC-0481,CGSRC-ATLAS-0379,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0482,CGP005-RC-0482,CGSRC-ATLAS-0380,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0483,CGP005-RC-0483,CGSRC-ATLAS-0381,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0484,CGP005-RC-0484,CGSRC-ATLAS-0382,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0485,CGP005-RC-0485,CGSRC-ATLAS-0383,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0486,CGP005-RC-0486,CGSRC-ATLAS-0384,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0487,CGP005-RC-0487,CGSRC-ATLAS-0385,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0488,CGP005-RC-0488,CGSRC-ATLAS-0386,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0489,CGP005-RC-0489,CGSRC-ATLAS-0387,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0490,CGP005-RC-0490,CGSRC-ATLAS-0388,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0491,CGP005-RC-0491,CGSRC-ATLAS-0389,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0492,CGP005-RC-0492,CGSRC-ATLAS-0390,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0493,CGP005-RC-0493,CGSRC-ATLAS-0391,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0494,CGP005-RC-0494,CGSRC-ATLAS-0392,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0495,CGP005-RC-0495,CGSRC-ATLAS-0393,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0496,CGP005-RC-0496,CGSRC-ATLAS-0394,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0497,CGP005-RC-0497,CGSRC-ATLAS-0395,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0498,CGP005-RC-0498,CGSRC-ATLAS-0396,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0499,CGP005-RC-0499,CGSRC-ATLAS-0397,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0500,CGP005-RC-0500,CGSRC-ATLAS-0398,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0501,CGP005-RC-0501,CGSRC-ATLAS-0399,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0502,CGP005-RC-0502,CGSRC-ATLAS-0400,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0503,CGP005-RC-0503,CGSRC-ATLAS-0401,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0504,CGP005-RC-0504,CGSRC-ATLAS-0402,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0505,CGP005-RC-0505,CGSRC-ATLAS-0403,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0506,CGP005-RC-0506,CGSRC-ATLAS-0404,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0507,CGP005-RC-0507,CGSRC-ATLAS-0405,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0508,CGP005-RC-0508,CGSRC-ATLAS-0406,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0509,CGP005-RC-0509,CGSRC-ATLAS-0407,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0510,CGP005-RC-0510,CGSRC-ATLAS-0408,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0511,CGP005-RC-0511,CGSRC-ATLAS-0409,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0512,CGP005-RC-0512,CGSRC-ATLAS-0410,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0513,CGP005-RC-0513,CGSRC-ATLAS-0411,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0514,CGP005-RC-0514,CGSRC-ATLAS-0412,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0515,CGP005-RC-0515,CGSRC-ATLAS-0413,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-0516,CGP005-RC-0516,CGSRC-ATLAS-0414,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
