requirement_id,requirement_statement,source_pia_id,source_document,source_document_sha256,source_location,founder_decision_ids,external_source_ids,external_source_resolution,external_source_hashes_known,actor,action,resource,workflow_ids,entity_or_field_ids,state_ids,permission_ids,interface_or_ui_ids,acceptance_criteria_ids,test_ids,evidence_ids,work_package_ids,dependency_ids,risk_ids,finding_ids,deviation_ids,release_classification,gate,mapping_method,mapping_status
OPC-REQ-029,"Draft communications may be edited, but material sent communications SHALL preserve author, version, timestamps, corrections, and recipient-visible lineage as applicable.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-029,OPC-FD-015,OPC-SRC-015;OPC-SRC-016,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PRESERVE_GOVERNED_STATE_AND_EVIDENCE,COMMUNICATION_RECORD,"OPC-WF-006,010,011","OPC-ENT-004,008,010,018,019",OPC-SM-001 to OPC-SM-010,"OPC-PERM-001,005,012 to OPC-PERM-014",OPC-UI-016,"OPC-AC-012 to OPC-AC-014,020,044","OPC-TEST-018 to OPC-TEST-021,032,033,060","OPC-EVID-009,014,017,030","OPC-WP-008,012","OPC-DEP-001,003,006,008,010",OPC-RISK-004,OPC-FIND-P1-006,NONE,Initial,Safeguarding / verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-030,"Formal notices, approvals, acknowledgments, emergency alerts, and consequential communications SHALL NOT be destructively overwritten.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-030,OPC-FD-015,OPC-SRC-015;OPC-SRC-016,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,COMMUNICATION_RECORD,"OPC-WF-006,010,011","OPC-ENT-004,008,010,018,019",OPC-SM-001 to OPC-SM-010,"OPC-PERM-001,005,012 to OPC-PERM-014",OPC-UI-016,"OPC-AC-012 to OPC-AC-014,020,044","OPC-TEST-018 to OPC-TEST-021,032,033,060","OPC-EVID-009,014,017,030","OPC-WP-008,012","OPC-DEP-001,003,006,008,010",OPC-RISK-004,OPC-FIND-P1-006,NONE,Initial,Safeguarding / verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-031,"User-facing removal SHALL NOT falsely represent external copies, downloaded files, evidence holds, recipient records, or retained legal records as erased.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-031,OPC-FD-015;OPC-FD-017,OPC-SRC-016;OPC-SRC-017,OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-017:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,OWNER_PORTAL_AND_COMMUNICATIONS_CAPABILITY,"OPC-WF-006,010,011","OPC-ENT-004,008,010,018,019",OPC-SM-001 to OPC-SM-010,"OPC-PERM-001,005,012 to OPC-PERM-014",OPC-UI-016,"OPC-AC-012 to OPC-AC-014,020,044","OPC-TEST-018 to OPC-TEST-021,032,033,060","OPC-EVID-009,014,017,030","OPC-WP-008,012","OPC-DEP-001,003,006,008,010",OPC-RISK-004,OPC-FIND-P1-006,NONE,Initial,Safeguarding / verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-032,"Retention and disposition SHALL be selected by communication category, purpose, participant, claims, safeguarding, financial, privacy, and legal-hold rules.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-032,OPC-FD-016,OPC-SRC-016,OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,ENFORCE_NORMATIVE_REQUIREMENT,COMMUNICATION_RECORD,"OPC-WF-006,010,011","OPC-ENT-004,008,010,018,019",OPC-SM-001 to OPC-SM-010,"OPC-PERM-001,005,012 to OPC-PERM-014",OPC-UI-016,"OPC-AC-012 to OPC-AC-014,020,044","OPC-TEST-018 to OPC-TEST-021,032,033,060","OPC-EVID-009,014,017,030","OPC-WP-008,012","OPC-DEP-001,003,006,008,010",OPC-RISK-004,OPC-FIND-P1-006,NONE,Initial,Safeguarding / verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-033,"Attachments and media SHALL be validated for type, size, malware, sensitivity, metadata, consent, destination, and independent access permission.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-033,OPC-FD-017,OPC-SRC-016;OPC-SRC-017;OPC-SRC-019,OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-017:SOURCE_FREEZE_PENDING;OPC-SRC-019:ARCHITECTURE_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,ENFORCE_NORMATIVE_REQUIREMENT,MEDIA_ASSET,"OPC-WF-008,009","OPC-ENT-013,020",OPC-SM-001 to OPC-SM-008,"OPC-PERM-007,008","OPC-UI-004,013,017,018","OPC-AC-010,015 to OPC-AC-017","OPC-TEST-013 to OPC-TEST-015,022 to OPC-TEST-027",OPC-EVID-010 to OPC-EVID-012,"OPC-WP-007,012","OPC-DEP-005,008 to OPC-DEP-010",OPC-RISK-008,OPC-FIND-P1-006,NONE,Initial,Verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-034,Revoking an attachment link SHALL stop future authorized access where technically possible but SHALL NOT claim deletion of lawfully downloaded copies.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-034,OPC-FD-017,OPC-SRC-016;OPC-SRC-017,OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-017:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,MEDIA_ASSET,"OPC-WF-008,009","OPC-ENT-013,020",OPC-SM-001 to OPC-SM-008,"OPC-PERM-007,008","OPC-UI-004,013,017,018","OPC-AC-010,015 to OPC-AC-017","OPC-TEST-013 to OPC-TEST-015,022 to OPC-TEST-027",OPC-EVID-010 to OPC-EVID-012,"OPC-WP-007,012","OPC-DEP-005,008 to OPC-DEP-010",OPC-RISK-008,OPC-FIND-P1-006,NONE,Initial,Verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-035,"Quiet hours SHALL defer eligible noncritical delivery and SHALL preserve visible classification, timing, and override evidence.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-035,OPC-FD-018,OPC-SRC-011;OPC-SRC-015,OPC-SRC-011:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PRESERVE_GOVERNED_STATE_AND_EVIDENCE,OWNER_PORTAL_AND_COMMUNICATIONS_CAPABILITY,"OPC-WF-008,009","OPC-ENT-013,020",OPC-SM-001 to OPC-SM-008,"OPC-PERM-007,008","OPC-UI-004,013,017,018","OPC-AC-010,015 to OPC-AC-017","OPC-TEST-013 to OPC-TEST-015,022 to OPC-TEST-027",OPC-EVID-010 to OPC-EVID-012,"OPC-WP-007,012","OPC-DEP-005,008 to OPC-DEP-010",OPC-RISK-008,OPC-FIND-P1-006,NONE,Initial,Verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-036,Facilities SHALL NOT relabel routine content as emergency or mandatory solely to bypass user preferences.,ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-036,OPC-FD-008;OPC-FD-018,OPC-SRC-015;OPC-SRC-016,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,FACILITY_ADMINISTRATOR,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,EMERGENCY_COMMUNICATION,"OPC-WF-008,009","OPC-ENT-013,020",OPC-SM-001 to OPC-SM-008,"OPC-PERM-007,008","OPC-UI-004,013,017,018","OPC-AC-010,015 to OPC-AC-017","OPC-TEST-013 to OPC-TEST-015,022 to OPC-TEST-027",OPC-EVID-010 to OPC-EVID-012,"OPC-WP-007,012","OPC-DEP-005,008 to OPC-DEP-010",OPC-RISK-008,OPC-FIND-P1-006,NONE,Initial,Verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-037,"Machine-assisted translation SHALL preserve the original, label the translation, identify the controlling language, and expose uncertainty or review requirements.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-037,OPC-FD-019,OPC-SRC-015;OPC-SRC-016;OPC-SRC-018;OPC-SRC-019,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-018:FAMILY_AND_AUTHORITY_IDENTIFIED;OPC-SRC-019:ARCHITECTURE_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PRESERVE_GOVERNED_STATE_AND_EVIDENCE,TRANSLATED_CONTENT,"OPC-WF-008,009","OPC-ENT-013,020",OPC-SM-001 to OPC-SM-008,"OPC-PERM-007,008","OPC-UI-004,013,017,018","OPC-AC-010,015 to OPC-AC-017","OPC-TEST-013 to OPC-TEST-015,022 to OPC-TEST-027",OPC-EVID-010 to OPC-EVID-012,"OPC-WP-007,012","OPC-DEP-005,008 to OPC-DEP-010",OPC-RISK-008,OPC-FIND-P1-006,NONE,Initial,Verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-038,"Consequential translations involving agreements, medical instructions, payment terms, emergencies, or safeguarding SHALL require heightened human review before reliance.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-038,OPC-FD-019,OPC-SRC-014;OPC-SRC-015;OPC-SRC-016;OPC-SRC-018,OPC-SRC-014:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-018:FAMILY_AND_AUTHORITY_IDENTIFIED,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,ENFORCE_PREREQUISITES,TRANSLATED_CONTENT,"OPC-WF-008,009","OPC-ENT-013,020",OPC-SM-001 to OPC-SM-008,"OPC-PERM-007,008","OPC-UI-004,013,017,018","OPC-AC-010,015 to OPC-AC-017","OPC-TEST-013 to OPC-TEST-015,022 to OPC-TEST-027",OPC-EVID-010 to OPC-EVID-012,"OPC-WP-007,012","OPC-DEP-005,008 to OPC-DEP-010",OPC-RISK-008,OPC-FIND-P1-006,NONE,Initial,Verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-039,"Material portal and communication workflows SHALL support keyboard operation, assistive technology, readable contrast, plain language, non-color status cues, and accessible attachments.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-039,OPC-FD-019,OPC-SRC-002;OPC-SRC-005;OPC-SRC-016;OPC-SRC-017,OPC-SRC-002:EXACT_HASH_REGISTERED;OPC-SRC-005:SOURCE_FAMILY_IDENTIFIED_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-017:SOURCE_FREEZE_PENDING,c751a73331d89eb4dd5d5ff3b059c81bb1d99284102c6f39a008aeb84620bbbc,EQUINESYNC_SYSTEM,PROVIDE_CONTROLLED_CAPABILITY,COMMUNICATION_RECORD,"OPC-WF-008,009","OPC-ENT-013,020",OPC-SM-001 to OPC-SM-008,"OPC-PERM-007,008","OPC-UI-004,013,017,018","OPC-AC-010,015 to OPC-AC-017","OPC-TEST-013 to OPC-TEST-015,022 to OPC-TEST-027",OPC-EVID-010 to OPC-EVID-012,"OPC-WP-007,012","OPC-DEP-005,008 to OPC-DEP-010",OPC-RISK-008,OPC-FIND-P1-006,NONE,Initial,Verification,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-040,"AI may assist with drafts, summaries, translation, categorization, and suggested replies only through approved registered use cases with source and uncertainty controls.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-040,OPC-FD-020,OPC-SRC-018,OPC-SRC-018:FAMILY_AND_AUTHORITY_IDENTIFIED,NONE_REGISTERED_FOR_REFERENCED_SET,AI_ASSISTANCE_SERVICE,ENFORCE_NORMATIVE_REQUIREMENT,AI_ASSISTED_COMMUNICATION,OPC-WF-017,OPC-ENT-022,OPC-SM-001 to OPC-SM-008,OPC-PERM-017,PIA Section 22,"OPC-AC-018,031","OPC-TEST-028 to OPC-TEST-030,050,065",OPC-EVID-013,"OPC-WP-003,012",OPC-DEP-008 to OPC-DEP-010,OPC-RISK-009,OPC-FIND-P1-006,NONE,Controlled optional,AI implementation gate,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-041,"AI SHALL NOT autonomously send formal notices, emergency or medical instructions, dispute outcomes, disciplinary conclusions, financial adjustments, or protected minor communications.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-041,OPC-FD-020,OPC-SRC-012;OPC-SRC-014;OPC-SRC-015;OPC-SRC-016;OPC-SRC-018,OPC-SRC-012:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-014:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-018:FAMILY_AND_AUTHORITY_IDENTIFIED,NONE_REGISTERED_FOR_REFERENCED_SET,AI_ASSISTANCE_SERVICE,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,COMMUNICATION_RECORD,OPC-WF-017,OPC-ENT-022,OPC-SM-001 to OPC-SM-008,OPC-PERM-017,PIA Section 22,"OPC-AC-018,031","OPC-TEST-028 to OPC-TEST-030,050,065",OPC-EVID-013,"OPC-WP-003,012",OPC-DEP-008 to OPC-DEP-010,OPC-RISK-009,OPC-FIND-P1-006,NONE,Initial prohibition,AI implementation gate,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-042,"A human author SHALL approve consequential AI-assisted communication, and the final sent record SHALL distinguish the approving actor from the AI assistance record.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-042,OPC-FD-020,OPC-SRC-015;OPC-SRC-016;OPC-SRC-018,OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-018:FAMILY_AND_AUTHORITY_IDENTIFIED,NONE_REGISTERED_FOR_REFERENCED_SET,HUMAN_AUTHOR,ENFORCE_NORMATIVE_REQUIREMENT,COMMUNICATION_RECORD,OPC-WF-017,OPC-ENT-022,OPC-SM-001 to OPC-SM-008,OPC-PERM-017,PIA Section 22,"OPC-AC-018,031","OPC-TEST-028 to OPC-TEST-030,050,065",OPC-EVID-013,"OPC-WP-003,012",OPC-DEP-008 to OPC-DEP-010,OPC-RISK-009,OPC-FIND-P1-006,NONE,Controlled optional,AI implementation gate,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-043,"AI and analytics SHALL NOT train across tenants on identifiable communication content or infer protected traits, legal guilt, medical condition, or relationship authority.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-043,OPC-FD-020,OPC-SRC-016;OPC-SRC-018,OPC-SRC-016:SOURCE_FREEZE_PENDING;OPC-SRC-018:FAMILY_AND_AUTHORITY_IDENTIFIED,NONE_REGISTERED_FOR_REFERENCED_SET,AI_ASSISTANCE_SERVICE,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,COMMUNICATION_RECORD,OPC-WF-017,OPC-ENT-022,OPC-SM-001 to OPC-SM-008,OPC-PERM-017,PIA Section 22,"OPC-AC-018,031","OPC-TEST-028 to OPC-TEST-030,050,065",OPC-EVID-013,"OPC-WP-003,012",OPC-DEP-008 to OPC-DEP-010,OPC-RISK-009,OPC-FIND-P1-006,NONE,Initial prohibition,AI implementation gate,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-044,"Service requests SHALL display category, status, responsible domain, next action, correction route, and truthful response expectations.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-044,OPC-FD-021,OPC-SRC-005;OPC-SRC-013;OPC-SRC-014;OPC-SRC-015;OPC-SRC-016,OPC-SRC-005:SOURCE_FAMILY_IDENTIFIED_FREEZE_PENDING;OPC-SRC-013:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-014:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,PRESENT_TRUTHFUL_GOVERNED_INFORMATION,SERVICE_REQUEST,"OPC-WF-004,010 to OPC-WF-012","OPC-ENT-012,021",OPC-SM-001 to OPC-SM-008,"OPC-PERM-003,015,016",OPC-UI-001 to OPC-UI-018,"OPC-AC-019 to OPC-AC-021,029,032","OPC-TEST-031 to OPC-TEST-035,047,049","OPC-EVID-014,015,021","OPC-WP-006,010,012",OPC-DEP-001 to OPC-DEP-010,"OPC-RISK-006,007",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-045,"Submitting or labeling a request urgent SHALL NOT create an unsupported guarantee of acceptance, completion, monitoring, or emergency response.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-045,OPC-FD-021,OPC-SRC-013;OPC-SRC-015;OPC-SRC-020,OPC-SRC-013:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-020:OPERATIONS_PACKAGE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,DENY_OR_PREVENT_PROHIBITED_BEHAVIOR,SUPPORT_SESSION,"OPC-WF-004,010 to OPC-WF-012","OPC-ENT-012,021",OPC-SM-001 to OPC-SM-008,"OPC-PERM-003,015,016",OPC-UI-001 to OPC-UI-018,"OPC-AC-019 to OPC-AC-021,029,032","OPC-TEST-031 to OPC-TEST-035,047,049","OPC-EVID-014,015,021","OPC-WP-006,010,012",OPC-DEP-001 to OPC-DEP-010,"OPC-RISK-006,007",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
OPC-REQ-046,"Source-domain actions arising from a request SHALL be completed and audited in the owning domain, with the portal displaying a bounded status projection.",ES-PIA-OWNER-PORTAL-COMMUNICATIONS-V0.2.0,EquineSync_Item_10_Owner_Portal_Communications_PIA_V0_2_Strengthened_Draft.md,c68746f3eb2e1463fca17f81bebce416d420a2f2da7d8b6ba24d9987aff9c09a,Section 10 / OPC-REQ-046,OPC-FD-004;OPC-FD-021,OPC-SRC-010;OPC-SRC-011;OPC-SRC-012;OPC-SRC-013;OPC-SRC-014;OPC-SRC-015;OPC-SRC-016,OPC-SRC-010:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-011:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-012:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-013:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-014:CROSS_PIA_CONTRACT_PENDING;OPC-SRC-015:SOURCE_FREEZE_PENDING;OPC-SRC-016:SOURCE_FREEZE_PENDING,NONE_REGISTERED_FOR_REFERENCED_SET,EQUINESYNC_SYSTEM,ENFORCE_NORMATIVE_REQUIREMENT,PORTAL_PROJECTION,"OPC-WF-004,010 to OPC-WF-012","OPC-ENT-012,021",OPC-SM-001 to OPC-SM-008,"OPC-PERM-003,015,016",OPC-UI-001 to OPC-UI-018,"OPC-AC-019 to OPC-AC-021,029,032","OPC-TEST-031 to OPC-TEST-035,047,049","OPC-EVID-014,015,021","OPC-WP-006,010,012",OPC-DEP-001 to OPC-DEP-010,"OPC-RISK-006,007",OPC-FIND-P1-006,NONE,Initial,Implementation / operations,ROW_EXPANSION_FROM_V0_2_SECTIONS_10_28_29_30_33_36_37_40_WITH_PACKAGE_LOCAL_DEPENDENCY_IDS,COMPLETE_DOCUMENTARY_ROW_PENDING_FOUNDER_CLOSURE_DISPOSITION
