record_id,control_or_invariant_id,record_type,guide,intended_governance_outcome,required_evidence_class,abstract_evidence_obligation,accountable_role,proposed_verification_method,activation_relevance,warning_relevance,gap0004_relevance,future_authority_dependency
CGP006-W1-ACT-XW-ES-CG-01-INV-0005,ES-CG-01-INV-0005,INVARIANT,ES-CG-01,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Engineering authority reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-13-INV-0001,ES-CG-13-INV-0001,INVARIANT,ES-CG-13,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Evidence and traceability reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-13-INV-0002,ES-CG-13-INV-0002,INVARIANT,ES-CG-13,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Evidence and traceability reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-13-INV-0003,ES-CG-13-INV-0003,INVARIANT,ES-CG-13,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Evidence and traceability reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-13-INV-0004,ES-CG-13-INV-0004,INVARIANT,ES-CG-13,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Evidence and traceability reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-13-INV-0005,ES-CG-13-INV-0005,INVARIANT,ES-CG-13,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Evidence and traceability reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-13-INV-0006,ES-CG-13-INV-0006,INVARIANT,ES-CG-13,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Evidence and traceability reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-10-INV-0001,ES-CG-10-INV-0001,INVARIANT,ES-CG-10,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Assurance reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0001;CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-10-INV-0002,ES-CG-10-INV-0002,INVARIANT,ES-CG-10,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Assurance reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0001;CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-10-INV-0003,ES-CG-10-INV-0003,INVARIANT,ES-CG-10,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Assurance reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0001;CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-10-INV-0004,ES-CG-10-INV-0004,INVARIANT,ES-CG-10,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Assurance reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0001;CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-10-INV-0005,ES-CG-10-INV-0005,INVARIANT,ES-CG-10,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Assurance reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0001;CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
CGP006-W1-ACT-XW-ES-CG-10-INV-0006,ES-CG-10-INV-0006,INVARIANT,ES-CG-10,"Activated reliance, if later approved, preserves the invariant as a documentary guard against prohibited states.",INVARIANT_MONITORING_RECORD;EVIDENCE_CUSTODY_RECORD;FUTURE_IMPLEMENTATION_OR_RUNTIME_EVIDENCE_IF_SCOPE_REQUIRES,Maintain documentary proof that the prohibited state remains excluded and any exception requires separate Founder authority.,Assurance reviewer,"Review future activation records, monitoring records, warning carry-forward records, and GAP-0004 status without naming technical objects.",REQUIRED_FOR_SUSPENSION_AND_DEACTIVATION_TRIGGERS,CGP006-CLF-0001;CGP006-CLF-0002;CGP006-CLF-0003;CGP006-CLF-0004;CGP006-CLF-0005,CGP005-TA-APP-GAP-0004,IMPLEMENTATION_MAPPING_REQUIRES_SEPARATE_AUTHORITY
