feature_id,parent_feature_id,feature_name,product_domain,stable_id_basis,historical_or_repository_mapping,status
ES-FEAT-FACILITY-017,ES-FEAT-FACILITY-000,business operations,"Facility, barn, business, and physical operations",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AdminReviewQueue.jsx;backend/routes/operations.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-HORSE-000,ROOT,Horse identity and lifecycle,Horse identity and lifecycle,DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/routes/horses.py; backend/routes/horse_ledger.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-HORSE-001,ES-FEAT-HORSE-000,horse profile,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/HorseProfile.jsx;frontend/src/features/dashboards/GuardianDashboard.jsx;frontend/src/features/dashboards/OwnerDashboard.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/features/dashboards/RiderDashboard.jsx;backend/routes/rider_profile.py;backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/barn_owner_intake.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-HORSE-002,ES-FEAT-HORSE-000,passport,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-HORSE-003,ES-FEAT-HORSE-000,ownership,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-HORSE-004,ES-FEAT-HORSE-000,custody,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-HORSE-005,ES-FEAT-HORSE-000,lease,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Enrollment.jsx;backend/routes/document_signatures.py;backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py,MATRIX_ROW
ES-FEAT-HORSE-006,ES-FEAT-HORSE-000,transfer,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-HORSE-007,ES-FEAT-HORSE-000,medical continuity,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Inventory.jsx;frontend/src/pages/SupplyInventory.jsx;backend/routes/guardian_intake.py;backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py,MATRIX_ROW
ES-FEAT-HORSE-008,ES-FEAT-HORSE-000,emergency transfer,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/Riders.jsx;backend/routes/care.py;backend/routes/guardian_intake.py;backend/routes/horse_ledger.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-HORSE-009,ES-FEAT-HORSE-000,historical ownership,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-HORSE-010,ES-FEAT-HORSE-000,duplicate horse resolution,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,backend/routes/care.py;backend/routes/digests.py;backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py,MATRIX_ROW
ES-FEAT-HORSE-011,ES-FEAT-HORSE-000,retirement,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-HORSE-012,ES-FEAT-HORSE-000,memorialization,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/owner_updates.py;backend/routes/subscriptions.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-HORSE-013,ES-FEAT-HORSE-000,public and private projections,Horse identity and lifecycle,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/ArenaSchedule.jsx;frontend/src/pages/Signup.jsx;backend/routes/horse_ledger.py;backend/routes/subscriptions.py;backend/routes/operations.py;backend/routes/analytics.py;backend/routes/auth.py,MATRIX_ROW
ES-FEAT-CARE-000,ROOT,Care operations,Care operations,DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/routes/care.py; backend/routes/horse_ledger.py; backend/task_engine.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-CARE-001,ES-FEAT-CARE-000,feed,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Feed.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/HorseProfile.jsx;frontend/src/pages/Landing.jsx;backend/routes/onboarding.py;backend/routes/care.py;backend/routes/horse_ledger.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-CARE-002,ES-FEAT-CARE-000,supplements,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/horse_ledger.py;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-CARE-003,ES-FEAT-CARE-000,medication,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Medications.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/HealthCareLogs.jsx;frontend/src/pages/HorseProfile.jsx;frontend/src/pages/Landing.jsx;backend/routes/onboarding.py;backend/routes/care.py;backend/routes/manager_intake.py;backend/routes/owner.py;backend/routes/staff_intake.py,MATRIX_ROW
ES-FEAT-CARE-004,ES-FEAT-CARE-000,treatment instructions,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-CARE-005,ES-FEAT-CARE-000,turnout,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Turnout.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;backend/routes/horse_ledger.py;backend/routes/horses.py;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/owner.py,MATRIX_ROW
ES-FEAT-CARE-006,ES-FEAT-CARE-000,blanketing,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/staff_intake.py;backend/routes/admin.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-CARE-007,ES-FEAT-CARE-000,stall rest,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/StallMap.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/Horses.jsx;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/horse_ledger.py;backend/routes/horses.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-CARE-008,ES-FEAT-CARE-000,rehabilitation,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-CARE-009,ES-FEAT-CARE-000,observations,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-CARE-010,ES-FEAT-CARE-000,welfare concerns,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-CARE-011,ES-FEAT-CARE-000,veterinary visits,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-CARE-012,ES-FEAT-CARE-000,farrier,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Landing.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/HealthCareLogs.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;backend/routes/care.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py;backend/routes/owner.py,MATRIX_ROW
ES-FEAT-CARE-013,ES-FEAT-CARE-000,dental,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-CARE-014,ES-FEAT-CARE-000,bodywork,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-CARE-015,ES-FEAT-CARE-000,nutrition,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-CARE-016,ES-FEAT-CARE-000,care-plan changes,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/HealthCareLogs.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/OwnerCareLedger.jsx;frontend/src/pages/Dashboard.jsx;backend/routes/care.py;backend/routes/manager_intake.py;backend/routes/horses.py;backend/routes/onboarding.py;backend/routes/owner.py,MATRIX_ROW
ES-FEAT-CARE-017,ES-FEAT-CARE-000,missed care,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/HealthCareLogs.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/OwnerCareLedger.jsx;frontend/src/pages/AiAutomation.jsx;frontend/src/pages/Dashboard.jsx;backend/routes/care.py;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/admin.py;backend/routes/horse_ledger.py,MATRIX_ROW
ES-FEAT-CARE-018,ES-FEAT-CARE-000,care evidence,Care operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/HealthCareLogs.jsx;frontend/src/pages/OwnerCareLedger.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;backend/routes/care.py;backend/routes/manager_intake.py;backend/routes/onboarding.py;backend/routes/pulse.py;backend/routes/admin.py,MATRIX_ROW
ES-FEAT-LESSONS-000,ROOT,"Lessons, training, riders, and guardians","Lessons, training, riders, and guardians",DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/routes/operations.py; backend/routes/trainer_operating_center.py; backend/routes/rider_profile.py; backend/routes/guardian_intake.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-LESSONS-001,ES-FEAT-LESSONS-000,rider profiles,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/RiderDashboard.jsx;frontend/src/pages/Lessons.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;backend/routes/rider_profile.py;backend/routes/trainer_intake.py;backend/routes/onboarding.py;backend/routes/barn_owner_intake.py;backend/routes/care.py,MATRIX_ROW
ES-FEAT-LESSONS-002,ES-FEAT-LESSONS-000,lesson enrollment,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Lessons.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/Enrollment.jsx;backend/routes/trainer_intake.py;backend/routes/operations.py;backend/routes/trainer_operating_center.py;backend/routes/barn_owner_intake.py;backend/routes/dashboard.py,MATRIX_ROW
ES-FEAT-LESSONS-003,ES-FEAT-LESSONS-000,lesson scheduling,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Lessons.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/Riders.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/StaffScheduling.jsx;backend/routes/operations.py;backend/routes/trainer_intake.py;backend/routes/trainer_operating_center.py;backend/routes/barn_owner_intake.py;backend/routes/dashboard.py,MATRIX_ROW
ES-FEAT-LESSONS-004,ES-FEAT-LESSONS-000,lesson attendance,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Lessons.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/Signup.jsx;backend/routes/operations.py;backend/routes/trainer_intake.py;backend/routes/trainer_operating_center.py;backend/routes/barn_owner_intake.py;backend/routes/dashboard.py,MATRIX_ROW
ES-FEAT-LESSONS-005,ES-FEAT-LESSONS-000,horse assignment,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/Lessons.jsx;backend/routes/trainer_intake.py;backend/routes/horse_ledger.py;backend/routes/operations.py;backend/routes/trainer_operating_center.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-LESSONS-006,ES-FEAT-LESSONS-000,rider-horse suitability,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/RiderDashboard.jsx;frontend/src/pages/Lessons.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;backend/routes/rider_profile.py;backend/routes/trainer_intake.py;backend/routes/care.py;backend/routes/horses.py;backend/routes/membership.py,MATRIX_ROW
ES-FEAT-LESSONS-007,ES-FEAT-LESSONS-000,trainer programs,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/CareLedgerTab.jsx;frontend/src/pages/HorseProfile.jsx;backend/routes/trainer_intake.py;backend/routes/trainer_operating_center.py;backend/routes/membership.py;backend/routes/operations.py;backend/routes/care.py,MATRIX_ROW
ES-FEAT-LESSONS-008,ES-FEAT-LESSONS-000,horse-training sessions,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Training.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/TrainingPlans.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;backend/routes/operations.py;backend/routes/trainer_intake.py;backend/routes/trainer_operating_center.py;backend/routes/barn_owner_intake.py;backend/routes/horse_ledger.py,MATRIX_ROW
ES-FEAT-LESSONS-009,ES-FEAT-LESSONS-000,progress records,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/HorseProfile.jsx;frontend/src/pages/Lessons.jsx;backend/routes/barn_owner_intake.py;backend/routes/operations.py;backend/routes/trainer_operating_center.py;backend/routes/care.py;backend/routes/staff_intake.py,MATRIX_ROW
ES-FEAT-LESSONS-010,ES-FEAT-LESSONS-000,assessments,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/Lessons.jsx;frontend/src/pages/CareLedgerTab.jsx;backend/routes/operations.py;backend/routes/trainer_intake.py;backend/routes/trainer_operating_center.py;backend/routes/barn_owner_intake.py;backend/routes/care.py,MATRIX_ROW
ES-FEAT-LESSONS-011,ES-FEAT-LESSONS-000,guardian approvals,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/GuardianDashboard.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/Lessons.jsx;backend/routes/student_guardians.py;backend/routes/guardian_intake.py;backend/routes/operations.py;backend/routes/onboarding.py;backend/routes/trainer_intake.py,MATRIX_ROW
ES-FEAT-LESSONS-012,ES-FEAT-LESSONS-000,protected communications,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/Lessons.jsx;frontend/src/pages/AdminReviewQueue.jsx;backend/routes/operations.py;backend/routes/trainer_intake.py;backend/routes/trainer_operating_center.py;backend/routes/barn_owner_intake.py;backend/routes/care.py,MATRIX_ROW
ES-FEAT-LESSONS-013,ES-FEAT-LESSONS-000,safety interruption,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/Lessons.jsx;frontend/src/pages/CareLedgerTab.jsx;backend/routes/operations.py;backend/routes/student_guardians.py;backend/routes/trainer_intake.py;backend/routes/trainer_operating_center.py;backend/routes/barn_owner_intake.py,MATRIX_ROW
ES-FEAT-LESSONS-014,ES-FEAT-LESSONS-000,owner updates,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/OwnerUpdates.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/HorseProfile.jsx;backend/routes/owner_updates.py;backend/routes/operations.py;backend/routes/trainer_intake.py;backend/routes/trainer_operating_center.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-LESSONS-015,ES-FEAT-LESSONS-000,lesson packages,"Lessons, training, riders, and guardians",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Lessons.jsx;frontend/src/pages/Riders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/TrainerDashboard.jsx;frontend/src/pages/Signup.jsx;backend/routes/trainer_operating_center.py;backend/routes/operations.py;backend/routes/trainer_intake.py;backend/routes/barn_owner_intake.py;backend/routes/dashboard.py,MATRIX_ROW
ES-FEAT-TASKS-000,ROOT,"Tasks, calendar, scheduling, and notifications","Tasks, calendar, scheduling, and notifications",DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/task_engine.py; backend/notifications.py; backend/routes/pulse.py; backend/routes/backlog.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-TASKS-001,ES-FEAT-TASKS-000,tasks,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/pages/StaffTasks.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/MyWork.jsx;frontend/src/pages/Rehab.jsx;backend/routes/manager_intake.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/owner.py;backend/routes/staff_intake.py,MATRIX_ROW
ES-FEAT-TASKS-002,ES-FEAT-TASKS-000,events,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/MyWork.jsx;backend/routes/manager_intake.py;backend/routes/admin_billing.py;backend/routes/analytics.py;backend/routes/backlog.py;backend/routes/care.py,MATRIX_ROW
ES-FEAT-TASKS-003,ES-FEAT-TASKS-000,recurrence,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/MyWork.jsx;backend/routes/manager_intake.py;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py,MATRIX_ROW
ES-FEAT-TASKS-004,ES-FEAT-TASKS-000,assignments,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/MyWork.jsx;backend/routes/backlog.py;backend/routes/manager_intake.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py,MATRIX_ROW
ES-FEAT-TASKS-005,ES-FEAT-TASKS-000,claims,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/MyWork.jsx;backend/routes/manager_intake.py;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py,MATRIX_ROW
ES-FEAT-TASKS-006,ES-FEAT-TASKS-000,completion,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Rehab.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;backend/routes/manager_intake.py;backend/routes/dashboard.py;backend/routes/rider_profile.py;backend/routes/staff_intake.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-TASKS-007,ES-FEAT-TASKS-000,correction,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/MyWork.jsx;backend/routes/manager_intake.py;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py,MATRIX_ROW
ES-FEAT-TASKS-008,ES-FEAT-TASKS-000,reminders,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/HealthReminders.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;backend/routes/manager_intake.py;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py,MATRIX_ROW
