queue_name,feature_id,feature_name,primary_domain,risk,priority,affected_personas,governance_status,implementation_status,dependency_blockers,proposed_owner,recommended_next_action,rationale
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-FACILITY-016,capital improvements,"Facility, barn, business, and physical operations",MEDIUM:6,P1,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-FACILITY-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-FACILITY-016 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-FACILITY-016,capital improvements,"Facility, barn, business, and physical operations",MEDIUM:6,P1,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-FACILITY-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-FACILITY-016 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-FACILITY-016,capital improvements,"Facility, barn, business, and physical operations",MEDIUM:6,P1,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-FACILITY-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-FACILITY-016 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-FACILITY-017,business operations,"Facility, barn, business, and physical operations",MEDIUM:4,P1,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-FACILITY-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-FACILITY-017 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-FACILITY-017,business operations,"Facility, barn, business, and physical operations",MEDIUM:4,P1,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-FACILITY-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-FACILITY-017 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-FACILITY-017,business operations,"Facility, barn, business, and physical operations",MEDIUM:4,P1,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-FACILITY-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-FACILITY-017 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-FACILITY-017,business operations,"Facility, barn, business, and physical operations",MEDIUM:4,P1,Facility Owner;Barn Manager;Trainer;Staff;Contractor;Owner;Service Provider,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-FACILITY-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-FACILITY-017 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-001,horse profile,Horse identity and lifecycle,LOW:1,P2,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,COVERED_WITH_RETAINED_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001,ENGINEERING,VERIFY_REPOSITORY_IMPLEMENTATION,Derived from revised structured row ES-FEAT-HORSE-001 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-001,horse profile,Horse identity and lifecycle,LOW:1,P2,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,COVERED_WITH_RETAINED_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001,ENGINEERING,VERIFY_REPOSITORY_IMPLEMENTATION,Derived from revised structured row ES-FEAT-HORSE-001 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RETAINED_GAP_REREVIEW_QUEUE,ES-FEAT-HORSE-001,horse profile,Horse identity and lifecycle,LOW:1,P2,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,COVERED_WITH_RETAINED_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001,ENGINEERING,VERIFY_REPOSITORY_IMPLEMENTATION,Derived from revised structured row ES-FEAT-HORSE-001 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-HORSE-001,horse profile,Horse identity and lifecycle,LOW:1,P2,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,COVERED_WITH_RETAINED_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001,ENGINEERING,VERIFY_REPOSITORY_IMPLEMENTATION,Derived from revised structured row ES-FEAT-HORSE-001 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-002,passport,Horse identity and lifecycle,MEDIUM:6,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-002 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-002,passport,Horse identity and lifecycle,MEDIUM:6,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-002 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-HORSE-002,passport,Horse identity and lifecycle,MEDIUM:6,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-002 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-HORSE-002,passport,Horse identity and lifecycle,MEDIUM:6,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-002 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-003,ownership,Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-003 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-003,ownership,Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-003 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-HORSE-003,ownership,Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-003 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-HORSE-003,ownership,Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-003 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-004,custody,Horse identity and lifecycle,MEDIUM:8,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-004 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-004,custody,Horse identity and lifecycle,MEDIUM:8,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-004 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-HORSE-004,custody,Horse identity and lifecycle,MEDIUM:8,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-004 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-HORSE-004,custody,Horse identity and lifecycle,MEDIUM:8,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-004 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-005,lease,Horse identity and lifecycle,MEDIUM:6,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-005 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-005,lease,Horse identity and lifecycle,MEDIUM:6,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-005 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-HORSE-005,lease,Horse identity and lifecycle,MEDIUM:6,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-005 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-HORSE-005,lease,Horse identity and lifecycle,MEDIUM:6,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-005 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-006,transfer (Horse identity),Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-006 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-006,transfer (Horse identity),Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-006 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-HORSE-006,transfer (Horse identity),Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-006 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-HORSE-006,transfer (Horse identity),Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-006 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-007,medical continuity,Horse identity and lifecycle,MEDIUM:8,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-007 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-007,medical continuity,Horse identity and lifecycle,MEDIUM:8,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-007 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-HORSE-007,medical continuity,Horse identity and lifecycle,MEDIUM:8,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-007 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-HORSE-007,medical continuity,Horse identity and lifecycle,MEDIUM:8,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-007 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-008,emergency transfer,Horse identity and lifecycle,CRITICAL:12,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-008 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-008,emergency transfer,Horse identity and lifecycle,CRITICAL:12,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-008 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-HORSE-008,emergency transfer,Horse identity and lifecycle,CRITICAL:12,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-008 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-HORSE-008,emergency transfer,Horse identity and lifecycle,CRITICAL:12,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-008 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-HORSE-009,historical ownership,Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-009 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-HORSE-009,historical ownership,Horse identity and lifecycle,MEDIUM:4,P0,Owner;Trainer;Barn Manager;Staff;Veterinarian;Farrier;Guardian,PIA_SUPPLEMENT_CANDIDATE,PARTIAL_IMPLEMENTATION,ES-FEAT-PLATFORM-001;ES-FEAT-HORSE-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-HORSE-009 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
