conflict_id,type,CONFLICT_TYPE,CONFLICT_SEVERITY,AFFECTED_FEATURE_IDS,AFFECTED_ARTIFACTS,description,PROPOSED_RESOLUTION,RESOLUTION_AUTHORITY_REQUIRED,CONFLICT_STATUS,source_ids,atomic_proposition,owner,closure_criteria,conflict_queue_required
ATOMIC-CONFLICT-031,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,CRITICAL,ES-FEAT-RELATIONSHIP-005,PIA-03;PIA-01;PIA-08,"ES-FEAT-RELATIONSHIP-005 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-032,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,CRITICAL,ES-FEAT-RELATIONSHIP-006,PIA-03;PIA-01;PIA-08,"ES-FEAT-RELATIONSHIP-006 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP; EVIDENCE_STATUS: PARTIAL_IMPLEMENTATION; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-033,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,CRITICAL,ES-FEAT-RELATIONSHIP-007,PIA-03;PIA-01;PIA-08,"ES-FEAT-RELATIONSHIP-007 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP; EVIDENCE_STATUS: PARTIAL_IMPLEMENTATION; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-034,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,CRITICAL,ES-FEAT-RELATIONSHIP-008,PIA-03;PIA-01;PIA-08,"ES-FEAT-RELATIONSHIP-008 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-035,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,CRITICAL,ES-FEAT-RELATIONSHIP-009,PIA-03;PIA-01;PIA-08,"ES-FEAT-RELATIONSHIP-009 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-036,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,CRITICAL,ES-FEAT-RELATIONSHIP-010,PIA-03;PIA-01;PIA-08,"ES-FEAT-RELATIONSHIP-010 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-037,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,CRITICAL,ES-FEAT-RELATIONSHIP-011,PIA-03;PIA-01;PIA-08,"ES-FEAT-RELATIONSHIP-011 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-03-RELATIONSHIP-GUARDIANSHIP; EVIDENCE_STATUS: PARTIAL_IMPLEMENTATION; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-038,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-001,PIA-02,"ES-FEAT-FACILITY-001 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-039,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-002,PIA-02,"ES-FEAT-FACILITY-002 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-040,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-003,PIA-02,"ES-FEAT-FACILITY-003 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-041,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-004,PIA-02,"ES-FEAT-FACILITY-004 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-042,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-005,PIA-02,"ES-FEAT-FACILITY-005 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-043,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-006,PIA-02,"ES-FEAT-FACILITY-006 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-044,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-007,PIA-02,"ES-FEAT-FACILITY-007 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-045,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-008,PIA-02,"ES-FEAT-FACILITY-008 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-046,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-009,PIA-02,"ES-FEAT-FACILITY-009 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-047,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-010,PIA-02,"ES-FEAT-FACILITY-010 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-049,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-012,PIA-02,"ES-FEAT-FACILITY-012 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-050,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-013,PIA-02,"ES-FEAT-FACILITY-013 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-051,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-014,PIA-02,"ES-FEAT-FACILITY-014 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-052,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-015,PIA-02,"ES-FEAT-FACILITY-015 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-053,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-016,PIA-02,"ES-FEAT-FACILITY-016 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-054,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-FACILITY-017,PIA-02,"ES-FEAT-FACILITY-017 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-02-FACILITY-OPERATIONS; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-055,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,LOW,ES-FEAT-HORSE-001,PIA-04;PIA-03,"ES-FEAT-HORSE-001 retains a row-level source, evidence, or authority limitation after independent review.",VERIFY_REPOSITORY_IMPLEMENTATION,ENGINEERING,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,"EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position; Documentary governance layers referenced, but implementation, runtime, and parent-PIA source identity remain unverified; not an adoption, activation, conformity, or release-readiness claim.",ENGINEERING,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-056,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-HORSE-002,PIA-04;PIA-03,"ES-FEAT-HORSE-002 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-04-HORSE-LIFECYCLE; EVIDENCE_STATUS: PARTIAL_IMPLEMENTATION; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-057,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-HORSE-003,PIA-04;PIA-03,"ES-FEAT-HORSE-003 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-04-HORSE-LIFECYCLE; EVIDENCE_STATUS: PARTIAL_IMPLEMENTATION; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-058,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-HORSE-004,PIA-04;PIA-03,"ES-FEAT-HORSE-004 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-04-HORSE-LIFECYCLE; EVIDENCE_STATUS: PARTIAL_IMPLEMENTATION; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
ATOMIC-CONFLICT-059,ROW_LEVEL_RETAINED_GAP,SOURCE_EVIDENCE_OR_AUTHORITY_RETAINED_GAP,MEDIUM,ES-FEAT-HORSE-005,PIA-04;PIA-03,"ES-FEAT-HORSE-005 retains a row-level source, evidence, or authority limitation after independent review.",DRAFT_PIA_SUPPLEMENT,GOVERNANCE,OPEN_REQUIRES_TARGETED_REREVIEW_OR_FOUNDER_DECISION,SRC-CLAUDE-REVIEW;SRC-PERPLEXITY-REVIEW;SRC-CURSOR-REVIEW;SRC-FOUNDER-DIRECTIVE-2026-08-04,PIA_SUPPLEMENT_CANDIDATE: DOC-SUP-PIA-04-HORSE-LIFECYCLE; EVIDENCE_STATUS: IMPLEMENTED_UNVERIFIED; feature tests not executed by this matrix; SOURCE_RECONCILIATION: PIA realignment register reports no primary package located for at least one governing PIA position,GOVERNANCE,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,YES
