gap_id,feature_id,feature_name,product_domain,has_non_pia_governance_gap,primary_non_pia_gap_type,code_guide_gap,adr_gap,operating_standard_gap,runbook_gap,implementation_verification_gap,source_authority_gap,dependency_gap,conflict_gap,release_planning_gap,gap_severity,risk_severity,risk_score,governance_readiness_score,required_artifact_or_action,recommended_owner,recommended_next_action,founder_decision_required,closure_criteria,source_ids
GAP-ES-FEAT-DOCUMENTS-015,ES-FEAT-DOCUMENTS-015,legal hold,"Documents, agreements, and electronic signatures",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN-BILLING;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-DASHBOARD;SRC-BACKEND-ROUTE-DOCUMENT-SIGNATURES;SRC-BACKEND-ROUTE-PULSE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-RF14-DOCUMENTS-SIGNATURES-STORAGE-CONSOLIDATION;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-AIAUTOMATION;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-HEALTHDOCUMENTS;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-PERSONALDASHBOARD;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-03-CUSTODY;SRC-PIA-ITEM-10-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-001,ES-FEAT-FINANCIAL-001,plans,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-ONBOARDING;SRC-FRONTEND-PAGE-TRAININGPLANS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-002,ES-FEAT-FINANCIAL-002,subscriptions,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN-BILLING;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-SUBSCRIPTIONS;SRC-BACKEND-ROUTE-SUBSCRIPTIONS-WEBHOOK-HANDLERS;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-BACKEND-TEST-TEST-SUBSCRIPTIONS-15A;SRC-BACKEND-TEST-TEST-SUBSCRIPTIONS-15B;SRC-BACKEND-TEST-TEST-SUBSCRIPTIONS-15G;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADMINBILLINGDASHBOARD;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-SUBSCRIPTIONSUCCESS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-003,ES-FEAT-FINANCIAL-003,add-ons,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-ROUTE-OPERATIONS;SRC-BACKEND-ROUTE-SUBSCRIPTIONS;SRC-BACKEND-ROUTE-SUBSCRIPTIONS-WEBHOOK-HANDLERS;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-BACKLOG-FOUNDATIONS;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-PERMISSIONS;SRC-BACKEND-TEST-TEST-PERMISSIONS-WIRING;SRC-BACKEND-TEST-TEST-RF13-MESSAGING-NOTIFICATIONS-DELIVERY-TRUTH;SRC-BACKEND-TEST-TEST-RF14-DOCUMENTS-SIGNATURES-STORAGE-CONSOLIDATION;SRC-BACKEND-TEST-TEST-RF6-CANONICAL-SYSTEMS-CONSOLIDATION;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-BARNLOCATIONS;SRC-FRONTEND-PAGE-COMPETITIONS;SRC-FRONTEND-PAGE-INTEGRATIONS;SRC-FRONTEND-PAGE-LESSONS;SRC-FRONTEND-PAGE-MEDICATIONS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-004,ES-FEAT-FINANCIAL-004,pricing,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-ONBOARDING;SRC-FRONTEND-PAGE-REPORTS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-005,ES-FEAT-FINANCIAL-005,estimates,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-ONBOARDING;SRC-FRONTEND-PAGE-REPORTS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-006,ES-FEAT-FINANCIAL-006,invoices,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN;SRC-BACKEND-ROUTE-ADMIN-BILLING;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-BILLING;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-ONBOARDING;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-007,ES-FEAT-FINANCIAL-007,recurring charges,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-ADMIN-BILLING;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-ROUTE-RECURRING-CHARGES;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RECURRING-CHARGES;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-ONBOARDING;SRC-FRONTEND-PAGE-RECURRINGBILLING;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-008,ES-FEAT-FINANCIAL-008,payments,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-PAYMENTS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-009,ES-FEAT-FINANCIAL-009,refunds,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-ONBOARDING;SRC-FRONTEND-PAGE-REPORTS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-010,ES-FEAT-FINANCIAL-010,credits,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-ONBOARDING;SRC-FRONTEND-PAGE-REPORTS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-011,ES-FEAT-FINANCIAL-011,disputes,Financial operations,NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-ONBOARDING;SRC-FRONTEND-PAGE-REPORTS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-FINANCIAL-012,ES-FEAT-FINANCIAL-012,failed payments,Financial operations,YES,CODE_GUIDE_GAP,YES,NO,NO,NO,YES,YES,YES,YES,YES,P2,HIGH,12,68,CODE_GUIDE,ARCHITECTURE,DRAFT_CODE_GUIDE,FDQ-006,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-BILLING;SRC-BACKEND-ROUTE-MANAGER-INTAKE;SRC-BACKEND-ROUTE-MEMBERSHIP;SRC-BACKEND-ROUTE-ONBOARDING;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-OPERATIONS-ROUTES;SRC-BACKEND-TEST-TEST-OPERATIONS-SCOPING;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1;SRC-CANON-AUDIT-CANON-V2.0;SRC-CANON-BUSINESS-CANON-V2.1;SRC-CANON-FINANCIAL-TRUTH-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-DASHBOARD;SRC-FRONTEND-PAGE-FINANCIALDASHBOARD;SRC-FRONTEND-PAGE-PAYMENTS;SRC-FRONTEND-PAGE-REPORTS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-ITEM-09-DISPOSITION;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
