supplement_id,feature_id,feature_name,product_domain,parent_pia_ids,affected_personas,risk_severity,risk_score,governance_readiness_score,recommended_owner,recommended_next_action,mapping_basis
DOC-SUP-PIA-07-CARE-OPERATIONS,ES-FEAT-CARE-018,care evidence,Care operations,PIA-07;PIA-04;PIA-06,Barn Manager;Trainer;Staff;Owner;Veterinarian;Farrier;Guardian,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-001,rider profiles,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-002,lesson enrollment,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-003,lesson scheduling,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-004,lesson attendance,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-005,horse assignment,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-006,rider-horse suitability,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-009,progress records,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-010,assessments,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-011,guardian approvals,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-012,protected communications,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-013,safety interruption,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-LESSONS-GUARDIAN,ES-FEAT-LESSONS-015,lesson packages,"Lessons, training, riders, and guardians",PIA-08;PIA-03;PIA-06,Trainer;Rider;Guardian;Owner;Barn Manager;Staff,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-001,tasks,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-002,events,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-003,recurrence,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-004,assignments,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-006,completion,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-007,correction,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-008,reminders,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-009,acknowledgment,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-010,escalation,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-011,quiet hours,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-06-TASK-CALENDAR,ES-FEAT-TASKS-014,time zones,"Tasks, calendar, scheduling, and notifications",PIA-06,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-001,direct messaging,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-002,group messaging,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-003,staff messaging,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-005,guardian messaging,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-006,emergency communications,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-007,formal notices,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-008,delivery evidence,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-009,read acknowledgment,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-010,attachments,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-011,community messaging,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-012,Owner Portal projections,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-013,former-party access,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-COMMUNICATIONS-PORTAL,ES-FEAT-COMMUNICATIONS-014,support communication,Communications and Owner Portal,PIA-10;PIA-03,Owner;Guardian;Trainer;Barn Manager;Staff;Service Provider,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-001,document templates,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-003,consent,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-004,guardian signatures,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-005,minor assent,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-006,document requests,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-007,envelope creation,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-008,signing,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-009,decline,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-010,expiration,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-011,revocation,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-012,correction,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-013,provider webhooks,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-014,retention,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-DOCUMENTS-SIGNATURES,ES-FEAT-DOCUMENTS-015,legal hold,"Documents, agreements, and electronic signatures",PIA-10;PIA-03,Owner;Guardian;Facility Owner;Barn Manager;Trainer;Rider;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-001,plans,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-002,subscriptions,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-003,add-ons,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-004,pricing,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-005,estimates,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-006,invoices,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-007,recurring charges,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-008,payments,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-009,refunds,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-010,credits,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-011,disputes,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-016,accounting export,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-018,evidence and reconciliation,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-09-FINANCIAL-OPERATIONS,ES-FEAT-FINANCIAL-019,owner-visible projections,Financial operations,PIA-09,Facility Owner;Barn Manager;Trainer;Owner;Guardian;Billing Admin;Platform Admin,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-001,feed inventory,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-002,medication supplies,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-003,equipment,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-004,tack,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-005,lots,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-006,expiration,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-007,purchasing,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-008,receiving,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-009,usage,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
