path,line,matched_terms,assertion_excerpt,classification,rationale
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1448,ADOPTED,"CGP006-CL-1447,CGP005-RC-1447,CGSRC-GOV-0789,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/remaining_founder_approved_adoption_and_lock_v1_0/pre_operation_current_state/C0_UNRESOLVED_LIFECYCLE_BLOCKER_LEDGER.md,C0 Unresolved Lifecycle Blocker Ledger,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/cod",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1449,ADOPTED,"CGP006-CL-1448,CGP005-RC-1448,CGSRC-GOV-0790,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/security_foundational_models_v1_0/SECURITY_FOUNDATIONAL_MODELS_ALIGNMENT_REPORT.md,SECURITY FOUNDATIONAL MODELS V1.0 ALIGNMENT REPORT,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1450,ADOPTED,"CGP006-CL-1449,CGP005-RC-1449,CGSRC-GOV-0791,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/security_foundational_models_v1_0/SECURITY_FOUNDATIONAL_MODELS_FOUNDER_DECISION_REGISTER.md,SECURITY FOUNDATIONAL MODELS FOUNDER DECISION REGISTER,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/rece",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1451,ADOPTED,"CGP006-CL-1450,CGP005-RC-1450,CGSRC-GOV-0792,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/security_foundational_models_v1_0/SECURITY_FOUNDATIONAL_MODELS_REVIEW_MANIFEST.md,SECURITY FOUNDATIONAL MODELS V1.0 REVIEW MANIFEST,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EX",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1452,ADOPTED,"CGP006-CL-1451,CGP005-RC-1451,CGSRC-GOV-0793,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/security_foundational_models_v1_0/SECURITY_FOUNDATIONAL_MODELS_VALIDATION_REPORT.md,SECURITY FOUNDATIONAL MODELS V1.0 VALIDATION REPORT,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_00",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1453,ADOPTED,"CGP006-CL-1452,CGP005-RC-1452,CGSRC-GOV-0794,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/security_privacy_trust_v1_0/MASTER_SECURITY_PRIVACY_AND_TRUST_MODEL_ALIGNMENT_REPORT.md,""Master Security, Privacy, and Trust Model V1.0 Alignment Report"",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-gui",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1454,ADOPTED,"CGP006-CL-1453,CGP005-RC-1453,CGSRC-GOV-0795,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/security_privacy_trust_v1_0/MASTER_SECURITY_PRIVACY_AND_TRUST_MODEL_FOUNDER_DECISION_REGISTER.md,""Master Security, Privacy, and Trust Model V1.0 Founder Decision Register"",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/imple",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1455,ADOPTED,"CGP006-CL-1454,CGP005-RC-1454,CGSRC-GOV-0796,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/security_privacy_trust_v1_0/MASTER_SECURITY_PRIVACY_AND_TRUST_MODEL_REVIEW_MANIFEST.md,""Master Security, Privacy, and Trust Model V1.0 Review Manifest"",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guide",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1456,ADOPTED,"CGP006-CL-1455,CGP005-RC-1455,CGSRC-GOV-0797,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/specialized_canon_controlled_review_v1_0/CONSOLIDATED_SPECIALIZED_CANON_COMPARISON_REPORT.md,Consolidated Specialized Canon Comparison Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1457,ADOPTED,"CGP006-CL-1456,CGP005-RC-1456,CGSRC-GOV-0798,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/specialized_canon_controlled_review_v1_0/CONTROLLED_REVIEW_COMPLETION_REPORT.md,Specialized Canon Controlled Review Completion Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1458,ADOPTED,"CGP006-CL-1457,CGP005-RC-1457,CGSRC-GOV-0799,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/specialized_canon_controlled_review_v1_0/EXACT_SOURCE_RECOVERY_PROGRESS.md,Exact Source Recovery Progress,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,8fa8eed",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1459,ADOPTED,"CGP006-CL-1458,CGP005-RC-1458,CGSRC-GOV-0800,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/specialized_canon_controlled_review_v1_0/EXISTING_FOUNDER_DIRECTION_INCORPORATION_LEDGER.md,Existing Founder Direction Incorporation Ledger,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CG",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1460,ADOPTED,"CGP006-CL-1459,CGP005-RC-1459,CGSRC-GOV-0801,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/specialized_canon_controlled_review_v1_0/MANIFEST.json,Manifest.Json,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,53b00c1dcd7302ad050f0ec0d50edfd6f4e99cabf75a",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1461,ADOPTED,"CGP006-CL-1460,CGP005-RC-1460,CGSRC-GOV-0802,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/specialized_canon_controlled_review_v1_0/SPECIALIZED_CANON_REVIEW_SUMMARY.json,Specialized Canon Review Summary.Json,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1462,ADOPTED,"CGP006-CL-1461,CGP005-RC-1461,CGSRC-GOV-0803,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/specialized_canon_controlled_review_v1_0/VALIDATION_REPORT.md,Specialized Canon Controlled Review Validation Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1463,ADOPTED,"CGP006-CL-1462,CGP005-RC-1462,CGSRC-GOV-0804,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_classification_correction/CONTROLLED_REVIEW_CLASSIFICATION_CORRECTION_LEDGER.md,Controlled Review Classification Correction Ledger,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/C",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1464,ADOPTED,"CGP006-CL-1463,CGP005-RC-1463,CGSRC-GOV-0805,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_classification_correction/CONTROLLED_REVIEW_INGESTION_CORRECTION_REPORT.md,Controlled Review Ingestion Correction Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXE",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1465,ADOPTED,"CGP006-CL-1464,CGP005-RC-1464,CGSRC-GOV-0806,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_classification_correction/EXACT_SOURCE_RECOVERY_QUEUE.md,Exact Source Recovery Queue,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,d0417298954c1ab496",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1466,ADOPTED,"CGP006-CL-1465,CGP005-RC-1465,CGSRC-GOV-0807,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_classification_correction/MANIFEST.json,Manifest.Json,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,c591bee8643f58d6c2d1ccf8338d1c3f5864ff1e057ad583c",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1467,ADOPTED,"CGP006-CL-1466,CGP005-RC-1466,CGSRC-GOV-0808,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_classification_correction/OFFLINE_AND_PROGRAM_EVIDENCE_CONSOLIDATION.md,Offline and Program Evidence Consolidation,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1468,ADOPTED,"CGP006-CL-1467,CGP005-RC-1467,CGSRC-GOV-0809,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_classification_correction/UNRESOLVED_SOURCE_LEDGER.json,Unresolved Source Ledger.Json,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,7aeda6ca8fd4e2532",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1469,ADOPTED,"CGP006-CL-1468,CGP005-RC-1468,CGSRC-GOV-0810,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_classification_correction/VALIDATION_REPORT.md,Controlled Review Correction Validation Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,c606acc0b",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1470,ADOPTED,"CGP006-CL-1469,CGP005-RC-1469,CGSRC-GOV-0811,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_repository_incorporation/C0_REPOSITORY_RECONCILIATION_DATA_SUPPLEMENT_V1_0.json,C0 Repository Reconciliation Data Supplement V1 0.Json,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receip",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1471,ADOPTED,"CGP006-CL-1470,CGP005-RC-1470,CGSRC-GOV-0812,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_repository_incorporation/C0_REPOSITORY_RECONCILIATION_SUPPLEMENT_V1_0.md,C0 Repository Reconciliation Supplement V1.0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUT",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1472,ADOPTED,"CGP006-CL-1471,CGP005-RC-1471,CGSRC-GOV-0813,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_repository_incorporation/STAGE0_C0_REPOSITORY_INCORPORATION_MANIFEST.json,Stage0 C0 Repository Incorporation Manifest.Json,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_E",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1473,ADOPTED,"CGP006-CL-1472,CGP005-RC-1472,CGSRC-GOV-0814,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_repository_incorporation/STAGE0_C0_REPOSITORY_INCORPORATION_REPORT.md,Stage 0 Companion and C0 Source Reconciliation Repository Incorporation Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1474,ADOPTED,"CGP006-CL-1473,CGP005-RC-1473,CGSRC-GOV-0815,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_repository_incorporation/STAGE0_C0_REPOSITORY_PATH_MAPPING.json,Stage0 C0 Repository Path Mapping.Json,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1475,ADOPTED,"CGP006-CL-1474,CGP005-RC-1474,CGSRC-GOV-0816,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_c0_repository_incorporation/STAGE0_C0_UNRESOLVED_CONFLICT_LEDGER.md,Stage 0 and C0 Unresolved Conflict Ledger,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1476,ADOPTED,"CGP006-CL-1475,CGP005-RC-1475,CGSRC-GOV-0817,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_companion_reconciliation_v1_2/03_MEDIA_FILES_DIGITAL_ASSET_GOVERNANCE_GAP_MATRIX_V1_1.md,""EQUINESYNC MEDIA, FILES, AND DIGITAL ASSET GOVERNANCE GAP MATRIX"",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/classification/CGP-006/CGP_006_DOCUMENT_CLASSIFICATION_REGISTER.csv,1477,ADOPTED,"CGP006-CL-1476,CGP005-RC-1476,CGSRC-GOV-0818,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/stage0_companion_reconciliation_v1_2/04_MEDIA_FILES_DIGITAL_ASSET_CLASSIFICATION_AND_HANDLING_MATRIX_V1_1.md,""EQUINESYNC MEDIA, FILES, AND DIGITAL ASSET CLASSIFICATION AND HANDLING MATRIX"",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
