review_id,guide_identifier,section_number,section_name,review_status,source_support_result,clarity_result,authority_boundary_result,revision_required,founder_decision_required,notes
ES-CG-13-SECTION-REVIEW-0015,ES-CG-13,15,Candidate Principles,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0016,ES-CG-13,16,Candidate Controls,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0017,ES-CG-13,17,Candidate Invariants,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0018,ES-CG-13,18,Mandatory-Question Answers,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0019,ES-CG-13,19,Candidate Exceptions,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0020,ES-CG-13,20,Prohibited Interpretations,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0021,ES-CG-13,21,Risks,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0022,ES-CG-13,22,Failure Modes,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0023,ES-CG-13,23,Retained Warnings,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0024,ES-CG-13,24,Retained Gaps,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0025,ES-CG-13,25,Unresolved Questions,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0026,ES-CG-13,26,Founder Decisions Required,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0027,ES-CG-13,27,Normative-Source Traceability,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0028,ES-CG-13,28,Contextual-Source Influence,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0029,ES-CG-13,29,Reference-Corpus Usage,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0030,ES-CG-13,30,Cross-Guide Dependencies,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0031,ES-CG-13,31,Validation Criteria,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0032,ES-CG-13,32,Adoption Prerequisites,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0033,ES-CG-13,33,Activation Prerequisites,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0034,ES-CG-13,34,Implementation Boundary,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0035,ES-CG-13,35,Change-Control Requirements,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-13-SECTION-REVIEW-0036,ES-CG-13,36,Version History,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0001,ES-CG-10,1,Document Identity,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0002,ES-CG-10,2,Guide Identifier,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0003,ES-CG-10,3,Candidate Version,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0004,ES-CG-10,4,Lifecycle And Authority Status,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0005,ES-CG-10,5,Purpose,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0006,ES-CG-10,6,Scope,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0007,ES-CG-10,7,Out-Of-Scope Matters,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0008,ES-CG-10,8,Authority Basis,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0009,ES-CG-10,9,Relationship To CGP-005,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0010,ES-CG-10,10,Relationship To CGP-006,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0011,ES-CG-10,11,Dependency Position,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0012,ES-CG-10,12,Inherited Definitions,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0013,ES-CG-10,13,Guide-Specific Definitions,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0014,ES-CG-10,14,"Affected Actors, Records, Or Systems",ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0015,ES-CG-10,15,Candidate Principles,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0016,ES-CG-10,16,Candidate Controls,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0017,ES-CG-10,17,Candidate Invariants,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0018,ES-CG-10,18,Mandatory-Question Answers,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0019,ES-CG-10,19,Candidate Exceptions,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0020,ES-CG-10,20,Prohibited Interpretations,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0021,ES-CG-10,21,Risks,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0022,ES-CG-10,22,Failure Modes,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0023,ES-CG-10,23,Retained Warnings,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0024,ES-CG-10,24,Retained Gaps,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0025,ES-CG-10,25,Unresolved Questions,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0026,ES-CG-10,26,Founder Decisions Required,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0027,ES-CG-10,27,Normative-Source Traceability,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0028,ES-CG-10,28,Contextual-Source Influence,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0029,ES-CG-10,29,Reference-Corpus Usage,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0030,ES-CG-10,30,Cross-Guide Dependencies,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0031,ES-CG-10,31,Validation Criteria,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0032,ES-CG-10,32,Adoption Prerequisites,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0033,ES-CG-10,33,Activation Prerequisites,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0034,ES-CG-10,34,Implementation Boundary,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0035,ES-CG-10,35,Change-Control Requirements,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
ES-CG-10-SECTION-REVIEW-0036,ES-CG-10,36,Version History,ACCEPTABLE_FOR_CANDIDATE_REVIEW,TRACEABLE_OR_NOT_APPLICABLE,CLEAR_AFTER_STRUCTURED_REVIEW,PRESERVED,NO,NO,"Section exists and was reviewed for substance, source support, consistency, and authority treatment."
