id,namespace,artifact_type,owning_document,current_state
SRC-0734,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0735,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0736,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0737,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0738,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0739,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0740,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0741,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0742,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0743,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0744,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0745,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0746,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0747,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0748,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0749,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0750,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0751,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0752,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0753,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0754,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0755,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0756,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0757,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0758,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0759,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0760,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0761,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0762,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0763,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0764,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0765,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0766,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0767,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0768,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0769,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0770,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0771,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0772,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0773,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0774,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0775,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0776,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0777,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0778,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0779,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0780,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0781,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0782,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0783,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0784,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0785,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0786,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0787,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0788,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0789,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0790,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0791,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0792,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0793,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0794,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0795,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0796,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0797,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0798,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0799,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0800,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0801,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0802,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0803,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0804,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0805,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0806,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0807,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0808,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0809,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0810,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0811,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0812,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0813,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0814,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0815,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0816,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0817,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0818,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0819,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0820,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0821,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0822,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0823,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0824,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0825,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0826,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0827,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0828,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0829,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0830,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0831,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0832,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0833,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0834,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0835,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0836,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0837,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0838,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0839,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0840,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0841,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0842,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0843,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0844,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0845,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0846,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0847,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0848,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0849,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0850,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0851,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0852,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0853,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0854,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0855,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0856,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0857,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0858,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0859,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0860,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0861,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0862,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0863,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0864,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0865,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0866,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0867,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0868,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0869,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0870,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0871,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0872,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0873,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0874,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-0875,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0876,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0877,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0878,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0879,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0880,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0881,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0882,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0883,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0884,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0885,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0886,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0887,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0888,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0889,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0890,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0891,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0892,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0893,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0894,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0895,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0896,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0897,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0898,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0899,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0900,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0901,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0902,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0903,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0904,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0905,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0906,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0907,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0908,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0909,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0910,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0911,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0912,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0913,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0914,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0915,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0916,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0917,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0918,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0919,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0920,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0921,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0922,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0923,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0924,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0925,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0926,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0927,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0928,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0929,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0930,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0931,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0932,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-0933,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
