freeze_record_id,source_id,guide_id,title,filename,repository_path,source_class,authority_status,inclusion_category,version,effective_date,approval_authority,approval_record_path,repository_commit,git_object_sha,git_object_type,sha256_checksum,checksum_verification_result,package_checksum,package_manifest_path,repository_integration_receipt,custody_status,predecessor,successor,supersession_status,conflict_status,reason_for_inclusion,authority_rationale,retained_limitations
CGP005-SF-ES-CG-01-0488,CGSRC-EXT-0001,ES-CG-01,JSON Schema draft/vocabulary references in CGP schema files,CODE_GUIDE_SCHEMA.json,governance/implementation/code-guides/schemas/CODE_GUIDE_SCHEMA.json,EXTERNAL_STANDARD,SUPPORTING,SUPPORTING_FROZEN,,,,,ff2748796bf858f49a3f85bad0578850e1deb846,802c9834d3fb68f94904bb813125da7f560a3473,BLOB,222d071f021f34d9aa0286e3cd4355bb964a46f61761aad620eed31e4e04cd78,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,EXTERNAL_REFERENCE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Referenced existing external technical surface only; CGP-003 does not browse, recommend, or adopt new standards."
CGP005-SF-ES-CG-01-0489,CGSRC-EXT-0005,ES-CG-01,RFC 5545 RRULE implementation reference,task_engine.py,backend/task_engine.py,EXTERNAL_STANDARD,SUPPORTING,SUPPORTING_FROZEN,,,,,ff2748796bf858f49a3f85bad0578850e1deb846,e35d75d0f541aee42b59dd4ba1cb2d24815ee92a,BLOB,60916741ad93bb6361d7411cbf8508d9fd8690074b6412acab91df6fea5637bc,VERIFIED_FILE,,,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,EXTERNAL_REFERENCE,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as supporting context only; not elevated to controlling authority.,Supporting or historical context retained without creating binding Code Guide requirements.,"Referenced existing external technical surface only; CGP-003 does not browse, recommend, or adopt new standards."
CGP005-SF-ES-CG-01-0490,CGSRC-FOUNDER-0001,ES-CG-01,Canon adoption package: c0_004_master_product_vision,c0_004_master_product_vision,docs/canon/adoptions/c0_004_master_product_vision,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,,,Founder,docs/canon/adoptions/c0_004_master_product_vision/C0_004_MASTER_PRODUCT_VISION_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,53c765f2632f4adeeca0c656f5ea9e0b9c79e136,TREE,a7988f74661567f628f891da833e369f7ce045cc762a9fc6e83da6c7b6d3948a,VERIFIED_DIRECTORY_AGGREGATE,a7988f74661567f628f891da833e369f7ce045cc762a9fc6e83da6c7b6d3948a,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0491,CGSRC-FOUNDER-0002,ES-CG-01,Canon adoption package: c0_005_ecosystem_v2_1,c0_005_ecosystem_v2_1,docs/canon/adoptions/c0_005_ecosystem_v2_1,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.1,,Founder,docs/canon/adoptions/c0_005_ecosystem_v2_1/C0_005_MASTER_ECOSYSTEM_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,923e5df5e5cd6e78f5d218781001249da30e9951,TREE,d5876d0006c59ade7d98bc2a52415bc6d31acb84fdddfffb5ef52f3299d910f7,VERIFIED_DIRECTORY_AGGREGATE,d5876d0006c59ade7d98bc2a52415bc6d31acb84fdddfffb5ef52f3299d910f7,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0492,CGSRC-FOUNDER-0003,ES-CG-01,Canon adoption package: c0_012_horse_lifecycle_v3_1,c0_012_horse_lifecycle_v3_1,docs/canon/adoptions/c0_012_horse_lifecycle_v3_1,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,3.1,,Founder,docs/canon/adoptions/c0_012_horse_lifecycle_v3_1/C0_012_MASTER_HORSE_LIFECYCLE_AND_PASSPORT_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,5eb07043af58c51e6014319601507cf11ef6825c,TREE,09ab6f73c3a9ae738975a7f9d18f9abf0b2f40379ba0bc119dbf2d655fcdb065,VERIFIED_DIRECTORY_AGGREGATE,09ab6f73c3a9ae738975a7f9d18f9abf0b2f40379ba0bc119dbf2d655fcdb065,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0493,CGSRC-FOUNDER-0004,ES-CG-01,Canon adoption package: c0_014_facility_domain_v2_1,c0_014_facility_domain_v2_1,docs/canon/adoptions/c0_014_facility_domain_v2_1,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.1,,Founder,docs/canon/adoptions/c0_014_facility_domain_v2_1/C0_014_MASTER_FACILITY_DOMAIN_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,2a68cef178813e917e58698b6ca690993fa7fb8e,TREE,7fd27a6ab8973e3f7e6d150334685ed79f25bad70f349aefa8af875334ae93e8,VERIFIED_DIRECTORY_AGGREGATE,7fd27a6ab8973e3f7e6d150334685ed79f25bad70f349aefa8af875334ae93e8,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0494,CGSRC-FOUNDER-0005,ES-CG-01,Canon adoption package: c0_015_barn_lifecycle_v3_1,c0_015_barn_lifecycle_v3_1,docs/canon/adoptions/c0_015_barn_lifecycle_v3_1,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,3.1,,Founder,docs/canon/adoptions/c0_015_barn_lifecycle_v3_1/C0_015_MASTER_BARN_LIFECYCLE_AND_OPERATIONS_CANON_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,1683e6e8d8b3e12f626999c0fc9cc19f55280daf,TREE,b8fa9f3f9907ed295725a041203fc743e2310fd8a57df8817b8ac8246e0293c1,VERIFIED_DIRECTORY_AGGREGATE,b8fa9f3f9907ed295725a041203fc743e2310fd8a57df8817b8ac8246e0293c1,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0495,CGSRC-FOUNDER-0006,ES-CG-01,Canon adoption package: c0_016_business_lifecycle_v2_1,c0_016_business_lifecycle_v2_1,docs/canon/adoptions/c0_016_business_lifecycle_v2_1,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.1,,Founder,docs/canon/adoptions/c0_016_business_lifecycle_v2_1/C0_016_MASTER_BUSINESS_LIFECYCLE_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,3faa7bc4396a4e8e560790032bd76a6837fe3e02,TREE,0e9145a7bac72bb13549b6e96bd15b2ca40cab9a9e0fe34374ccbe2d762e95fa,VERIFIED_DIRECTORY_AGGREGATE,0e9145a7bac72bb13549b6e96bd15b2ca40cab9a9e0fe34374ccbe2d762e95fa,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0496,CGSRC-FOUNDER-0007,ES-CG-01,Canon adoption package: c0_019_agreement_consent_authorization_v2_1,c0_019_agreement_consent_authorization_v2_1,docs/canon/adoptions/c0_019_agreement_consent_authorization_v2_1,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.1,,Founder,docs/canon/adoptions/c0_019_agreement_consent_authorization_v2_1/C0_019_AGREEMENT_CONSENT_AND_AUTHORIZATION_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,cf02fce0f0855ab38b906a33d2b30eda4751050e,TREE,505a5c93f775a29402e5f71e0096e71e6735c8093d378a146364fb72b3cb6d59,VERIFIED_DIRECTORY_AGGREGATE,505a5c93f775a29402e5f71e0096e71e6735c8093d378a146364fb72b3cb6d59,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0497,CGSRC-FOUNDER-0008,ES-CG-01,Canon adoption package: c0_022_permission_access_control_v1_1,c0_022_permission_access_control_v1_1,docs/canon/adoptions/c0_022_permission_access_control_v1_1,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,1.1,,Founder,docs/canon/adoptions/c0_022_permission_access_control_v1_1/C0_022_MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,1b6fc17b8dda0ac33dba6ace0d89c31818cb89c0,TREE,924637a979e1eb0abb82fa570021ed6c4dead4f3610c90345033fff5fdd649bc,VERIFIED_DIRECTORY_AGGREGATE,924637a979e1eb0abb82fa570021ed6c4dead4f3610c90345033fff5fdd649bc,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0498,CGSRC-FOUNDER-0009,ES-CG-01,Canon adoption package: c0_023_c0_035_adoption,c0_023_c0_035_adoption,docs/canon/adoptions/c0_023_c0_035_adoption,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,,,Founder,docs/canon/adoptions/c0_023_c0_035_adoption/C0_023_C0_035_ADOPTION_BUILD_RECORD.json,ff2748796bf858f49a3f85bad0578850e1deb846,411d923a3f2a8065bb51f2b8aedccc637285a14f,TREE,a27950152dafde34a13c6f6ce830ca612121e1a2efdf1d52fd15ca60266b0c9e,VERIFIED_DIRECTORY_AGGREGATE,a27950152dafde34a13c6f6ce830ca612121e1a2efdf1d52fd15ca60266b0c9e,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0499,CGSRC-FOUNDER-0010,ES-CG-01,Canon adoption package: c0_023_c0_035_lock_readiness,c0_023_c0_035_lock_readiness,docs/canon/adoptions/c0_023_c0_035_lock_readiness,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,,,Founder,docs/canon/adoptions/c0_023_c0_035_lock_readiness/C0_023_C0_035_DEPENDENCY_SNAPSHOT.json,ff2748796bf858f49a3f85bad0578850e1deb846,bf4679de7a8699812f48845fe1f9c7c0a026b0ec,TREE,aeb5cf5fa8426967fd8c7eaac83227137a6573215345860df43a78290873f956,VERIFIED_DIRECTORY_AGGREGATE,aeb5cf5fa8426967fd8c7eaac83227137a6573215345860df43a78290873f956,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0500,CGSRC-FOUNDER-0011,ES-CG-01,Canon adoption package: c0_023_c0_035_lock_readiness_rerun,c0_023_c0_035_lock_readiness_rerun,docs/canon/adoptions/c0_023_c0_035_lock_readiness_rerun,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,,,Founder,docs/canon/adoptions/c0_023_c0_035_lock_readiness_rerun/C0_023_C0_035_LOCK_READINESS_RERUN_FINDINGS.json,ff2748796bf858f49a3f85bad0578850e1deb846,009790a66e33418c6557fd9e180ad01299ed86b5,TREE,c4e6c2aaacfe8464b66a4c6f0894bbf06f40df3c8527c7407ecf858d193b6bc3,VERIFIED_DIRECTORY_AGGREGATE,c4e6c2aaacfe8464b66a4c6f0894bbf06f40df3c8527c7407ecf858d193b6bc3,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0501,CGSRC-FOUNDER-0012,ES-CG-01,Canon adoption package: c0_023_privacy_v2_0,c0_023_privacy_v2_0,docs/canon/adoptions/c0_023_privacy_v2_0,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.0,,Founder,docs/canon/adoptions/c0_023_privacy_v2_0/C0_023_LOCK_READINESS_PREPARATION.md,ff2748796bf858f49a3f85bad0578850e1deb846,0a034186ee7978dc6d69252987cde8088d991be9,TREE,da108e3768c664730c2575e01d5f8c10278b6f3e0df8ac4d3e6d11cbb7e73096,VERIFIED_DIRECTORY_AGGREGATE,da108e3768c664730c2575e01d5f8c10278b6f3e0df8ac4d3e6d11cbb7e73096,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0502,CGSRC-FOUNDER-0013,ES-CG-01,Canon adoption package: c0_028_claims_disputes_authority_v2_0,c0_028_claims_disputes_authority_v2_0,docs/canon/adoptions/c0_028_claims_disputes_authority_v2_0,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.0,,Founder,docs/canon/adoptions/c0_028_claims_disputes_authority_v2_0/C0_028_MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,98d73accc4985edda43aec592743af0d2447e71c,TREE,701912135fc4112606c15b43d6b59861fa9489549ac1a8642a7dc6e9f4c41cd6,VERIFIED_DIRECTORY_AGGREGATE,701912135fc4112606c15b43d6b59861fa9489549ac1a8642a7dc6e9f4c41cd6,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0503,CGSRC-FOUNDER-0014,ES-CG-01,Canon adoption package: c0_033_search_discovery_v2_0,c0_033_search_discovery_v2_0,docs/canon/adoptions/c0_033_search_discovery_v2_0,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.0,,Founder,docs/canon/adoptions/c0_033_search_discovery_v2_0/C0_033_MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,0d6a58b74a5728691992e3c91d1f8f8360b0f02e,TREE,03d05d2db2f55c41a50c26c133b8754994957902bb27cbc405d8cc6625bf689a,VERIFIED_DIRECTORY_AGGREGATE,03d05d2db2f55c41a50c26c133b8754994957902bb27cbc405d8cc6625bf689a,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0504,CGSRC-FOUNDER-0015,ES-CG-01,Canon adoption package: c0_035_reporting_v2_0,c0_035_reporting_v2_0,docs/canon/adoptions/c0_035_reporting_v2_0,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.0,,Founder,docs/canon/adoptions/c0_035_reporting_v2_0/C0_035_LOCK_READINESS_PREPARATION.md,ff2748796bf858f49a3f85bad0578850e1deb846,b33fd69accb0f69c5ac2db2da1c2a2b1778cbe25,TREE,73aa8b0c17211e2834ca340c6ab0a81c86e908e757a61e431255c130fa32cf3f,VERIFIED_DIRECTORY_AGGREGATE,73aa8b0c17211e2834ca340c6ab0a81c86e908e757a61e431255c130fa32cf3f,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0505,CGSRC-FOUNDER-0016,ES-CG-01,Canon adoption package: c0_039_developer_platform_integration_v2_0,c0_039_developer_platform_integration_v2_0,docs/canon/adoptions/c0_039_developer_platform_integration_v2_0,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.0,,Founder,docs/canon/adoptions/c0_039_developer_platform_integration_v2_0/C0_039_MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,ffa6f8aaef23d9aa6d6a2375f748bd46f43d9502,TREE,2b5a7ae9f0b642fefa786f6481ad771c9c9c8b419c579f2fd8c7146ba9bec59d,VERIFIED_DIRECTORY_AGGREGATE,2b5a7ae9f0b642fefa786f6481ad771c9c9c8b419c579f2fd8c7146ba9bec59d,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0506,CGSRC-FOUNDER-0017,ES-CG-01,Canon adoption package: c0_040_platform_extensibility_plugin_v2_0,c0_040_platform_extensibility_plugin_v2_0,docs/canon/adoptions/c0_040_platform_extensibility_plugin_v2_0,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.0,,Founder,docs/canon/adoptions/c0_040_platform_extensibility_plugin_v2_0/C0_040_MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,b26dbd54b48290fb8cd9fe6f6941d29dd31084b3,TREE,bb5405031621a16fe9ee77d36789108dc74b06264f425f809e97081d94f5e530,VERIFIED_DIRECTORY_AGGREGATE,bb5405031621a16fe9ee77d36789108dc74b06264f425f809e97081d94f5e530,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0507,CGSRC-FOUNDER-0018,ES-CG-01,Canon adoption package: c0_041_vendor_security_supply_chain_v2_0,c0_041_vendor_security_supply_chain_v2_0,docs/canon/adoptions/c0_041_vendor_security_supply_chain_v2_0,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.0,,Founder,docs/canon/adoptions/c0_041_vendor_security_supply_chain_v2_0/C0_041_MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,06494e80caa2669b8fb8f4411885b43f5a247a47,TREE,065334f379a58ca3c60485673742e86b2444a4483062154e75be8b2bbfe2a226,VERIFIED_DIRECTORY_AGGREGATE,065334f379a58ca3c60485673742e86b2444a4483062154e75be8b2bbfe2a226,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
CGP005-SF-ES-CG-01-0508,CGSRC-FOUNDER-0019,ES-CG-01,Canon adoption package: c0_042_configuration_feature_flag_v2_0,c0_042_configuration_feature_flag_v2_0,docs/canon/adoptions/c0_042_configuration_feature_flag_v2_0,FOUNDER_AUTHORITY,CONTROLLING,CONTROLLING_FROZEN,2.0,,Founder,docs/canon/adoptions/c0_042_configuration_feature_flag_v2_0/C0_042_MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_CONSTITUTIONAL_ADOPTION_RECORD.md,ff2748796bf858f49a3f85bad0578850e1deb846,4f45637076c596db3d46e572b984066daddbf1bd,TREE,01542ee62497c59edd57bcafac1180e09b4218c5ae261933f58a974a81878bc5,VERIFIED_DIRECTORY_AGGREGATE,01542ee62497c59edd57bcafac1180e09b4218c5ae261933f58a974a81878bc5,governance/implementation/code-guides/source-freeze/WAVE_1_COMMON_SOURCE_FREEZE_MANIFEST.json,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,,,CURRENT,NO_KNOWN_BLOCKING_CONFLICT,Frozen as controlling documentary authority identified by CGP-003 for Wave 1; no guide controls drafted by CGP-005.,Controlled by recorded approval basis and CGP-003/CGP-004 authority treatment; source is frozen for later drafting reference only.,Adoption package grants documentary/canon authority only as stated; no implementation or activation authority.
