crosswalk_id,guide_id,source_id,source_class,authority_status,inclusion_category,mapping_type,coverage_note,source_freeze_record_id,freeze_manifest_path,readiness_effect
CGP005-XW-00064,ES-CG-13,CGSRC-GOV-0002,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0001,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00065,ES-CG-13,CGSRC-GOV-0003,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0002,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00066,ES-CG-13,CGSRC-GOV-0004,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0003,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00067,ES-CG-13,CGSRC-GOV-0005,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0004,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00068,ES-CG-13,CGSRC-GOV-0007,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0005,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00069,ES-CG-13,CGSRC-GOV-0008,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0006,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00070,ES-CG-13,CGSRC-GOV-0009,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0007,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00071,ES-CG-13,CGSRC-GOV-0010,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0008,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00072,ES-CG-13,CGSRC-GOV-0011,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0009,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00073,ES-CG-13,CGSRC-GOV-0012,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0010,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00074,ES-CG-13,CGSRC-GOV-0013,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0011,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00075,ES-CG-13,CGSRC-GOV-0014,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0012,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00076,ES-CG-13,CGSRC-GOV-0016,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0013,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00077,ES-CG-13,CGSRC-GOV-0017,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0014,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00078,ES-CG-13,CGSRC-GOV-0018,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0015,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00079,ES-CG-13,CGSRC-GOV-0134,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0016,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00080,ES-CG-13,CGSRC-GOV-0140,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0017,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00081,ES-CG-13,CGSRC-GOV-0141,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0018,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00082,ES-CG-13,CGSRC-GOV-0152,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0019,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00083,ES-CG-13,CGSRC-GOV-0153,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0020,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00084,ES-CG-13,CGSRC-PIA-0010,APPROVED_PIA,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0021,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00085,ES-CG-13,CGSRC-HIST-0038,HISTORICAL_PREDECESSOR,HISTORICAL,HISTORICAL_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0022,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00086,ES-CG-13,CGSRC-ATLAS-0006,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0023,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00087,ES-CG-13,CGSRC-ATLAS-0017,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0024,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00088,ES-CG-13,CGSRC-ATLAS-0018,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0025,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00089,ES-CG-13,CGSRC-ATLAS-0019,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0026,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00090,ES-CG-13,CGSRC-ATLAS-0020,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0027,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00091,ES-CG-13,CGSRC-ATLAS-0021,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0028,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00092,ES-CG-13,CGSRC-ATLAS-0022,IMPLEMENTATION_ATLAS,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0029,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00093,ES-CG-13,CGSRC-ATLAS-0023,IMPLEMENTATION_ATLAS,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0030,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00094,ES-CG-13,CGSRC-CGP005-0001,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0031,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00095,ES-CG-13,CGSRC-CGP005-0002,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0032,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00096,ES-CG-13,CGSRC-CGP005-0003,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0033,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00097,ES-CG-13,CGSRC-CGP005-0004,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0034,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00098,ES-CG-13,CGSRC-CGP005-0005,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0035,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00099,ES-CG-13,CGSRC-CGP005-0006,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0036,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00100,ES-CG-13,CGSRC-CGP005-0007,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0037,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00101,ES-CG-13,CGSRC-CGP005-0008,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0038,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00102,ES-CG-13,CGSRC-CGP005-0009,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0039,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00103,ES-CG-13,CGSRC-CGP005-0010,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0040,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00104,ES-CG-13,CGSRC-CGP005-0011,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0041,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00105,ES-CG-13,CGSRC-CGP005-0201,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0042,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00106,ES-CG-13,CGSRC-CGP005-0205,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0043,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00107,ES-CG-13,CGSRC-CGP005-0207,TEST_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0044,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00108,ES-CG-13,CGSRC-CGP005-0209,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,completion;evidence_grade;traceability;custody;closure;activation_boundary,CGP005-NF-ES-CG-13-0045,governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00109,ES-CG-10,CGSRC-GOV-0007,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0001,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00110,ES-CG-10,CGSRC-GOV-0008,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0002,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00111,ES-CG-10,CGSRC-GOV-0016,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0003,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00112,ES-CG-10,CGSRC-GOV-0017,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0004,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00113,ES-CG-10,CGSRC-GOV-0018,ADOPTED_GOVERNANCE,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0005,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00114,ES-CG-10,CGSRC-GOV-0140,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0006,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00115,ES-CG-10,CGSRC-GOV-0141,ADOPTED_GOVERNANCE,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0007,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00116,ES-CG-10,CGSRC-ATLAS-0006,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0008,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00117,ES-CG-10,CGSRC-ATLAS-0017,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0009,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00118,ES-CG-10,CGSRC-ATLAS-0018,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0010,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00119,ES-CG-10,CGSRC-ATLAS-0019,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0011,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00120,ES-CG-10,CGSRC-ATLAS-0020,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0012,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00121,ES-CG-10,CGSRC-ATLAS-0021,IMPLEMENTATION_ATLAS,CONTROLLING,CONTROLLING_FROZEN,MANDATORY,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0013,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00122,ES-CG-10,CGSRC-ATLAS-0022,IMPLEMENTATION_ATLAS,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0014,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00123,ES-CG-10,CGSRC-REPO-0006,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0015,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00124,ES-CG-10,CGSRC-REPO-0007,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0016,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00125,ES-CG-10,CGSRC-TEST-0001,TEST_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0017,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
