path,purpose,before_sha256,after_sha256,exact_change,reason,reversibility,inside_sealed_package
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/installed_system_validator.stdout.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/sealed_package_validator.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-02/raw/sealed_package_validator.stdout.txt,Preserved failed non-agent harness/probe attempt evidence.,,3bb4009d1a770f41d473e44181e851649d0873907b5fa5c02719ccfe2524f0c7,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/PRE_CANARY_STATIC_VALIDATION.json,Preserved failed non-agent harness/probe attempt evidence.,,e09f4f661d496567287365f206e57e4444edc7f5a9abed83a639eee0663c817b,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/PRE_CANARY_STATIC_VALIDATION.md,Preserved failed non-agent harness/probe attempt evidence.,,bd61041013acc036f3283fc5a76fbfac4108d8c3feabe9eae38a668f5ccd6a24,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/INSTALLED_SYSTEM_VALIDATION_COMMAND_LOG.txt,Preserved failed non-agent harness/probe attempt evidence.,,0ae79917918332377c9b888f4984548e5f0319af7cbe53551a8ad7b1ce595d00,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/INSTALLED_SYSTEM_VALIDATION_DEPENDENCIES.json,Preserved failed non-agent harness/probe attempt evidence.,,51ba30137babc9741edf4f84aacd8263068a38de394ae88b5f7cca1230807a70,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/INSTALLED_SYSTEM_VALIDATION_REPORT.md,Preserved failed non-agent harness/probe attempt evidence.,,bd52a3e0c242398bb5cf2c703e0dd68cb36ac28d3714f874de9fe817d8e4a96c,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/INSTALLED_SYSTEM_VALIDATION_RESULT.json,Preserved failed non-agent harness/probe attempt evidence.,,778b0734e2da272eb2ec855acaa7e363c31bd4c199792876f234ce8a18a805d0,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/installed_system_validator.command.json,Preserved failed non-agent harness/probe attempt evidence.,,99d313a7f6bdbaf281195c8be3c5a4d3d3dfa6e91658add3070be791d83d79eb,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/installed_system_validator.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,a3cf27cbd90ff84e97b413631b5735a145c2daab06dfbfc26962b6bfaa3ab482,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/installed_system_validator.stdout.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/sealed_package_validator.stderr.txt,Preserved failed non-agent harness/probe attempt evidence.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/attempts/static-attempt-03/raw/sealed_package_validator.stdout.txt,Preserved failed non-agent harness/probe attempt evidence.,,3bb4009d1a770f41d473e44181e851649d0873907b5fa5c02719ccfe2524f0c7,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/baseline/BASELINE_BYTE_MANIFEST.json,Immutable starting-commit byte baseline.,,d752878ffa5412ca72cdb4a1901bd9531d1ac5ea901fda8691e84e684f40620f,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/checkout_snapshot_after.json,Raw or sanitized evidence from the current authorized attempt.,,f3a2e53233cf3654a48fbf732d9c9f77370d8adab0abccd6d94d782a42a99e61,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/checkout_snapshot_before.json,Raw or sanitized evidence from the current authorized attempt.,,f3a2e53233cf3654a48fbf732d9c9f77370d8adab0abccd6d94d782a42a99e61,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/command.json,Raw or sanitized evidence from the current authorized attempt.,,72700bed935b909d54135b6b28d1c58e9c0a07439798709516a2ec7ad40e0ddb,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/effective_isolated_config.toml,Raw or sanitized evidence from the current authorized attempt.,,bc5a6413e3abae7af2fb4be0a9e21448b24404db67a161e6139ea7a026a0c778,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/environment_and_runtime_metadata.json,Raw or sanitized evidence from the current authorized attempt.,,055bb400b12da96f6e20ee7ae3e046509e191fa4e80f41786dbc83b5402608f6,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/events.jsonl,Raw or sanitized evidence from the current authorized attempt.,,08c020605aa48a948d658ce9732cbe7c89e1177d4b13efd22880c322d6c1b664,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/final_response.json,Raw or sanitized evidence from the current authorized attempt.,,58529fcbc468f6862098a78889ddc08399f3c9312b2fb7dc47c60908559d765b,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/git_diff_after.patch,Raw or sanitized evidence from the current authorized attempt.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/git_status_after.txt,Raw or sanitized evidence from the current authorized attempt.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/git_status_before.txt,Raw or sanitized evidence from the current authorized attempt.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/parent_prompt.txt,Raw or sanitized evidence from the current authorized attempt.,,58d939ef328bd82ff66cf02519115f75a9c6b1cda4ddea49db817cbd713390fd,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/permission_records/ES-RA-02_equinesync_segregated_review_agent.json,Raw or sanitized evidence from the current authorized attempt.,,b1d73edb453f95a247091a1ba39779cf72751c0d635cb783ea209ca0f1fe4d44,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/sanitized_runtime_provenance.json,Raw or sanitized evidence from the current authorized attempt.,,3e8376e398a891868b2161810141c5393cb6c207fcef568c1ae57c01d8746f50,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/score.json,Raw or sanitized evidence from the current authorized attempt.,,0eb7e1e58c6307825de77e4c067abcc1cc789971caeb76a88f24d25ade4560b8,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/canaries/read-only-canary-01/stderr.txt,Raw or sanitized evidence from the current authorized attempt.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/non_agent_probe/app_server.requests.jsonl,Raw or sanitized evidence from the current authorized attempt.,,aa0e9e0d9d718bba82cd04e41ee39be06e645542108d2555e2e2c652b46d7108,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/non_agent_probe/app_server.stderr.txt,Raw or sanitized evidence from the current authorized attempt.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/non_agent_probe/app_server.stdout.jsonl,Raw or sanitized evidence from the current authorized attempt.,,1300d6c1d7b5cb3c51a4cf62af9cdc0c301c84a5d6914adacca000824092a0a0,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/non_agent_probe/config_read_result.json,Raw or sanitized evidence from the current authorized attempt.,,e2720d7da28b4a2c1e30fb696604e7b184d7841766c4db0993f4b79a5a1a5872,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/non_agent_probe/effective_isolated_config.toml,Raw or sanitized evidence from the current authorized attempt.,,bc5a6413e3abae7af2fb4be0a9e21448b24404db67a161e6139ea7a026a0c778,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/non_agent_probe/mcp_list.stderr.txt,Raw or sanitized evidence from the current authorized attempt.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/non_agent_probe/mcp_list.stdout.txt,Raw or sanitized evidence from the current authorized attempt.,,2a262cfcb9a3ff1a657e48f4b9aee2dd2039c0c3e936eee37825fc9364f99cf8,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/INSTALLED_SYSTEM_VALIDATION_COMMAND_LOG.txt,Raw or sanitized evidence from the current authorized attempt.,,1b4941e2aaff14ed40e65343d5c5bc7cddb50a5f7b213256689cc80cbbfaa772,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/INSTALLED_SYSTEM_VALIDATION_DEPENDENCIES.json,Raw or sanitized evidence from the current authorized attempt.,,c4aa765db4855425d47f8f3a74f5ac8a45a3d0272ea0767653d3712ed51ddadb,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/INSTALLED_SYSTEM_VALIDATION_REPORT.md,Raw or sanitized evidence from the current authorized attempt.,,9c2b2f0d03766749d6ec20ca77d7d67a86e4f8340c076ca0f5d45f9e56873b9f,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/INSTALLED_SYSTEM_VALIDATION_RESULT.json,Raw or sanitized evidence from the current authorized attempt.,,a3d57e0e8158f9214fdddc9b57d4f8dc9a9a262d645d602c925b8e2c81a7775c,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/installed_system_validator.command.json,Raw or sanitized evidence from the current authorized attempt.,,99d313a7f6bdbaf281195c8be3c5a4d3d3dfa6e91658add3070be791d83d79eb,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/installed_system_validator.stderr.txt,Raw or sanitized evidence from the current authorized attempt.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/installed_system_validator.stdout.txt,Raw or sanitized evidence from the current authorized attempt.,,bb93a5ba0dc018d2afcf8199f39de4b07f24328dfe5a601db0b38d1a363e41ab,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/sealed_package_validator.stderr.txt,Raw or sanitized evidence from the current authorized attempt.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/raw/static_validation/sealed_package_validator.stdout.txt,Raw or sanitized evidence from the current authorized attempt.,,3bb4009d1a770f41d473e44181e851649d0873907b5fa5c02719ccfe2524f0c7,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/runtime/isolated_codex_config.template.toml,Disposable trusted read-only runtime and connector-isolation configuration.,,3762167644a8f4d41ff6e6c0c20ebb336db16f9e1d3f1749f477b3d510292b74,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/schemas/read_only_batch.schema.json,Machine-readable response constraint for authorized canaries.,,95a0d3fbcb42c2654d181e093ac7e31c8c05de72de5aa54da1d55115a710d6c6,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/schemas/read_only_canary.schema.json,Machine-readable response constraint for authorized canaries.,,24c2199280fc124f96825d93e59d92202b2411064a9b9901e32795504d5f40a2,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/scripts/capture_baseline.py,"Reproducible baseline, validation, probe, canary, or evidence assembly logic.",,34dd8c7cefc2453441dc055f2ec3b7deb28caf0199580a6983a8da5b2764df59,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/scripts/finalize_requalification.py,"Reproducible baseline, validation, probe, canary, or evidence assembly logic.",,53f159b3b7659240c045e4e8dece918203b3e243e52086bbca400e13af07dffe,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/scripts/probe_isolated_runtime.py,"Reproducible baseline, validation, probe, canary, or evidence assembly logic.",,f41d956fd09f084858b4a47e10cbdc73aaf31e204b6a209408505875b1a3a4d6,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/scripts/run_read_only_requalification.py,"Reproducible baseline, validation, probe, canary, or evidence assembly logic.",,21bc5528368a3f76adea54f9ab002e295aa2569a29f2bee5a512094c9ec81288,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
governance/founder_orchestrated_review/runtime_remediation/requalification/FORA-REMEDIATION-2026-001/scripts/run_static_validation.py,"Reproducible baseline, validation, probe, canary, or evidence assembly logic.",,7af94aecd2e118a90f6418f3d6c9646691ccae7d8a4d4f1703ec9408ec677168,Added new file inside the additive FORA-REMEDIATION-2026-001 evidence boundary; no predecessor existed at the starting commit.,Required to remediate or evidence the two authorized runtime blockers and the bounded read-only requalification.,Delete this additive run file to return to the starting commit; no prior evidence or sealed package byte is changed.,False
