label_1,label_2,record_id,source_id,source_title,locator,declared_authority,verified_source_classification,declared_lifecycle,observed_lifecycle,verification_result,claim_classification,evidence_sufficiency,evidence_ids,required_action_or_limitation
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-019,REL-SRC-007,Master Permission Model V1.1,UNRESOLVED_ACTIVE_CANONICAL_PATH,FUTURE_BOUNDARY_CONTROLLING_AUTHORIZATION_CANON,UNVERIFIED_SOURCE,FOUNDER_ACCEPTED_CONTROLLED_ADOPTION_AND_LOCK_PENDING_IN_SOURCE_REGISTER,DECLARED_PATH_UNRESOLVED;HASH_FOUND_AT_BASELINE_PATHS=docs/canon/adopted_sources/MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_V1_1_ADOPTED_SOURCE.md|docs/canon/reviews/c0_022_permission_v1_1_source_identity_confirmation/source_event/MASTER_PERMISSION_MODEL_V1_1_FOUNDER_CONFIRMED_CONTROLLING_SOURCE.md|docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/recovered_sources/MASTER_PERMISSION_MODEL_V1_1.md,HASH_LOCATED_BUT_ACTIVE_PATH_AND_LIFECYCLE_UNRESOLVED,INFERRED,E3,E-RPR-031,Reconcile active path and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-020,REL-SRC-008,"Master Agreement, Consent, and Authorization Model V2.1",UNRESOLVED_ACTIVE_CANONICAL_PATH,BOUNDARY_AUTHORITY_FOR_AGREEMENTS_AND_DOCUMENTARY_AUTHORIZATION,UNVERIFIED_SOURCE,FOUNDER_ACCEPTED_CONTROLLED_ADOPTION_AND_LOCK_PENDING_IN_SOURCE_REGISTER,DECLARED_PATH_UNRESOLVED;HASH_FOUND_AT_BASELINE_PATHS=docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/source_event/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_ORIGINAL.md|docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/recovered_sources/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1.md,HASH_LOCATED_BUT_ACTIVE_PATH_AND_LIFECYCLE_UNRESOLVED,INFERRED,E3,E-RPR-031,Reconcile active path and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-021,REL-SRC-009,"Master Minor, Guardianship, Safeguarding, and Protected Participant Model V1.2",docs/canon/adopted_sources/MASTER_MINOR_GUARDIANSHIP_SAFEGUARDING_AND_PROTECTED_PARTICIPANT_MODEL_V1_2_ADOPTED_SOURCE.md,PROTECTIVE_BOUNDARY_CANON,UNVERIFIED_SOURCE,ADOPTED_SOURCE_PATH_VERIFIED;LOCK_STATUS_REQUIRES_EXACT_LEDGER_CONFIRMATION,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=83ed4cae3d88e8f9921f8bed971ac9e4c49007c5f847aa704ce4eecae814bdbd;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-RPR-031,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-022,REL-SRC-010,Master Horse Lifecycle and Passport Model V3.1,UNRESOLVED_ACTIVE_CANONICAL_PATH,HORSE_DOMAIN_BOUNDARY,MISSING_REQUIRED_SOURCE,FOUNDER_APPROVED_SOURCE_REPOSITORY_LIFECYCLE_UNRESOLVED_IN_SOURCE_REGISTER,DECLARED_PATH_UNRESOLVED;HASH_NOT_FOUND_IN_BASELINE_MANIFEST,SOURCE_HASH_NOT_LOCATED_AT_BASELINE,UNKNOWN,E0,E-RPR-031,Supply or identify exact source bytes and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-023,REL-SRC-011,Master Horse Transfer and Continuity Policy V2.0,docs/canon/intake/MASTER_HORSE_TRANSFER_AND_CONTINUITY_POLICY_V2_0_SOURCE.md,HORSE_TRANSFER_BOUNDARY,UNVERIFIED_SOURCE,INTAKE_SOURCE_PATH_LOCATED;CONTROLLING_LIFECYCLE_UNRESOLVED,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=739166f539b24ba7d774c49deb48d7b947792ad15b7a22026c6ba2906002eeae;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-RPR-031,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-024,REL-SRC-012,Master Barn Lifecycle and Operations Canon V3.1,UNRESOLVED_ACTIVE_CANONICAL_PATH,BARN_OPERATIONS_BOUNDARY,MISSING_REQUIRED_SOURCE,FOUNDER_APPROVED_SOURCE_REPOSITORY_LIFECYCLE_UNRESOLVED_IN_SOURCE_REGISTER,DECLARED_PATH_UNRESOLVED;HASH_NOT_FOUND_IN_BASELINE_MANIFEST,SOURCE_HASH_NOT_LOCATED_AT_BASELINE,UNKNOWN,E0,E-RPR-031,Supply or identify exact source bytes and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-025,REL-SRC-013,Master Audit Event and Evidence Model V2.0,docs/canon/intake/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_FOUNDER_APPROVAL_DIRECTIVE.md,AUDIT_AND_EVIDENCE_BOUNDARY,UNVERIFIED_SOURCE,FOUNDER_APPROVAL_DIRECTIVE_PATH_VERIFIED;EXACT CANON SOURCE AND ADOPTION EVIDENCE UNRESOLVED,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=33dc50570819fba1ae5d79bd1f889646805e1fe84023ff58a8e1d74e95a572f4;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-RPR-031,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-026,REL-SRC-014,"Master Communication, Notification, and Notice Model V2.0",docs/canon/adoptions/c0_batch_1/C0_029_COMMUNICATION_NOTIFICATION_AND_NOTICE_ADOPTION_RECORD.md,COMMUNICATION_AND_NOTICE_BOUNDARY,UNVERIFIED_SOURCE,ADOPTION_RECORD_PATH_VERIFIED;EXACT CANON SOURCE PATH_REQUIRES_RECONCILIATION,PATH_PRESENT_AT_BASE_COMMIT;COMPUTED_SHA256=41b91b72c9914ccf014ab94d273882d1795facc71fe1516f71107b2abfc3e285;TERMINAL_LIFECYCLE_NOT_INDEPENDENTLY_RECONCILED,PATH_PRESENT_HASH_NOT_DECLARED,DIRECTLY_OBSERVED,E2,E-RPR-031,Register exact hash and terminal lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-027,REL-SRC-015,Product Implementation Atlas Master Standard and Controlled Template V1.1,FOUNDER_PROVIDED_CONTROLLED_INPUT_NOT_YET_REPOSITORY_RECONCILED,CONTROLLING_PIA_STANDARD,MISSING_REQUIRED_SOURCE,FOUNDER_APPROVED_ADOPTED_AND_EFFECTIVE,NON_REPOSITORY_OR_UNRESOLVED_REFERENCE;NO_DECLARED_HASH,SOURCE_BYTES_NOT_IDENTIFIED,UNKNOWN,E0,E-RPR-031,Supply exact bytes path hash and lifecycle
NON_AGENT_CONTROLLED_THREAD_REVIEW,NOT_ES_RA_AGENT_EVIDENCE,A-SRC-028,REL-SRC-016,Relationships and Delegated Authority PIA V1.1.0,FOUNDER_PROVIDED_CONTROLLED_INPUT_NOT_YET_REPOSITORY_RECONCILED,CONTROLLING_AS_DESIGNED_RELATIONSHIPS_PIA,MISSING_REQUIRED_SOURCE,FOUNDER_APPROVED_DESIGN_NOT_IMPLEMENTATION_AUTHORIZED,NON_REPOSITORY_OR_UNRESOLVED_REFERENCE;NO_DECLARED_HASH,SOURCE_BYTES_NOT_IDENTIFIED,UNKNOWN,E0,E-RPR-031,Supply exact bytes path hash and lifecycle
