item_identifier,guide_identifier,control_identifier,control_title_or_statement,impact_state,dependency_status,clarification_needed,candidate_revision_required,implementation_status,validation_method
CGP005-TA-APP-GAP-0001,ES-CG-00,ES-CG-00-CTRL-0001,Candidate Charter Authority Boundary,ADOPTION_READINESS_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-01,ES-CG-01-CTRL-0004,Candidate Supersession Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-01,ES-CG-01-CTRL-0005,Candidate Exception Boundary,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-13,ES-CG-13-CTRL-0001,Candidate Completion Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-13,ES-CG-13-CTRL-0002,Candidate Evidence Grade Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-13,ES-CG-13-CTRL-0003,Candidate Traceability Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-13,ES-CG-13-CTRL-0004,Candidate Custody Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-13,ES-CG-13-CTRL-0005,Candidate Closure Boundary,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-13,ES-CG-13-CTRL-0006,Candidate Activation Boundary,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-10,ES-CG-10-CTRL-0001,Candidate Testing Layer Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-10,ES-CG-10-CTRL-0002,Candidate Verification Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-10,ES-CG-10-CTRL-0003,Candidate Assurance Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-10,ES-CG-10-CTRL-0004,Candidate Positive And Negative Test Treatment,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-10,ES-CG-10-CTRL-0005,Candidate CI Interpretation Boundary,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
CGP005-TA-APP-GAP-0004,ES-CG-10,ES-CG-10-CTRL-0006,Candidate False-Pass Prevention,IMPLEMENTATION_EVIDENCE_IMPACT,NOT_REQUIRED_FOR_CANDIDATE_DRAFTING; REQUIRED_BEFORE_ADOPTION_OR_ACTIVATION,NO,NO,NOT_AUTHORIZED,validate_cgp006_wave1_warning_gap_disposition.guide_linkage
