source_id,title,filename,repository_path,source_class,authority_status,version,effective_date,approval_authority,approval_record_path,checksum,checksum_verification_status,exact_approved_bytes_accessioned,source_format,related_pias,related_atlases,applicable_code_guides,related_controls_or_domains,predecessor,successor,supersession_status,conflicts,limitations,custody_status,review_status,originating_commit,repository_integration_receipt_path,notes
CGSRC-GOV-0504,C0-026 Separate Lock-Readiness Report,C0_026_LOCK_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_026_LOCK_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,192343712c519c9e59864da4e0e8961c729e9f15cb3f24eb0f39265e79c42714,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0505,C0-027 Adoption Readiness Report,C0_027_ADOPTION_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_027_ADOPTION_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,7eb805dc29055e7a9fcf10fa1ac38e3a5b36c5f83435ec19ad026ad120893e41,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0506,C0 027 Lock Readiness Certificate.Json,C0_027_LOCK_READINESS_CERTIFICATE.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_027_LOCK_READINESS_CERTIFICATE.json,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,4c2232c0efbfc754fbd06dac068984318c65d260ff70b3301d283c50c67ae4ec,VERIFIED_FILE,YES,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0507,C0-027 Separate Lock-Readiness Report,C0_027_LOCK_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_027_LOCK_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,cd5375f00dd2a8e92dc8e7c69698fd86c67f70667943da27d5799a1defe2e861,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0508,C0-029 Adoption Readiness Report,C0_029_ADOPTION_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_029_ADOPTION_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,c573e0228d779d3c939a5e395da1edac07f50e45a992b9dbf5bcbbc97dff2fc9,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0509,C0 029 Lock Readiness Certificate.Json,C0_029_LOCK_READINESS_CERTIFICATE.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_029_LOCK_READINESS_CERTIFICATE.json,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,8f36057258b98013d4a122da594e4f6e8cf31fc86fdf28be9e3b954b4b1dbbac,VERIFIED_FILE,YES,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0510,C0-029 Separate Lock-Readiness Report,C0_029_LOCK_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_029_LOCK_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,3d489e8d7dfe3e743a7f950ef7e99f0f7f62328afda1a53a4f12ef706f18a7be,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0511,C0-030 Adoption Readiness Report,C0_030_ADOPTION_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_030_ADOPTION_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,e4bba19e1d5ceb7b1bbb00e90959ae03735aba2c2627973c3d64f2e8ceb04a94,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0512,C0 030 Lock Readiness Certificate.Json,C0_030_LOCK_READINESS_CERTIFICATE.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_030_LOCK_READINESS_CERTIFICATE.json,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,1d3e0b306b15f492a1c11e8d6331c7ec88bc3830ae64379e12d2255ed6c963bd,VERIFIED_FILE,YES,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0513,C0-030 Separate Lock-Readiness Report,C0_030_LOCK_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_030_LOCK_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,57e5752a333d137c0bbc8e4b698faeaccf7f3cc29ba55fe3c111449b0bcdc773,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0514,C0-031 Adoption Readiness Report,C0_031_ADOPTION_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_031_ADOPTION_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,84a545844d1f6dd83a74b73f3e5e72a2493eb79c17c480d257e6f2e1d18b01a8,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0515,C0 031 Lock Readiness Certificate.Json,C0_031_LOCK_READINESS_CERTIFICATE.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_031_LOCK_READINESS_CERTIFICATE.json,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,0de1955ac77e3d60871b8ccf23b0c5212b7587c0c9bb3abc529369002abb641b,VERIFIED_FILE,YES,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0516,C0-031 Separate Lock-Readiness Report,C0_031_LOCK_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_031_LOCK_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,8acf8aeccfe64e21f1d080b24b018eb4fdfb41af548e9dd27c1e7029cc8ff7b9,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0517,C0-032 Adoption Readiness Report,C0_032_ADOPTION_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_032_ADOPTION_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,75d0c49fa1de6b7d481f8855c1c74b72b399d187425e464ff773cf27390fc428,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0518,C0 032 Lock Readiness Certificate.Json,C0_032_LOCK_READINESS_CERTIFICATE.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_032_LOCK_READINESS_CERTIFICATE.json,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,07ce1a81e0dfc3d4ad3627ce5e810cced4c9383bd88e763532dd35476cd30936,VERIFIED_FILE,YES,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0519,C0-032 Separate Lock-Readiness Report,C0_032_LOCK_READINESS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_032_LOCK_READINESS_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,65a5b6dd0ec1bdb8eac8415ee16b464aa824e13d63c2c96bfef17fea9506423d,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0520,C0 Batch 1 Track B Adopted Source Manifest.Json,C0_BATCH_1_TRACK_B_ADOPTED_SOURCE_MANIFEST.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTED_SOURCE_MANIFEST.json,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,9fc4ccd7959394e05397d67d0f9bd2db624ad5b876c1ba843063b35ce51340d0,VERIFIED_FILE,PARTIAL,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0521,C0 Batch 1 Track B Adopted Source Manifest,C0_BATCH_1_TRACK_B_ADOPTED_SOURCE_MANIFEST.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTED_SOURCE_MANIFEST.md,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,4593b208e14263462f71668f748a8f50b2e8826cd69ec49ce3cc4b128554b67f,VERIFIED_FILE,PARTIAL,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0522,C0 Batch 1 Track B Adoption Findings.Json,C0_BATCH_1_TRACK_B_ADOPTION_FINDINGS.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTION_FINDINGS.json,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,2364b5d0d720f4abb2c3251969bd92a323ccf339ee8141fe4afe417ced2c3ec2,VERIFIED_FILE,YES,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0523,C0 Batch 1 Track B Adoption Readiness Master Report,C0_BATCH_1_TRACK_B_ADOPTION_READINESS_MASTER_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTION_READINESS_MASTER_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,2b4a3b2c07300cfc27fb83bbcf19fb69381b90f3da437608d59e37359df08354,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0524,C0 Batch 1 Track B Lock Hash Manifest.Json,C0_BATCH_1_TRACK_B_LOCK_HASH_MANIFEST.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_LOCK_HASH_MANIFEST.json,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,1de00907b06842540b3c54392bca0162e15b94e677d590156bd870c33754366a,VERIFIED_FILE,YES,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0525,C0 Batch 1 Track B Lock Readiness Findings.Json,C0_BATCH_1_TRACK_B_LOCK_READINESS_FINDINGS.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_LOCK_READINESS_FINDINGS.json,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,33fabcfd622c129680d30f8175bd1f206e6451f358e5c91e7b939bf679edf4b2,VERIFIED_FILE,YES,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0526,C0 Batch 1 Track B Lock Readiness Master Report,C0_BATCH_1_TRACK_B_LOCK_READINESS_MASTER_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_LOCK_READINESS_MASTER_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,5bb531a88129f903c808ea76444e67eda9e41db6400c692927b4dbabc4d7991e,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0527,C0 Batch 1 Track B Post-Adoption No-Change Report,C0_BATCH_1_TRACK_B_POST_ADOPTION_NO_CHANGE_REPORT.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_POST_ADOPTION_NO_CHANGE_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,76f2e523950ccaf601bd93968570da9e455da2ece6461e574af24a1c9bd5f4ae,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0528,C0 Batch 1 Track B Retained P2 Register.Json,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.json,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.json,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,1b7193974ad118cceaef009fb5e9cf8275c63d64cf754754d325b3fe4d6f1061,VERIFIED_FILE,PARTIAL,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-09;ES-CG-10,authority;safeguarding_privacy_security_ai;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0529,C0 Batch 1 Track B Retained P2 Register,C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_RETAINED_P2_REGISTER.md,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,0f7a143f36e42d818ee44cb5fc7696ca8e46a223e53eed45c585e02e629774cc,VERIFIED_FILE,PARTIAL,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-09;ES-CG-10,authority;safeguarding_privacy_security_ai;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0530,C0 Phase C Changed File Manifest.Json,C0_PHASE_C_CHANGED_FILE_MANIFEST.json,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_CHANGED_FILE_MANIFEST.json,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,55ca3f212b7b580d8a37635d712eb5ddc3caeda7d019c3dc67a582938d9d7f67,VERIFIED_FILE,PARTIAL,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0531,C0 Phase C Cross-Canon Impact Master Report,C0_PHASE_C_CROSS_CANON_IMPACT_MASTER_REPORT.md,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_CROSS_CANON_IMPACT_MASTER_REPORT.md,ADOPTED_GOVERNANCE,CONTROLLING,1.0,,Founder,docs/canon/registries/CANON_ARTIFACT_INVENTORY.md,f9676378a49136d4bc4789dd297fdd0d0999bf68d5ee0eafe94df7aa3605f73c,VERIFIED_FILE,YES,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,REVIEWED,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0532,C0 Phase C Current Lifecycle Delta.Json,C0_PHASE_C_CURRENT_LIFECYCLE_DELTA.json,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_CURRENT_LIFECYCLE_DELTA.json,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,f8f519b277e732300b3f17dd483eaaa92f2d93c9f46c574ad3348b29607cf6ee,VERIFIED_FILE,PARTIAL,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0533,C0 Phase C Current Lifecycle Delta,C0_PHASE_C_CURRENT_LIFECYCLE_DELTA.md,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_CURRENT_LIFECYCLE_DELTA.md,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,850b67718620c893fe1cc5de7e4d65beae1c3785e247457c44c443bd4fbb5224,VERIFIED_FILE,PARTIAL,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0534,C0 Phase C Evidence Package Verification,C0_PHASE_C_EVIDENCE_PACKAGE_VERIFICATION_INSTRUCTIONS.md,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_EVIDENCE_PACKAGE_VERIFICATION_INSTRUCTIONS.md,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,42199fc862d604e653ff313ffe0dc2a9256c2f4cd2c6f300710b10c6e3bd65f4,VERIFIED_FILE,PARTIAL,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0535,C0 Phase C Final Status Report.Json,C0_PHASE_C_FINAL_STATUS_REPORT.json,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_FINAL_STATUS_REPORT.json,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,f3069394bc03b3e39eb1b51f2c1fc5c1b39123116bfce90bb740464dace85d36,VERIFIED_FILE,PARTIAL,JSON,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
CGSRC-GOV-0536,C0 Phase C Final Status Report,C0_PHASE_C_FINAL_STATUS_REPORT.md,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_FINAL_STATUS_REPORT.md,ADOPTED_GOVERNANCE,SUPPORTING,1.0,,Founder,,ae537f83d12b948246ea61b22b08790a97b5cccbb89f61784202c2a41c08b638,VERIFIED_FILE,PARTIAL,MD,,,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,authority;evidence_assurance,,,CURRENT,,CGP-003 did not redraft or re-adjudicate canonical text; lifecycle status follows source records and registries.,REPOSITORY_NATIVE_WITH_RETAINED_GAPS,PENDING_REVIEW,905f9503e3d3a2dad7d74599fa53efa3eaee240d,,
