duplicate_group_id,sha256,copy_count,paths,determination
T1D08-DUP-1037,4b5c64694312f5c41e59f1f4b90f4353fd977f65a3d16a39607bafec8f613752,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-6.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-6.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1042,4bc3a7bb4d1f98421b26cc8edab084c6f18ad3aacb85a87843c1dcf99e1e7359,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-4.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-4.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-4.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1050,4c79d06284910f1b48e507df16d71811285c11699926ad7e07ca406f2efb2b39,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-2.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-2.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-2.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1053,4cc00b49b4e323794f2379c7fdda1adc2cd53b85171d7aee77133eac20cf45b4,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-27.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-27.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1063,4da70d2b75251ab7552c4e8592fd39825970feaa42cb039a73f3896d2c46ec9b,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-4.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-4.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1090,4fef6e13fca45f5e66fdbf56b0dfe665ef6463f5ae3154a93c705f422ec34811,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-21.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-21.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-21.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1091,5009bd5c3d26fc0eb3360ffa33f6cdcbf6e794c3d3be1380ba4680f9343a9677,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-55.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-55.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1123,529fb426ead86d8369e1de59a7d903190f7f7514216359620f34c4f577616160,2,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_CANONICAL_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md;governance/pia/items_07_10_integration/prior_receipts_and_plans/PIA_CANONICAL_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1128,530116c51d87869381cfac7922ff498ccc22bfc59615614c3ce5c18dd161a748,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-72.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-72.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1143,540c82d68f5abc68931167f3c3b36ecdd384119da9c17e19d09b468c7f3fdb31,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-30.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-30.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1152,551850811a898313493baf1d7422a78ca67a0cac386cab196dfb3d5d77ce9a56,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-32.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-32.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1201,58cd95cc485ba7c5870cd379379c96492f46df232464616153dee791aa476cc1,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-62.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-62.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1223,5a3a80ef60c7a0d8591e8b5f0b4b2a40465bceb09af14b8e80c93077005b48f9,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-18.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-18.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-18.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1265,5d31d1c760b6fd1d394124840c83cbf5b8753f2a137bff24415725d9f0b24f99,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-23.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-23.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1267,5d75be66718f74430baf839fec7ee89f5c89cb9040576cfc7506a56ff75aae59,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-68.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-68.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1277,5e0da9b6d826c9653bacb93fb9050103b3216d88a8e7421a20110ac44097b767,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-69.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-69.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1284,5ef2d41314c643497352a8f6fce8c51c5ef0f2697b8afcd3a56644ca421b148a,2,governance/pia/items/07_care_operations/founder_disposition/ITEM_07_CARE_FOUNDER_DISPOSITION_RECORD_EXECUTED.md;governance/pia/items_07_10_integration/founder_disposition_batch/EquineSync_PIA_Items_07_10_Founder_Disposition_Batch_EXECUTED_2026-07-24/ITEM_07_CARE_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1296,5fa367faa5e05a13207df1d7bbecf7fa5af246c300a7c1a885e4d59308224f4c,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-11.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-11.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1298,5fc27398ae2ea328f3c588696d1fb032821b9a95e8718532d8427699cafbca32,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-4.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-4.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1304,60282dd01064cc293ea550a9100114c46fa358f64d0e6443529b886f7cb1772d,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-10.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-10.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1305,60419178c84e88dfb9e426018c937e8093ecb0815f5da38a3b39cdf98bc7661a,2,governance/pia/items/01_identity_account_actor_onboarding/source_package/ITEM_01_IDENTITY_EXECUTED_DISPOSITION_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md;governance/pia/items/01_identity_account_actor_onboarding/source_package/RECEIPTS/ITEM_01_IDENTITY_EXECUTED_DISPOSITION_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1308,6087aa3c6c56e58117937bd226f582ee302a8cc49c78277134fead5ce58834ea,2,docs/canon/reviews/drafting_equine_health_welfare_medical_v1_0/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_DRAFT.md;docs/canon/reviews/equine_health_founder_decision_reconciliation_v1_1/history/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_DRAFT.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1312,61064d54ad057f93056695a2cc3ac8bada0698cb6165afc7263836017021aa42,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-60.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-60.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1315,614a8b7b78aeb9b7e9ed5d9889a40f8b5e36cb2fe2c064a0931ffc9965ea1b65,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-22.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-22.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1317,61677179d28ffe10daa5276d1e235b2d72026d62dfc8341b08d638213ae0ac23,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-5.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-5.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1319,617ea5bba8e59c2cd48b374aa13b61d2c00bcfbe031a0ae7326fcac856428280,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-20.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-20.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-20.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1340,630b6128e37734be01a40d64b80d9fb4d74fce48198c60f9fcbd1a2ef83c232b,3,docs/canon/candidates/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md;docs/canon/history/agreement_consent_authorization_v2_0/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0_HISTORICAL_SUPERSEDED_CANDIDATE.md;docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/current_repository_source/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1341,6311950590a808c901b04ea230f7f8331a43b1480ca21b9df8678d6841fdcfa4,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-49.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-49.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1389,6688f58a9fcfbe55eb22d4e87a77bda7bf95899c4d46d9c11aecb18f26eb546e,2,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md;docs/canon/founder_approved_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1401,67175779abfe8ff2dee0ff7b1b8c06eee42943052071bbad1f65439c73696d07,2,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.md;docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_ECOSYSTEM_MODEL_V2_1_REVIEWED_CANDIDATE.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1405,6754ecd64d3468aad79c80dee2aa0390ae0489f0c0d88b693556e048d929b13e,2,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.docx;docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_ECOSYSTEM_MODEL_V2_1_REVIEWED_CANDIDATE.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1424,68c971f176b7ca2d5a48b0cca7fd595b9a9aa77a4fb40ce15d01e73d6f52d9ff,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-8.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-8.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1427,68e36eeed2cb1134641d352cf31fe32cb34d49dfdb8ef8e2f81759ead37c0349,2,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx;docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_BARN_LIFECYCLE_V3_1_REVIEWED_CANDIDATE.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1439,698b42660c77cfabac17ffec26db2f804cd907254c3f8b041172ae7c7f080540,2,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/REPRESENTATIVE_SCENARIO_MASTER_REGISTER.csv;governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-13/REPRESENTATIVE_SCENARIO_VALIDATION.csv,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1443,6a27c84261f5404dc5503f09422f5766e3cd2dbb2389126e9e2ed5ddc56b3476,2,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx;docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_HORSE_LIFECYCLE_V3_1_REVIEWED_CANDIDATE.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1458,6bcea8536ac5438e551f60d16afa3377d4769c1599cb1e230b802630bf9348d8,2,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx;docs/canon/founder_approved_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1485,6e3f4160e4166831cfe4f154032ff7648a5a44b70762289252c615e98b899fa3,3,docs/canon/adopted_sources/MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_V1_1_ADOPTED_SOURCE.md;docs/canon/reviews/c0_022_permission_v1_1_source_identity_confirmation/source_event/MASTER_PERMISSION_MODEL_V1_1_FOUNDER_CONFIRMED_CONTROLLING_SOURCE.md;docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/recovered_sources/MASTER_PERMISSION_MODEL_V1_1.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1512,700dccb832bde4b69eb72e3e7b0add95a042cbcfe6eadc0e2562a01aa51e632b,2,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md;governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/01_controlling_source/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1542,724a7e3438345142fb3a993fd0eaa5c608123bf8bb0b1131510931267fd50fde,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-32.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-32.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1552,7307e80457ec6aac8e3d6bdc4816187884e75471764b28979ae1402c992a3bc7,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-51.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-51.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1579,74fb6971fc32083b77cee4d7d2e78746a44f3f7b2b3bdc8ed789bb649f53580f,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-31.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-31.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1583,7561351c796d433ac6b9da1eb66eccc53acc2244c764903f6a844d44da704361,2,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.md;docs/canon/founder_approved_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_FOUNDER_APPROVED.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1643,797427be11e65b945c0c0e307120fd7cd96b897d3cb09d5facc51ef828dedcdb,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-15.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-15.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1661,7ab4eca1b514b83912a628fa831aed397b46622e77c27230aa97ef023ab134da,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-5.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-5.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1682,7cab223ae10b0ee560bb8c51f423ec7cb6a450731f58732c1cf1ab3aa96ec10a,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-6.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-6.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-6.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1697,7da213177b0a09d0a22a5398c3756e3e77c9b0a2a808c4c5a78e18b85cefd24a,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-12.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-12.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1729,7f1cd2e7c98d17890c9c2815464d07a6811f5de58006ae2882752584e3c65367,2,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.json;docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g8/GLOBAL_SUPERSESSION_REGISTER.json,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1732,7f2b40ec55ce0f4fc9d3e1466190536ed66931a2d19236eca9079b124e893835,3,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (1).md;governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md;governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/R15_REPEAT_UPLOAD/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (2).md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1736,7f8914070e99da72e61c9b5925e2607586cea9b972c7fb7bb5a771dc53a807ff,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-16.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-16.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1755,811de2d27ca98e90f7da3bf3944229beba42b32fdd739a6c0d3912c3c5db08de,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-39.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-39.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1786,8272449ad73aab353111bb2fe7742713aa08c7c131f5b97d79fec57c9cc59da8,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-10.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-10.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1796,8323b8402c3d445fe2b8d363caf16bb2a8eb4e08b0b37bd36b90ee69092a698d,2,docs/canon/adopted_sources/MASTER_FACILITY_DOMAIN_MODEL_V2_1_ADOPTED_SOURCE.md;docs/canon/reviews/foundational_canon_source_certification_v1_0/source_event/six_reviewed_candidates/MASTER_FACILITY_DOMAIN_MODEL_V2_1_REVIEWED_CANDIDATE.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1809,83ed4cae3d88e8f9921f8bed971ac9e4c49007c5f847aa704ce4eecae814bdbd,2,docs/canon/adopted_sources/MASTER_MINOR_GUARDIANSHIP_SAFEGUARDING_AND_PROTECTED_PARTICIPANT_MODEL_V1_2_ADOPTED_SOURCE.md;docs/canon/candidates/MASTER_MINOR_GUARDIANSHIP_SAFEGUARDING_AND_PROTECTED_PARTICIPANT_MODEL_V1_2_RECONCILED_ADOPTION_CANDIDATE.md,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1815,8436b4f8dbecb39a97bf26775aa1c7247eea61fd3b686a8adf5c4997872ce816,2,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/source_event/CODEX_PROMPT_PRIVACY_AND_REPORTING_EXACT_SOURCE_RECONCILIATION.md;docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/source_event/CODEX_PROMPT_PRIVACY_AND_REPORTING_EXACT_SOURCE_RECONCILIATION.txt,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1836,8589012002151076e2c5de1a7c23e57b1e3b741f47feb0211d46f428767116f8,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-33.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-33.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1837,858fb88bb105e2b524829daae7adc4641725139d59af6a86cb63a45c3cb05d3d,2,docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/final_locked_v1/page-14.png;docs/canon/reviews/c0_004_master_product_vision_lifecycle_completion/render_evidence/phase_a_v2/page-14.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1884,88b33fdb0ccee1710ab5fa58ea5c79f0901c0569513762a1dcf77439976865c6,2,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/reporting/page-11.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/reporting/page-11.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1916,8b423d18d922a54c5d0681a1c83549a3c8df65502d37d053963fb37707be2d53,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-19.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-19.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1919,8b79ad1b9541656cccedbe32be7b0e6bb553b212c469bbf10e6d47d0e9f60198,2,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.docx;docs/canon/founder_approved_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_FOUNDER_APPROVED.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1944,8d084031c7e3098e5a8f3b167507789e350ba4c84dcd0ca1296efef3e93ae073,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-36.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-36.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1945,8d24061d7120e2a24bf7ad89a7fb053deb5245e86e3ab8cb00c1e88320f41d39,3,docs/canon/adoptions/c0_023_c0_035_adoption/render_evidence/privacy/page-5.png;docs/canon/locks/privacy_v2_0/render_evidence/final_locked/page-5.png;docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/render_evidence/privacy/page-5.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-1966,8ea29f682f25bb8f38cace44426b875ab8695e87e6e975af356dc5576bca00b0,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-48.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-48.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-2020,915734948703051498c73dac82ab7833f5bb74ee409b570292264897f4880cd1,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-14.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-14.png,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-2025,91bd21a767798e812788efc13623ba2a868d9bdbde8b77c9068e6177df4e5fc3,2,docs/canon/adopted_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx;docs/canon/founder_approved_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_FOUNDER_APPROVED.docx,VERIFIED_EXACT_DUPLICATE
T1D08-DUP-2048,936e8df84b862648302cdb95716118b5584f7266794086bf1f61e239f3b76e88,2,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/final_locked_v2/page-66.png;docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/render_evidence/phase_a_v1/page-66.png,VERIFIED_EXACT_DUPLICATE
