source_id,repository_path,title,source_disposition,authority_state,sha256,byte_length,git_blob,canonical_representation,controlling_version,implementation_use,duplicate_cluster_id,content_differs_from_canonical,founder_disposition_required
SRC-RR2-00628,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_AUTHORITY_BOUNDARY_VERIFICATION.md,Identity V2.0 Lock Authority-Boundary Verification,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,901529243b25532faab2c227972d7e71cf635329adde5748aa7a10c7cee57685,656,e5d381216a0b639fea436629d4a733033f446693,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_AUTHORITY_BOUNDARY_VERIFICATION.md,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00629,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_CORE_DISTINCTIONS_VERIFICATION_MATRIX.md,Identity V2.0 Lock Core-Distinctions Verification Matrix,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,01ff1e35618f4497808468927dd55ee87108a5f56b0131b2719bbaf92763ad57,710,58c33e1a528687439de38fb84e636b94bb85f60c,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_CORE_DISTINCTIONS_VERIFICATION_MATRIX.md,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00630,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_DOMAIN_BOUNDARY_CONFIRMATION.md,Identity V2.0 Lock Domain-Boundary Confirmation,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,9f7a90010d7477ad7c09c538f82faa6261cea904434428e15f03294342e1826b,752,fd9a59fffd700bb4673508a5a225316f5a89b6a0,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_DOMAIN_BOUNDARY_CONFIRMATION.md,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00631,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_FINAL_CROSS_CANON_CONSISTENCY_CONFIRMATION.md,Identity V2.0 Final Cross-Canon Consistency Confirmation,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,34d5790009ad29d836f1c412740b154fcd08cd31ff1f136856f27a07aa05957a,855,e85dabcca0b02fd34ea3f9e757ef51c309bc6801,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_FINAL_CROSS_CANON_CONSISTENCY_CONFIRMATION.md,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00632,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_PROTOCOL_PROVIDER_NEUTRALITY_VERIFICATION.md,Identity V2.0 Lock Protocol and Provider Neutrality Verification,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,bc3ef1b58d2ed999d38c252b293bdbc7ede65edd541303469cca5f97bce710cd,583,ac0782879fa5a5c30923360c64a8d540926c4ae3,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_PROTOCOL_PROVIDER_NEUTRALITY_VERIFICATION.md,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00633,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_REVIEW_MANIFEST.json,IDENTITY_ACTOR_V2_LOCK_REVIEW_MANIFEST,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,5206bff63a1913954f5c9a979609ffabea0b64e1e86371de0e8f6e50894b2bc6,1979,b80530b55dda3409ee4a64884f450d58370167e0,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_REVIEW_MANIFEST.json,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00634,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_REVIEW_REPORT.md,"Identity, Account, and Actor Model V2.0 Lock Review",authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,8182054b99542bd90f64e9bed0431440508d517169371343502f653b54e3c08a,2531,8592688efa20121b856a5a1601ca87ee6d2c1ccd,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_LOCK_REVIEW_REPORT.md,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00635,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P1_CORRECTION_VERIFICATION_LEDGER.md,"Identity, Account, and Actor V2.0 P1 Correction Verification Ledger",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,98f1270b5719a43011b611693b15756769f5ec4a4a0a2195ebd43a41b58725c9,1377,dff59a665ea74ee95b558a76bf939a1234b7452e,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P1_CORRECTION_VERIFICATION_LEDGER.md,V2,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00636,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P2_ADOPTION_DISPOSITION_REPORT.md,"Identity, Account, and Actor V2.0 P2 Adoption Disposition",authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,5cd00dc3a46c1c8d579c6fbf7d0b524ea8b1a9c77baf6a50780613ebeda3cbae,1293,68eef76957f2e13a7e0d3c231361a048d3a3ffb4,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P2_ADOPTION_DISPOSITION_REPORT.md,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00637,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P2_DISPOSITION_LEDGER.md,"Identity, Account, and Actor V2.0 P2 Disposition Ledger",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,46972df6bcac261474e0193a6d4c45b685f6f34d30c4b2ce65b557a8c3584560,1459,aa8ef36c3f5298ae25e64e95f82c085c349f0039,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P2_DISPOSITION_LEDGER.md,V2,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00638,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P2_LOCK_DISPOSITION_REPORT.md,Identity V2.0 P2 Lock Disposition,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,91d180ac32548f9c2c0365008c46a70b0e882298b382f9fa84705607451e07d9,1072,94fa8e621f9f80ac6439c0435d1096e8061b2cb2,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P2_LOCK_DISPOSITION_REPORT.md,V2,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00639,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_PROTOCOL_PROVIDER_NEUTRALITY_VERIFICATION.md,"Identity, Account, and Actor V2.0 Protocol and Provider Neutrality Verification",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,b722ea1d911dee8d3a53ea561b9b521ba456b188ceb6dae4d3f8c6bfca62325b,1212,6299053065ae10483591baf9ec69845c2bb1ecc1,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_PROTOCOL_PROVIDER_NEUTRALITY_VERIFICATION.md,V2,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00640,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_PROVENANCE_RECORD.md,"Identity, Account, and Actor V2.0 Provenance Record",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,88874ef8fafb51cbbe8b235159b4a726c456f3d686bbb1e107221b98cc6054c5,736,36ed947ce227e9400f3927ad6ffdbaa474a9869e,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_PROVENANCE_RECORD.md,V2,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00641,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_REQUIRED_CORRECTIONS_AND_EXPANSIONS.md,"Identity, Account, and Actor V2.0 Required Corrections and Expansions",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,7d3152c84ea4568c36e818844509ec27e6f80880f43ff524b2f7081fd35d2271,3725,563ef82548123f1094b7195423b05cbea723c16a,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_REQUIRED_CORRECTIONS_AND_EXPANSIONS.md,V2,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00642,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_ALIGNMENT_REPORT.md,"Agreement, Consent, and Authorization V2.0 Alignment Report",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,ff7cbee7de4c52fda362ecf594d86100647db6b9aa82ef49b0a8600d0cf8edd0,2485,1d725ad642488f2d7388989d9637e433f9dd360a,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_ALIGNMENT_REPORT.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00643,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_CANON_INDEX_PROPOSAL.md,"Agreement, Consent, and Authorization V2.0 Canon Index Proposal",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,2a38eaf4920f811bd44e729fb25de1f1bd92bea319360a7d07a4eb1dbf6eff27,950,589b89839d62fffe19ac174e85c730240dd35388,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_CANON_INDEX_PROPOSAL.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00644,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_LOCK_BLOCKER_REPORT.md,"Agreement, Consent, and Authorization V2.0 Lock Blocker Report",authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,8d8ece36a1b1d0f03ca818101482c90fab0bb868308e3401d60e9eb0d3ae24b3,734,d92c5d50f3ba24f55bc473cb8754ef5f485c104a,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_LOCK_BLOCKER_REPORT.md,VERSION_NOT_DECLARED,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00645,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_PRESERVATION_AND_CORRECTION_MATRIX.md,"Agreement, Consent, and Authorization V2.0 Preservation and Correction Matrix",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,fc9bd61b05a0794322614feb708adf8152d904b53e60d29a384f557aa7189cf7,1461,2d72c9986ed5cb7c325719d4932e67a4426b894e,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_PRESERVATION_AND_CORRECTION_MATRIX.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00646,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_PROPOSED_ADOPTION_REPORT.md,"Agreement, Consent, and Authorization V2.0 Proposed Adoption Report",authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,acd82b11c8b3875565d1e76e82bad7a37ffe89e6f0073bbaefecd5d2df26742c,928,915e8dc276849adda0aac0a95c6938e9ead33992,docs/canon/reviews/foundational_gap_closure/B_AGREEMENT_CONSENT/B_AGREEMENT_CONSENT_PROPOSED_ADOPTION_REPORT.md,VERSION_NOT_DECLARED,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00647,docs/canon/reviews/foundational_gap_closure/CONSTITUTIONAL_DEPENDENCY_VALIDATION_PLAN.md,Constitutional Dependency Validation Plan,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,5f2c1fdccde92020ce0f88ca1fa550acd30dcd7b592c88e5fd1e59d270bee698,3892,2b65e7aed4eb371a28f5f5fe80f3d87226e6af1c,docs/canon/reviews/foundational_gap_closure/CONSTITUTIONAL_DEPENDENCY_VALIDATION_PLAN.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00648,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_ALIGNMENT_REPORT.md,Audit Event and Evidence V2.0 Alignment Report,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,adc9d03a40481a6cc8f013c10a4792d171ba8f4597632af621b6e7bd514c1535,2566,3ce9fc9cdb8c5b20c7d2b6c4340e8c0b6a79932a,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_ALIGNMENT_REPORT.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00649,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_CANON_INDEX_PROPOSAL.md,Audit Event and Evidence V2.0 Canon Index Proposal,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,8144dde7229a28d5f20b2f54978974c60442aa3e5cced4d5663117fde3508ede,983,e08136d5a1f2cf152858029bf404260484638e7b,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_CANON_INDEX_PROPOSAL.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00650,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_LOCK_BLOCKER_REPORT.md,Audit Event and Evidence V2.0 Lock Blocker Report,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,910cecab27bc357214d6790a334bc626892e691d837472468bf0158e4c591e4c,779,b337071355589111df66080ddbec0d51f1831fca,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_LOCK_BLOCKER_REPORT.md,VERSION_NOT_DECLARED,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00651,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_PRESERVATION_AND_CORRECTION_MATRIX.md,Audit Event and Evidence V2.0 Preservation and Correction Matrix,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,a44e134d87974ec13022ef5665251a9d96c4e18a317670f9097c3dce3d8c0318,1448,ece34878b218ec6aac2ddc07c5f2c49fc75465d4,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_PRESERVATION_AND_CORRECTION_MATRIX.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00652,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_PROPOSED_ADOPTION_REPORT.md,Audit Event and Evidence V2.0 Proposed Adoption Report,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,084334e705afe3630968a71c95cf94ced899e00a2f55a8ff49bae6993dfc67f4,915,fb75ac80d3400fbbb9ece822632be868ece004fd,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_PROPOSED_ADOPTION_REPORT.md,VERSION_NOT_DECLARED,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00653,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_ALIGNMENT_REPORT.md,"Communication, Notification, and Notice V2.0 Alignment Report",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,ff4a01f2b70f4bbe0c7d67286a5ab4bb5be45250c16e8f55b5944d30fca70ea9,2656,a2352f6e7c53cd96d2eeda1c1004a94aea331811,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_ALIGNMENT_REPORT.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00654,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_CANON_INDEX_PROPOSAL.md,"Communication, Notification, and Notice V2.0 Canon Index Proposal",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,ac8829f4e9cae2310b1e037ca03a8087aef67f6abde9e6532455bc8c01daf296,1078,175ba5d90016d3b077f6cb0133279c841cadfc0f,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_CANON_INDEX_PROPOSAL.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00655,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_LOCK_BLOCKER_REPORT.md,"Communication, Notification, and Notice V2.0 Lock Blocker Report",authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,b531f78b044313f472c57b8ad0c6164ea908e4776555033f3f1c5816aa5a2956,793,6987c7c669ea13094f2589e9f0ca895281a17525,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_LOCK_BLOCKER_REPORT.md,VERSION_NOT_DECLARED,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00656,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_PRESERVATION_AND_CORRECTION_MATRIX.md,"Communication, Notification, and Notice V2.0 Preservation and Correction Matrix",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,a96812f8470d9e413448f12245c6541269d20b17112aa609cc68f2eb1a0015ce,1463,cd48e9e593bf4dd9230bb9064138a588ade37c84,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_PRESERVATION_AND_CORRECTION_MATRIX.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00657,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_PROPOSED_ADOPTION_REPORT.md,"Communication, Notification, and Notice V2.0 Proposed Adoption Report",authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,52ca57ea31dde0045a893a33180a106a03517b7b2ee8d5b3a298b87694cdec09,930,75f788afc02efef89414f51b03b6679d3ec1e77e,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_PROPOSED_ADOPTION_REPORT.md,VERSION_NOT_DECLARED,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00658,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_ALIGNMENT_REPORT.md,"Platform Operations, Reliability, and Release V2.0 Alignment Report",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,aee883cdabaa641a6155da14a49882ed425eee253e79e1639207e131ad50d1c7,2545,29487735c31e14b71fff25e946bf715b3d89be66,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_ALIGNMENT_REPORT.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00659,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_CANON_INDEX_PROPOSAL.md,"Platform Operations, Reliability, and Release V2.0 Canon Index Proposal",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,de9bbf8fc617ce348985e7df56f072450088329aad28894ad2744346d46082d1,985,aa60381bc3ec1dc9ac888543c3537d12ea5b9444,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_CANON_INDEX_PROPOSAL.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00660,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_LOCK_BLOCKER_REPORT.md,"Platform Operations, Reliability, and Release V2.0 Lock Blocker Report",authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,fc8b434e930d324680f589486f218d814d9538bafa848d3da8e8cb610b9f6925,741,f5591f5bc7ccb51e4c0140c5a31d47ac9f1331c6,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_LOCK_BLOCKER_REPORT.md,VERSION_NOT_DECLARED,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00661,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_PRESERVATION_AND_CORRECTION_MATRIX.md,"Platform Operations, Reliability, and Release V2.0 Preservation and Correction Matrix",authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,c2484e58d668c5b22e2d6c8c812fd5a142d5fce1d314d04c112f16eff084a39a,1469,547619dbd5d3447039e0aae91e9ac3deb29b2a38,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_PRESERVATION_AND_CORRECTION_MATRIX.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00662,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_PROPOSED_ADOPTION_REPORT.md,"Platform Operations, Reliability, and Release V2.0 Proposed Adoption Report",authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,6f6a2f55ef4fb445bd670283dd4e5798b56cd967b32f3373d92e8138c503ef19,936,df5eb5c0481316853afe98cf24fabbf6557797a0,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_PROPOSED_ADOPTION_REPORT.md,VERSION_NOT_DECLARED,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00663,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_CANON_GAP_CLOSURE_REPORT.md,Foundational Canon Gap Closure Report,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,7f080be2652d9e1cacc8b420a9bbd0d235d2982b56cc292f8a0d5ed4e3ee213e,5189,6d48b87c810180a9c02621d906e67cdf11c90c85,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_CANON_GAP_CLOSURE_REPORT.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00664,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_GAP_CLOSURE_WORKSTREAM_INDEX.md,Foundational Gap Closure Workstream Index,authoritative current source,PROTECTED_REPOSITORY_BYTES_PRESENT,c2862db6e80e8d380f3285d1116ce56619a33f38c08708fcf735a67318f1d472,2431,a6f1e39b0b902a5323e58c180d76aac07a45d908,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_GAP_CLOSURE_WORKSTREAM_INDEX.md,VERSION_NOT_DECLARED,safe for documentary source mapping only,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
SRC-RR2-00665,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_CORRECTION_VERIFICATION_LEDGER.md,External Architecture V2.0 Adoption Correction Verification Ledger,authoritative current source,SOURCE_CONTAINS_ADOPTION_OR_LOCK_EVIDENCE_NOT_PACKAGE_ADOPTION,0191655dcdfc6bd741018756fb5e6794aa5f67ae43ad48a7d1ca699509950021,1643,7f76495241cdf5e4bfa82519dbb4a94545dec9d7,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_CORRECTION_VERIFICATION_LEDGER.md,V2.0,safe for governance interpretation when exact scope matches,NO_DUPLICATE_CLUSTER,NOT_APPLICABLE,NO
