cluster_id,source_path,preferred_canonical_representation,exact_byte_identity,counterpart_or_derivative,content_differs,controlling_version,archive_treatment,other_copies_usable
T1R2-SRC-CLUSTER-033,docs/canon/candidates/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0.md,docs/canon/adopted_sources/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0_ADOPTED_SOURCE.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-034,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.md,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.md,YES,exact duplicate,NO,V2.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-034,docs/canon/founder_approved_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_FOUNDER_APPROVED.md,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.md,YES,exact duplicate,NO,V2.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-035,docs/canon/adoptions/c0_batch_1/C0_BATCH_1_TRACK_B_ADOPTION_HASH_MANIFEST.json,docs/canon/adoptions/c0_batch_1/C0_BATCH_1_TRACK_B_ADOPTION_HASH_MANIFEST.json,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-035,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTED_SOURCE_MANIFEST.json,docs/canon/adoptions/c0_batch_1/C0_BATCH_1_TRACK_B_ADOPTION_HASH_MANIFEST.json,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-036,docs/canon/candidates/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,docs/canon/candidates/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,YES,exact duplicate,NO,V2.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-036,docs/canon/history/agreement_consent_authorization_v2_0/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0_HISTORICAL_SUPERSEDED_CANDIDATE.md,docs/canon/candidates/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,YES,exact duplicate,NO,V2.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-036,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/current_repository_source/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,docs/canon/candidates/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-037,docs/canon/candidates/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_0.md,docs/canon/candidates/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_0.md,YES,exact duplicate,NO,V2.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-037,docs/canon/history/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_0_CANDIDATE.md,docs/canon/candidates/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_0.md,YES,exact duplicate,NO,V2.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-038,docs/canon/candidates/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0.md,docs/canon/candidates/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0.md,YES,exact duplicate,NO,V2.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-038,docs/canon/reviews/eight_canon_founder_approval_reconciliation_v1_0/predecessors/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0.md,docs/canon/candidates/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-039,docs/canon/companions/EQUINESYNC_CONSTITUTIONAL_VOCABULARY_AND_DEFINITIONS_INDEX_V1_2.md,docs/canon/companions/EQUINESYNC_CONSTITUTIONAL_VOCABULARY_AND_DEFINITIONS_INDEX_V1_2.md,YES,exact duplicate,NO,V1.2,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-039,docs/canon/reviews/parallel_safeguarding_companion_reconciliation_v1_0/source_package/extracted/EQUINESYNC_CONSTITUTIONAL_VOCABULARY_AND_DEFINITIONS_INDEX_V1_2.md,docs/canon/companions/EQUINESYNC_CONSTITUTIONAL_VOCABULARY_AND_DEFINITIONS_INDEX_V1_2.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-040,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.json,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.json,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-040,docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g8/GLOBAL_GOVERNANCE_P2_REGISTER.json,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.json,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-040,docs/canon/reviews/governance_v1_0_final_baseline_resumption/companion_adoption/GLOBAL_COMPANION_ARTIFACT_RETAINED_P2_REGISTER.json,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.json,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-041,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.md,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-041,docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g8/GLOBAL_GOVERNANCE_P2_REGISTER.md,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-042,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.json,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.json,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-042,docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g8/GLOBAL_SUPERSESSION_REGISTER.json,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.json,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-043,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.md,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-043,docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g8/GLOBAL_SUPERSESSION_REGISTER.md,docs/canon/companions/GLOBAL_SUPERSESSION_REGISTER.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-044,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/source_event/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_ORIGINAL.md,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/source_event/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_ORIGINAL.md,YES,exact duplicate,NO,V2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-044,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/recovered_sources/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1.md,docs/canon/reviews/c0_019_agreement_consent_authorization_lifecycle_completion/source_event/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_ORIGINAL.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-045,docs/canon/reviews/drafting_equine_health_welfare_medical_v1_0/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_DRAFT.md,docs/canon/reviews/drafting_equine_health_welfare_medical_v1_0/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_DRAFT.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-045,docs/canon/reviews/equine_health_founder_decision_reconciliation_v1_1/history/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_DRAFT.md,docs/canon/reviews/drafting_equine_health_welfare_medical_v1_0/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_DRAFT.md,YES,exact duplicate,NO,V1.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-046,docs/canon/reviews/drafting_equine_health_welfare_medical_v1_0/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_REVISED_NONCONTROLLING_DRAFT.md,docs/canon/reviews/drafting_equine_health_welfare_medical_v1_0/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_REVISED_NONCONTROLLING_DRAFT.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-046,docs/canon/reviews/equine_health_founder_decision_reconciliation_v1_1/history/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_REVISED_NONCONTROLLING_DRAFT.md,docs/canon/reviews/drafting_equine_health_welfare_medical_v1_0/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_0_REVISED_NONCONTROLLING_DRAFT.md,YES,exact duplicate,NO,V1.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-047,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_CURRENT_LIFECYCLE_DELTA.json,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_CURRENT_LIFECYCLE_DELTA.json,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-047,docs/canon/reviews/governance_v1_0_final_baseline_resumption/c0_lifecycle/C0_HISTORICAL_TO_CURRENT_DELTA_PHASE_C.json,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_CURRENT_LIFECYCLE_DELTA.json,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-048,docs/canon/reviews/media_files_digital_assets_v1_1/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_RECOMMENDATIONS.md,docs/canon/reviews/media_files_digital_assets_v1_1/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_RECOMMENDATIONS.md,YES,exact duplicate,NO,V1.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-048,docs/canon/reviews/media_files_digital_assets_v1_2/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_RECOMMENDATIONS.md,docs/canon/reviews/media_files_digital_assets_v1_1/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_FOUNDER_RECOMMENDATIONS.md,YES,exact duplicate,NO,V1.2,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-049,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/mounted_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_REVIEWED_DRAFT.md,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/mounted_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_REVIEWED_DRAFT.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-049,docs/canon/reviews/privacy_reporting_format_counterpart_completion_v1_0/exact_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_REVIEWED_DRAFT.md,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/mounted_sources/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_REVIEWED_DRAFT.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-050,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/source_event/CODEX_PROMPT_PRIVACY_AND_REPORTING_EXACT_SOURCE_RECONCILIATION.md,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/source_event/CODEX_PROMPT_PRIVACY_AND_REPORTING_EXACT_SOURCE_RECONCILIATION.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-050,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/source_event/CODEX_PROMPT_PRIVACY_AND_REPORTING_EXACT_SOURCE_RECONCILIATION.txt,docs/canon/reviews/privacy_reporting_exact_source_reconciliation_v1_0/source_event/CODEX_PROMPT_PRIVACY_AND_REPORTING_EXACT_SOURCE_RECONCILIATION.md,YES,exact duplicate,NO,V1.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-051,governance/implementation/code-guides/drafting/CGP-006/SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_GAP_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1/APPROVED_SOURCE/CGP006_MAP_GAP_0005_SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1_0_FOUNDER_APPROVED.md,governance/implementation/code-guides/drafting/CGP-006/SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_GAP_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1/APPROVED_SOURCE/CGP006_MAP_GAP_0005_SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1_0_FOUNDER_APPROVED.md,YES,exact duplicate,NO,V1.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-051,governance/implementation/code-guides/drafting/CGP-006/SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_GAP_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1/CGP006_MAP_GAP_0005_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1_0.md,governance/implementation/code-guides/drafting/CGP-006/SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_GAP_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1/APPROVED_SOURCE/CGP006_MAP_GAP_0005_SAAS_SUBSCRIPTION_FINANCIAL_PROVIDER_RUNTIME_EVIDENCE_CLOSURE_CRITERIA_AND_ASSURANCE_PLAN_V1_1_0_FOUNDER_APPROVED.md,YES,exact duplicate,NO,V1.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-052,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/ES-CODE-GUIDE-SOLO-FOUNDER-COMPENSATING-ASSURANCE-PROFILE-V1.0.0.md,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/ES-CODE-GUIDE-SOLO-FOUNDER-COMPENSATING-ASSURANCE-PROFILE-V1.0.0.md,YES,exact duplicate,NO,V1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-052,governance/implementation/code-guides/profiles/ES-CODE-GUIDE-SOLO-FOUNDER-COMPENSATING-ASSURANCE-PROFILE-V1.0.0.md,governance/implementation/code-guides/drafting/CGP-006/SOLO_FOUNDER_COMPENSATING_ASSURANCE_PROFILE_AND_STAGE_24_READINESS_REBASE_V1/ES-CODE-GUIDE-SOLO-FOUNDER-COMPENSATING-ASSURANCE-PROFILE-V1.0.0.md,YES,exact duplicate,NO,V1.0.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-053,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/REPRESENTATIVE_SCENARIO_MASTER_REGISTER.csv,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/REPRESENTATIVE_SCENARIO_MASTER_REGISTER.csv,YES,exact duplicate,NO,V1.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-053,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-13/REPRESENTATIVE_SCENARIO_VALIDATION.csv,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/REPRESENTATIVE_SCENARIO_MASTER_REGISTER.csv,YES,exact duplicate,NO,V1.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-054,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-054,governance/implementation/code-guides/registers/OPEN_DECISION_REGISTER.csv,governance/implementation/code-guides/registers/CODE_GUIDE_OPEN_DECISION_REGISTER.csv,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-055,governance/pia/items/01_identity_account_actor_onboarding/founder_disposition/ITEM_01_IDENTITY_FOUNDER_FINAL_DISPOSITION_EXECUTED.md,governance/pia/items/01_identity_account_actor_onboarding/founder_disposition/ITEM_01_IDENTITY_FOUNDER_FINAL_DISPOSITION_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-055,governance/pia/items/01_identity_account_actor_onboarding/source_package/ITEM_01_IDENTITY_FOUNDER_FINAL_DISPOSITION_EXECUTED.md,governance/pia/items/01_identity_account_actor_onboarding/founder_disposition/ITEM_01_IDENTITY_FOUNDER_FINAL_DISPOSITION_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-056,governance/pia/items/01_identity_account_actor_onboarding/source_package/ITEM_01_IDENTITY_EXECUTED_DISPOSITION_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,governance/pia/items/01_identity_account_actor_onboarding/source_package/ITEM_01_IDENTITY_EXECUTED_DISPOSITION_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-056,governance/pia/items/01_identity_account_actor_onboarding/source_package/RECEIPTS/ITEM_01_IDENTITY_EXECUTED_DISPOSITION_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,governance/pia/items/01_identity_account_actor_onboarding/source_package/ITEM_01_IDENTITY_EXECUTED_DISPOSITION_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-057,governance/pia/items/01_identity_account_actor_onboarding/source_package/SUPPORTING_PROGRAM_AUTHORITY/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md,governance/pia/items/01_identity_account_actor_onboarding/source_package/SUPPORTING_PROGRAM_AUTHORITY/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-057,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/02_founder_records/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md,governance/pia/items/01_identity_account_actor_onboarding/source_package/SUPPORTING_PROGRAM_AUTHORITY/FOUNDER_GOVERNANCE_DISPOSITION_TEN_PIA_DOCUMENTARY_BASELINES_2026-07-23.md,YES,exact duplicate,NO,V0.4.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-058,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md,YES,exact duplicate,NO,V0.4.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-058,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/01_controlling_source/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate.md,YES,exact duplicate,NO,V0.4.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-059,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate_MACHINE_READABLE.json,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate_MACHINE_READABLE.json,YES,exact duplicate,NO,V0.4.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-059,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/02_fresh_review_and_reconciliation/01_controlling_source/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate_MACHINE_READABLE.json,governance/pia/items/05_core_navigation_search_application_shell/source_branch_tree/docs/canon/reviews/core_navigation_search_application_shell_pia_v0_4_0/01_complete_documentary_package/01_pia/EquineSync_Core_Navigation_Search_Application_Shell_PIA_V0_4_0_Complete_Documentary_Candidate_MACHINE_READABLE.json,YES,exact duplicate,NO,V0.4.0,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-060,governance/pia/items/07_care_operations/founder_disposition/ITEM_07_CARE_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,governance/pia/items/07_care_operations/founder_disposition/ITEM_07_CARE_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-060,governance/pia/items_07_10_integration/founder_disposition_batch/EquineSync_PIA_Items_07_10_Founder_Disposition_Batch_EXECUTED_2026-07-24/ITEM_07_CARE_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,governance/pia/items/07_care_operations/founder_disposition/ITEM_07_CARE_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
