record_id,record_type,severity,domain,source,source_path,description,affected_scope,affected_users,affected_artifacts,evidence,owner,steward,required_treatment,compensating_controls,related_RF,related_IWP,related_PIA,related_Code_Guide,related_PR,dependency,target_gate,due_date,expiry,review_trigger,current_status,closure_criterion,closure_authority,closure_evidence,closure_date,residual_risk,certification_or_waiver,successor_or_transfer_target,reopening_conditions
T1D06-REC-028,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Constitutional Conflict Analysis",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,21be28f79c8cbfaf257606bd555cc8570608acd4201e34fb84c8dd863d429168,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-029,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Constitutional Correction Report",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CONSTITUTIONAL_CORRECTION_REPORT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CONSTITUTIONAL_CORRECTION_REPORT.md,83c3d541d678426c593cb44c492dfbcdf1055cc8d9cb2f62dac876c84527be9b,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-030,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor Model V2.0 Constitutional Review",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CONSTITUTIONAL_REVIEW_REPORT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CONSTITUTIONAL_REVIEW_REPORT.md,8207fe1f919f703a47ad75ace106c02a1552887485633e58868178e6962d0840,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-031,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Controlled Adoption Review",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CONTROLLED_ADOPTION_REVIEW_REPORT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CONTROLLED_ADOPTION_REVIEW_REPORT.md,4458412bc6ecfe598bc824cedbd95e0e9d0882cec5c7512580b27b55e4a3e009,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-032,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Core Distinctions Verification Matrix",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CORE_DISTINCTIONS_VERIFICATION_MATRIX.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CORE_DISTINCTIONS_VERIFICATION_MATRIX.md,822db8c9455c1d15fee0337e237f671a94cdc3303efd2cd68d78769ac635cda4,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-033,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Cross-Canon Dependency Matrix",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CROSS_CANON_DEPENDENCY_MATRIX.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CROSS_CANON_DEPENDENCY_MATRIX.md,4114fa4ac26b5f9732051c460a62446c321f92ddd853965f8e4a9a342cf9d0eb,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-034,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Cross-Canon Reference Reconciliation",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CROSS_CANON_REFERENCE_RECONCILIATION.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_CROSS_CANON_REFERENCE_RECONCILIATION.md,97ffe07826540c89c5abe948cab9f6ef65aca51657052156170ccc319ed0ddef,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-035,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Domain Ownership Boundary Matrix",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_DOMAIN_OWNERSHIP_BOUNDARY_MATRIX.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_DOMAIN_OWNERSHIP_BOUNDARY_MATRIX.md,10a6eb55ecc333d5b4b45abe8b305fd59871da2555936e4d3533bfaf1e53ecff,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-036,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Final Cross-Canon Consistency Confirmation",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FINAL_CROSS_CANON_CONSISTENCY_CONFIRMATION.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FINAL_CROSS_CANON_CONSISTENCY_CONFIRMATION.md,45a3e7b75dd7bb296be70d012f96260b64d37862b90bbc2c21ba1a6530f04ead,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-037,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Focused Diff Report",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FOCUSED_DIFF_REPORT.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FOCUSED_DIFF_REPORT.md,e93fe6b0005fc1396d0abdab961c4ac83403968b72b30c757807c055fb4d723c,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-038,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Founder Adoption Decision Package",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FOUNDER_ADOPTION_DECISION_PACKAGE.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FOUNDER_ADOPTION_DECISION_PACKAGE.md,43dd001fb5934c3549da24345d8f216dd8c98bb11e87dee7cf22c14928c16373,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-039,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Founder Controlled Adoption Decision Record",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FOUNDER_CONTROLLED_ADOPTION_DECISION_RECORD.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FOUNDER_CONTROLLED_ADOPTION_DECISION_RECORD.md,2f5b1fca3febc69506b692851ad2d94f056c50136ece537527ec08a245494194,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
T1D06-REC-040,governance gap,P2,CONSTITUTIONAL_GOVERNANCE_SOURCE,"Identity, Account, and Actor V2.0 Founder Decision Package",docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FOUNDER_DECISION_PACKAGE.md,Source row requires preservation until exact closure evidence and authority are verified.,SOURCE_SPECIFIC,SOURCE_SPECIFIC_OR_NOT_ASSESSED,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_FOUNDER_DECISION_PACKAGE.md,7d6b148891542dbb17d6034d14d889fdde2e5f4a0b82faab6007f7396eed7e96,UNASSIGNED_OWNER_REQUIRES_DOCUMENT_07_ROW,DOCUMENTARY_STEWARD_REQUIRED,REVIEW_AND_RECORD_EVIDENCE_BEFORE_CLOSURE,NONE_ACCEPTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DOCUMENT_04_AND_DOCUMENT_05_RECONCILIATION,FOUNDER_REVIEW,NOT_SET_BY_THIS_PACKAGE,NOT_SET_BY_THIS_PACKAGE,"Source conflict, expired exception, missing evidence, or authority claim.",RETAINED,"Exact evidence, reviewer validation, and closure authority.",Founder or expressly delegated authority.,NOT_PROVIDED_BY_THIS_PACKAGE,NONE,RETAINED,NONE_GRANTED_BY_THIS_PACKAGE,SOURCE_SPECIFIC,"Evidence loss, source conflict, expired waiver, or overclaim."
