requirement_id,requirement_text,controlling_source,source_path,source_locator,source_version,source_version_declaration_state,authority_state,requirement_type,original_requirement_type_claim,iso29148_characteristic_check,requirement_status,backward_trace_state,design_tier_state,product_domain,affected_actors,affected_data,safeguarding_relevance,financial_relevance,privacy_relevance,health_or_welfare_relevance,implementation_path,candidate_symbol_identifier,symbol_resolution_state,implementation_summary,path_verification_state,discovery_method,verification_method,verification_commit,reviewer,review_date,requirement_satisfaction_analysis,known_divergence,candidate_test_file_id,test_case_identified,test_type,test_path,exact_test_or_assertion_locator,execution_command,execution_environment,execution_date,execution_commit,result,runtime_evidence,evidence_artifact,confidence,confidence_basis,gap_state,owner,next_action
T1R2-REQ-0026,Approve Capacitor as the native shell strategy. | requires founder review | BN22A can prove shell readiness without committing to store submission timing.,BN22A Capacitor Native Readiness + Shell Integration,docs/BN22A_CAPACITOR_NATIVE_READINESS_PLAN.md,line 72,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Founder,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0026,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf18_qa_uat_public_launch_readiness.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0027,"Approve app identity values. | requires founder review | App name, bundle id, package id, display name, icon/splash direction, and native URL handling need explicit approval before submission.",BN22A Capacitor Native Readiness + Shell Integration,docs/BN22A_CAPACITOR_NATIVE_READINESS_PLAN.md,line 73,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Identity Access,Founder,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0027,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_review_queue_and_lifecycle.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0028,Approve native permission posture. | requires founder review | Permissions must match actual features and avoid over-broad mobile claims.,BN22A Capacitor Native Readiness + Shell Integration,docs/BN22A_CAPACITOR_NATIVE_READINESS_PLAN.md,line 74,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Identity Access,Founder,permission records,NO,NO,YES,NO,backend/core/permissions.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0028,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_permissions_wiring.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0029,Approve TestFlight/internal-test timing. | requires founder review | BN22A can produce readiness evidence; upload/submission remains a separate authorized action.,BN22A Capacitor Native Readiness + Shell Integration,docs/BN22A_CAPACITOR_NATIVE_READINESS_PLAN.md,line 75,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Founder,evidence records,NO,NO,NO,NO,backend/auth_security.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0029,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf18_qa_uat_public_launch_readiness.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0030,Environment label | production-like hosted environment; founder must confirm whether this is official staging or production | needs founder label,Build-Next-12 Current Inputs Status,docs/BUILD_NEXT_12_CURRENT_INPUTS_STATUS.md,line 18,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Founder,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0030,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0031,intended role/context. Workflow pass still requires sanitized evidence from the,Build-Next-12 Role Account Readiness Checklist,docs/BUILD_NEXT_12_ROLE_READINESS_CHECKLIST.md,line 11,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,evidence records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0031,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0032,`blocked` | Account cannot be used until a setup issue is fixed.,Build-Next-12 Role Account Readiness Checklist,docs/BUILD_NEXT_12_ROLE_READINESS_CHECKLIST.md,line 32,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0032,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf5_web_enrollment_account_health.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0033,BN12 cannot close until UAT-R1 through UAT-R8 are either `ready` and then,Build-Next-12 Role Account Readiness Checklist,docs/BUILD_NEXT_12_ROLE_READINESS_CHECKLIST.md,line 83,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0033,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_15f_live_today_pulse_walkthrough.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0034,"> Every major operational entity must include: `id`, `barn_id`, `created_at`, `updated_at`, `created_by` (per `ENGINEERING_RULES.md`). See `SCHEMA_CHANGE_POLICY.md` before changing any schema.",DATA_MODEL.md,docs/DATA_MODEL.md,line 4,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0034,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf2_identity_access_migration.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0035,Reason:** The earlier `DESIGN_TOKENS.md` (Warm Ivory / Saddle Brown / Muted Gold) conflicted with the Brand Guide and UI System. One authoritative palette is required before any UI work.,DECISION_LOG.md,docs/DECISION_LOG.md,line 32,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,backend/auth_security.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0036,"Risks:** Email links target frontend routes (`/reset-password`, `/verify-email`) not yet built — API is fully functional/testable via `dev_token`. `dev_token` must never be exposed in production (guarded by `is_production()`).",DECISION_LOG.md,docs/DECISION_LOG.md,line 66,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,VALIDATION_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0036,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_operations_routes.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0037,Risks:** `limits` memory store is per-process — a multi-replica deployment would need a shared store (Redis). Production must set explicit `CORS_ORIGINS` or startup fails.,DECISION_LOG.md,docs/DECISION_LOG.md,line 74,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0037,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_18b_production_environment_proof.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0038,Risks:** Production deploys MUST set a strong `JWT_SECRET` or startup will (intentionally) fail. Dev ephemeral secret invalidates sessions on restart.,DECISION_LOG.md,docs/DECISION_LOG.md,line 82,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,VALIDATION_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0038,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_18b_production_environment_proof.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0039,EquineSync is a production-grade equine operations SaaS platform. All engineering decisions must prioritize:,ENGINEERING_RULES.md,docs/ENGINEERING_RULES.md,line 5,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0039,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_operations_routes.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
