schema_inventory_id,data_store,collection_or_table,category,first_observed_evidence,static_reference_count,tenancy_or_owner_key_observed,index_or_constraint_evidence,migration_evidence,rls_or_equivalent_control,schema_definition_status,current_state_gap_ids
DATA-0065,MongoDB,review_decisions,feature_module_or_backlog,backend/routes/admin_review.py:70,2,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0066,MongoDB,ride_gps_tracks,feature_module_or_backlog,backend/routes/backlog.py:2230,1,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0067,MongoDB,riders,feature_module_or_backlog,backend/routes/care.py:218,4,barn_id_or_account_id_observed,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0068,MongoDB,service_providers,feature_module_or_backlog,backend/core/lifespan.py:230,5,barn_id_or_account_id_observed,backend/core/lifespan.py,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0069,MongoDB,service_requests,feature_module_or_backlog,backend/core/lifespan.py:319,20,barn_id_or_account_id_observed,backend/core/lifespan.py,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0070,MongoDB,shift_handoff_reports,feature_module_or_backlog,backend/routes/backlog.py:2337,1,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0071,MongoDB,show_entries,feature_module_or_backlog,backend/routes/backlog.py:1605,3,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0072,MongoDB,staff_invites,facility_onboarding,backend/routes/onboarding.py:575,3,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0073,MongoDB,staff_shifts,feature_module_or_backlog,backend/routes/backlog.py:1628,2,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0074,MongoDB,staff_task_assignments,feature_module_or_backlog,backend/routes/backlog.py:1958,5,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0075,MongoDB,stall_assignments,feature_module_or_backlog,backend/routes/backlog.py:1498,2,barn_id_or_account_id_observed,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0076,MongoDB,subscription_addons,billing_finance,backend/core/billing_provisioning.py:824,5,NOT_CONFIRMED_BY_STATIC_SCAN,backend/core/lifespan.py,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0077,MongoDB,subscription_email_log,billing_finance,backend/routes/admin_billing.py:233,9,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0078,MongoDB,subscription_invoices,billing_finance,backend/core/lifespan.py:200,9,NOT_CONFIRMED_BY_STATIC_SCAN,backend/core/lifespan.py,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0079,MongoDB,subscription_plans,billing_finance,backend/core/billing_provisioning.py:804,3,NOT_CONFIRMED_BY_STATIC_SCAN,backend/core/lifespan.py,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0080,MongoDB,subscriptions,billing_finance,backend/core/lifespan.py:202,56,barn_id_or_account_id_observed,backend/core/lifespan.py,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0081,MongoDB,support_tickets,audit_support_observability,backend/routes/admin_portal/reports.py:108,11,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0082,MongoDB,task_completions,tasks_notifications,backend/routes/dashboard.py:47,11,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0083,MongoDB,task_events,tasks_notifications,backend/notifications.py:12,16,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0084,MongoDB,task_templates,tasks_notifications,backend/task_engine.py:212,9,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0085,MongoDB,tasks,tasks_notifications,backend/owner_digest.py:259,38,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0086,MongoDB,time_clock_entries,feature_module_or_backlog,backend/routes/backlog.py:2341,7,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0087,MongoDB,training,feature_module_or_backlog,backend/routes/backlog.py:2231,3,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0088,MongoDB,training_plans,feature_module_or_backlog,backend/routes/backlog.py:1974,3,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0089,MongoDB,users,identity_auth,backend/auth_security.py:68,105,barn_id_or_account_id_observed,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0090,MongoDB,vet_records,horse_care,backend/routes/care.py:323,7,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0091,MongoDB,weight_condition_entries,feature_module_or_backlog,backend/routes/backlog.py:2180,1,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
DATA-0092,MongoDB,wellness,horse_care,backend/routes/care.py:376,2,NOT_CONFIRMED_BY_STATIC_SCAN,embedded_in_routes_or_helpers_or_not_found_in_static_scan,NO_DEDICATED_MIGRATION_DIRECTORY_FOUND,APPLICATION_LEVEL_BARN_FILTER_OR_ROUTE_DEPENDENCY_WHERE_WIRED,DISTRIBUTED_IN_CODE_AND_DOCS,CGP006-MAP-GAP-0004
