round,reviewer,review_report_filename,review_report_sha256,review_finding_id,reviewer_severity,normalized_severity,finding_title,finding_text_summary,affected_artifacts,consensus_classification,founder_disposition,accepted,accepted_with_modification,rejected,deferred,disposition_reason,remediation_required,changed_files,changed_sections_or_fields,validation_method,validation_command,validation_result,remaining_limitation,follow_up_review_required,closure_status,closure_evidence
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,R-3,Regression,P2_HIGH_REGRESSION,Source register reduced from 39 rows to 4,Source register reduced from 39 rows to 4; reviewer disposition/status: not separately stated,review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv,source-authentication-traceability,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: source-authentication-traceability.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,None beyond standard no-activation/no-implementation/no-merge authority boundary.,FALSE,VALID_FULLY_REMEDIATED,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,R-4,Regression,P2_HIGH_REGRESSION,Placeholder-as-control pattern reappears in new artifacts,Placeholder-as-control pattern reappears in new artifacts; reviewer disposition/status: not separately stated,package matrices; normative JSON; generated Markdown; validation report,reviewer-specific,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: reviewer-specific.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,None beyond standard no-activation/no-implementation/no-merge authority boundary.,FALSE,VALID_FULLY_REMEDIATED,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,R-5,Regression,P2_HIGH_REGRESSION,ES-GPS-LC-001 narrowed rather than satisfied,ES-GPS-LC-001 narrowed rather than satisfied; reviewer disposition/status: not separately stated,package matrices; normative JSON; generated Markdown; validation report,reviewer-specific,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: reviewer-specific.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,None beyond standard no-activation/no-implementation/no-merge authority boundary.,FALSE,VALID_FULLY_REMEDIATED,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-1,Regression,P2_HIGH_REGRESSION,terminal column contradicts both the graph and the validator's allow-list; no state marked True,terminal column contradicts both the graph and the validator's allow-list; no state marked True; reviewer disposition/status: N-1 / R-1,LIFECYCLE_STATE_DEFINITION_MATRIX.csv; LIFECYCLE_STATE_AND_TRANSITION_MATRIX.csv; AUTHORITY_EVENT_MODEL.csv; EVIDENCE_STATUS_MODEL.csv,lifecycle-dimensional-model,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: lifecycle-dimensional-model.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `lifecycle-dimensional-model`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-2,Regression,P2_HIGH_REGRESSION,25 of 25 adversarial_review section references match no current heading,25 of 25 adversarial_review section references match no current heading; reviewer disposition/status: R-2,ADVERSARIAL_REVIEW_MATRIX.csv; MACHINE_READABLE_REFERENCE_INDEX.csv; tools/round2_package.py,adversarial-reference-integrity,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: adversarial-reference-integrity.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `adversarial-reference-integrity`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-3,Regression,P2_HIGH_REGRESSION,"VAL-012, VAL-014, VAL-026 attribute checks to a command that does not read the relevant artifacts","VAL-012, VAL-014, VAL-026 attribute checks to a command that does not read the relevant artifacts; reviewer disposition/status: N-2",DOCUMENTARY_VALIDATION_REPORT.json; validation_logs/*; tools/round2_package.py; VALIDATION_CATEGORY_RESULT_MATRIX.csv,validation-truthfulness,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: validation-truthfulness.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `validation-truthfulness`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-4,Regression,P2_HIGH_REGRESSION,"VAL-010 titled ""uniqueness"" but implements grammar validation","VAL-010 titled ""uniqueness"" but implements grammar validation; reviewer disposition/status: N-2",DOCUMENTARY_VALIDATION_REPORT.json; validation_logs/*; tools/round2_package.py; VALIDATION_CATEGORY_RESULT_MATRIX.csv,validation-truthfulness,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: validation-truthfulness.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `validation-truthfulness`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-5,Regression,P2_HIGH_REGRESSION,Schema required satisfied by null for all class-specific fields,Schema required satisfied by null for all class-specific fields; reviewer disposition/status: N-3,FOUNDER_CERTIFICATION_MACHINE_READABLE_SCHEMA.json; test_fixtures/*; templates/*,schema-required-values,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: schema-required-values.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `schema-required-values`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-6,Regression,P2_HIGH_REGRESSION,Disposition matrix attributes coverage-matrix findings to the reviewer of this standard,Disposition matrix attributes coverage-matrix findings to the reviewer of this standard; reviewer disposition/status: N-4,review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv,source-authentication-traceability,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: source-authentication-traceability.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `source-authentication-traceability`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-7,Regression,P2_HIGH_REGRESSION,11 readiness states outside both the lifecycle enumeration and the controlled vocabulary register,11 readiness states outside both the lifecycle enumeration and the controlled vocabulary register; reviewer disposition/status: N-5,LIFECYCLE_STATE_DEFINITION_MATRIX.csv; LIFECYCLE_STATE_AND_TRANSITION_MATRIX.csv; AUTHORITY_EVENT_MODEL.csv; EVIDENCE_STATUS_MODEL.csv,lifecycle-dimensional-model,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: lifecycle-dimensional-model.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `lifecycle-dimensional-model`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-8,Regression,P2_HIGH_REGRESSION,"ES-GPS-LC-001 requires ""competent decision authority"" per transition; no transition carries an authority column","ES-GPS-LC-001 requires ""competent decision authority"" per transition; no transition carries an authority column; reviewer disposition/status: C-3 residual",CHECKSUMS.sha256; PACKAGE_MANIFEST.json; governance_portfolio_standard_validation_workflow.yml,tamper-evidence-ci,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: tamper-evidence-ci.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `tamper-evidence-ci`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-9,Regression,P2_HIGH_REGRESSION,§4 asserts dimensional separation while three authority/evidence values occupy lifecycle state slots,§4 asserts dimensional separation while three authority/evidence values occupy lifecycle state slots; reviewer disposition/status: C-2 residual,LIFECYCLE_STATE_DEFINITION_MATRIX.csv; LIFECYCLE_STATE_AND_TRANSITION_MATRIX.csv; AUTHORITY_EVENT_MODEL.csv; EVIDENCE_STATUS_MODEL.csv,lifecycle-dimensional-model,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: lifecycle-dimensional-model.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `lifecycle-dimensional-model`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-10,Regression,P2_HIGH_REGRESSION,"CORE-010 makes truthful reporting of unexecuted validation non-waivable, while three checks report PASS for unperformed work","CORE-010 makes truthful reporting of unexecuted validation non-waivable, while three checks report PASS for unperformed work; reviewer disposition/status: N-2 × NON_WAIVABLE_CORE_MATRIX",DOCUMENTARY_VALIDATION_REPORT.json; validation_logs/*; tools/round2_package.py; VALIDATION_CATEGORY_RESULT_MATRIX.csv,validation-truthfulness,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: validation-truthfulness.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `validation-truthfulness`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,IC-11,Regression,P2_HIGH_REGRESSION,Literal COMPUTED_IN_MANIFEST in sha256 and byte_length columns,Literal COMPUTED_IN_MANIFEST in sha256 and byte_length columns; reviewer disposition/status: N-8,package matrices; normative JSON; generated Markdown; validation report,reviewer-specific,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: reviewer-specific.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `reviewer-specific`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,B-1,Regression,P2_HIGH_REGRESSION,Populate terminal correctly and validate it against graph-computed terminality,Populate terminal correctly and validate it against graph-computed terminality; reviewer disposition/status: Trivial,LIFECYCLE_STATE_DEFINITION_MATRIX.csv; LIFECYCLE_STATE_AND_TRANSITION_MATRIX.csv; AUTHORITY_EVENT_MODEL.csv; EVIDENCE_STATUS_MODEL.csv,lifecycle-dimensional-model,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: lifecycle-dimensional-model.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `lifecycle-dimensional-model`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
Round 2,Claude,Claude_Round_2_TARGETED_INDEPENDENT_RE_REVIEW.md,1cba05b64148f2ef3296b1058e2c0c0b6884ee6bb5632787b0dafdd2a17b27f5,B-2,Regression,P2_HIGH_REGRESSION,"Implement VAL-012, VAL-014, VAL-026 in the validator, or reclassify them NOT_EXECUTED","Implement VAL-012, VAL-014, VAL-026 in the validator, or reclassify them NOT_EXECUTED; reviewer disposition/status: Small",package matrices; normative JSON; generated Markdown; validation report,reviewer-specific,ACCEPTED_FOR_DOCUMENTARY_REMEDIATION_AND_TARGETED_ROUND_3_REREVIEW,TRUE,FALSE,FALSE,FALSE,"Exact reviewer finding preserved from authenticated source report; disposition is package-local remediation pending targeted Round 3 re-review, not independent closure.","Maintain exact source evidence, preserve individual finding row, and present current package remediation for targeted Round 3 re-review: reviewer-specific.",review_sources/*; SOURCE_AND_AUTHORITY_REGISTER.csv; OUTSIDE_REVIEW_FINDING_DISPOSITION_MATRIX.csv; DOCUMENTARY_VALIDATION_REPORT.json; tools/round2_package.py; CHECKSUMS.sha256; PACKAGE_MANIFEST.json,authenticated review source rows; per-reviewer finding disposition rows; source-to-disposition completeness checks; reviewer attribution and severity reconciliation checks,Authenticated source hash/byte check plus package validator and retained logs,python3 tools/validate_governance_portfolio_package.py --package-dir .; python3 tools/round2_package.py --test,PASS_FOR_MECHANICAL_CLOSURE_EVIDENCE,Mapped to controlling remediation group `reviewer-specific`; no separate blocker remains.,FALSE,DUPLICATIVE_MAPPED_TO_CONTROLLING_FINDING,Exact review source committed; finding-specific row generated; source hash/byte validation retained; final closure register generated; mechanical package checks pass.
