permitted_starting_state,permitted_next_state,permitted,required_authority,required_evidence,prohibited_transitions,reversal_rules,suspension_rules,supersession_rules,reactivation_rules,archival_rules,lifecycle_rule_class_id
REMEDIATION_REQUIRED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REMEDIATION_REQUIRED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REMEDIATION_REQUIRED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REMEDIATION_REQUIRED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REMEDIATION_REQUIRED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REMEDIATION_REQUIRED_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REMEDIATION_REQUIRED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REMEDIATION_REQUIRED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,DRAFT_UNMERGED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_DRAFT_UNMERGED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,LOCKED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_LOCKED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,ACCESSIONED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_ACCESSIONED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,ACTIVE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_ACTIVE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
REJECTED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,REJECTED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,DRAFT_UNMERGED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_DRAFT_UNMERGED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,LOCKED,YES,EXPLICIT_FOUNDER_OR_DELEGATED_AUTHORITY,SIGNED_OR_RECORDED_AUTHORITY_EVIDENCE,NOT_APPLICABLE_FOR_PERMITTED_TRANSITION,RESCISSION_OR_SUPERSESSION_EVIDENCE_REQUIRED,SUSPENSION_REQUIRES_EXPLICIT_NON_ACTIVE_EFFECT,SUCCESSOR_AND_EFFECTIVE_DATE_REQUIRED,REACTIVATION_REQUIRES_AUTHORITY_AND_EVIDENCE,RETAIN_AUTHORITY_CHAIN_AND_PRIOR_EFFECT,RULE_CLASS_FOUNDER_AUTHORITY
ADOPTED,ACCESSIONED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_ACCESSIONED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,ACTIVE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_ACTIVE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ADOPTED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ADOPTED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,DRAFT_UNMERGED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_DRAFT_UNMERGED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,LOCKED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_LOCKED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,ACCESSIONED,YES,EXPLICIT_FOUNDER_OR_DELEGATED_AUTHORITY,SIGNED_OR_RECORDED_AUTHORITY_EVIDENCE,NOT_APPLICABLE_FOR_PERMITTED_TRANSITION,RESCISSION_OR_SUPERSESSION_EVIDENCE_REQUIRED,SUSPENSION_REQUIRES_EXPLICIT_NON_ACTIVE_EFFECT,SUCCESSOR_AND_EFFECTIVE_DATE_REQUIRED,REACTIVATION_REQUIRES_AUTHORITY_AND_EVIDENCE,RETAIN_AUTHORITY_CHAIN_AND_PRIOR_EFFECT,RULE_CLASS_FOUNDER_AUTHORITY
LOCKED,ACTIVE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_ACTIVE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
LOCKED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,LOCKED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,DRAFT_UNMERGED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_DRAFT_UNMERGED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,LOCKED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_LOCKED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,ACCESSIONED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_ACCESSIONED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
