artifact_name,artifact_id,version,hash_algorithm,artifact_hash,path,branch,commit,lifecycle_status,founder_approval_status,implementation_authority,primary_portfolio_position,dependent_positions,component,artifact_class,supersedes,superseded_by,discovery_basis,notes,file_count
Stage 2A Execution Foundation CANDIDATE-006,ES-PKG-2026-004-V003-CANDIDATE-006,CANDIDATE-006,GIT_SHA1_TREE,b413316d019fbef5dd76c5052573491165c477ee,docs/implementation/STAGE_2A_EXECUTION_FOUNDATION/ES-PKG-2026-004-V003-CANDIDATE-006,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,MIAP_CROSS_CUTTING_SUCCESSOR_CHAIN,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,Stage 2A is a MIAP cross-cutting profile and never a portfolio PIA.,255
Stage 2A Execution Foundation CANDIDATE-007,ES-PKG-2026-004-V003-CANDIDATE-007,CANDIDATE-007,GIT_SHA1_TREE,1d5134928a94b7def20cca2e9e6ec4108d65cb06,docs/implementation/STAGE_2A_EXECUTION_FOUNDATION/ES-PKG-2026-004-V003-CANDIDATE-007,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,MIAP_CROSS_CUTTING_SUCCESSOR_CHAIN,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,Stage 2A is a MIAP cross-cutting profile and never a portfolio PIA.,276
Stage 2A Execution Foundation CANDIDATE-008,ES-PKG-2026-004-V003-CANDIDATE-008,CANDIDATE-008,GIT_SHA1_TREE,0ae63a0f1c3fb207e51f5cf27fc7cf4279f8a9f5,docs/implementation/STAGE_2A_EXECUTION_FOUNDATION/ES-PKG-2026-004-V003-CANDIDATE-008,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,MIAP_CROSS_CUTTING_SUCCESSOR_CHAIN,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,Stage 2A is a MIAP cross-cutting profile and never a portfolio PIA.,281
Stage 2A Execution Foundation CANDIDATE-009,ES-PKG-2026-004-V003-CANDIDATE-009,CANDIDATE-009,GIT_SHA1_TREE,97c52c827d22821b46e707760e5a34f7d0df58a9,docs/implementation/STAGE_2A_EXECUTION_FOUNDATION/ES-PKG-2026-004-V003-CANDIDATE-009,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,MIAP_CROSS_CUTTING_SUCCESSOR_CHAIN,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,Stage 2A is a MIAP cross-cutting profile and never a portfolio PIA.,287
Stage 2A Execution Foundation V003,ES-PKG-2026-004-V003,V003,GIT_SHA1_TREE,050133674f632267b485c05b623e595153db58a5,docs/implementation/STAGE_2A_EXECUTION_FOUNDATION/ES-PKG-2026-004-V003,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,MIAP_CROSS_CUTTING_SUCCESSOR_CHAIN,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,Stage 2A is a MIAP cross-cutting profile and never a portfolio PIA.,110
Stage 2A Candidate 009 Founder Finding Closure,STAGE2A-CANDIDATE-009-FOUNDER-CLOSURE,1.0,GIT_SHA1_TREE,e331512e780d9274cf8ebc8ce871e8dce4888fb4,stage2a/founder_closure/candidate-009,codex/stage2a-execution-foundation-remediation,56dc68ce761b84800caa60997af7fb62ab34f82d,FINDING_CLOSURE_RECORD,FOUNDER_CLOSURE_OF_IDENTIFIED_FINDINGS_NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CROSS_CUTTING,MIAP_CROSS_CUTTING_PROFILE,NONE,NONE,REPOSITORY_REF_SEARCH,,10
Founder-Orchestrated Review Agent Configuration,FORA-AGENT-CONFIG-V1.0.0,1.0.0,GIT_SHA1_TREE,f9613c784410d41792ad1809084c4ebeb7c48875,governance/founder_orchestrated_review/agent_config/V1.0.0,agent/add-founder-review-agent-package-v1.0.0,0350730469a9960632270a480347f46c9a86ef56,CONFIGURATION_PACKAGE,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,ASSURANCE,ASSURANCE_TOOLING,NONE,NONE,REPOSITORY_REF_SEARCH,Assurance tooling cannot become a PIA.,67
Founder-Orchestrated Review Activation,FORA-ACTIVATION,1.0,GIT_SHA1_TREE,397257f12c94ed4623f3723186835da357a77e3c,governance/founder_orchestrated_review/activation,agent/install-founder-review-agents-v1.0.0,57210494c1e82e60efd4c329ebf34fda236972d8,ACTIVATION_EVIDENCE,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,ASSURANCE,ASSURANCE_TOOLING,NONE,NONE,REPOSITORY_REF_SEARCH,Assurance tooling cannot become a PIA.,37
Founder-Orchestrated Review Calibration,FORA-CALIBRATION-V1.0.0,1.0.0,GIT_SHA1_TREE,6fe0c5b3c432a386200d93d844560e040f54c2ac,governance/founder_orchestrated_review/calibration/V1.0.0,agent/install-founder-review-agents-v1.0.0,57210494c1e82e60efd4c329ebf34fda236972d8,CALIBRATION_EVIDENCE,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,ASSURANCE,ASSURANCE_TOOLING,NONE,NONE,REPOSITORY_REF_SEARCH,Assurance tooling cannot become a PIA.,106
Founder Review Runtime Remediation,FORA-RUNTIME-REMEDIATION,1.0,GIT_SHA1_TREE,882487ba502bfaed1d3541115f911310c9d45d23,governance/founder_orchestrated_review/runtime_remediation,agent/install-founder-review-agents-v1.0.0,57210494c1e82e60efd4c329ebf34fda236972d8,RUNTIME_REMEDIATION_EVIDENCE,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,ASSURANCE,ASSURANCE_TOOLING,NONE,NONE,REPOSITORY_REF_SEARCH,Assurance tooling cannot become a PIA.,620
Founder Review Runtime Requalification,FORA-RUNTIME-REQUAL-2026-001,1.0,GIT_SHA1_TREE,8267623eb6a0ea7ab5ca58939b7fea9b0da242a4,governance/founder_orchestrated_review/runtime_requalification/FORA-RUNTIME-REQUAL-2026-001,codex/founder-review-agent-runtime-requalification-v1,75c56ac67b0de694436c093fc24754b743ba97dcb,RUNTIME_LIMITATION_RECORDED,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,ASSURANCE,ASSURANCE_TOOLING,NONE,NONE,REPOSITORY_REF_SEARCH,Assurance tooling cannot become a PIA.,95
Temporary Non-Agent Review Fallback,FORA-NONAGENT-FALLBACK-2026-001,1.0,GIT_SHA1_TREE,b0d1ab918c74d22f64173fc2740f8ba4cc8f9ad2,governance/founder_orchestrated_review/temporary_non_agent_fallback/FORA-NONAGENT-FALLBACK-2026-001,codex/identity-relationships-controlled-thread-review-v1,b8b46d80bebefca1ef42a10419479dd080126122,TEMPORARY_FALLBACK_EVIDENCE,NO_PIA_APPROVAL_EFFECT,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,ASSURANCE,ASSURANCE_TOOLING,NONE,NONE,REPOSITORY_REF_SEARCH,Assurance tooling cannot become a PIA.,103
"Master Identity, Account, and Actor Model",IDENTITY-CANON-V2.0,2.0,SHA256,1c79c20a2edd2e7e3907e875679c5871d53c146a226364fb0cc3f956d39f5d0e,docs/canon/MASTER_IDENTITY_ACCOUNT_AND_ACTOR_MODEL_V2_0.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_APPROVED_CANONICAL_SOURCE,FALSE,01,03,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Relationship Model,RELATIONSHIP-CANON-V2.0,2.0,SHA256,f6715f0a02cad2eb8d8eb140d765b7906052c4d6bf3a5a40372c74c5c1e8ba01,docs/canon/MASTER_RELATIONSHIP_MODEL.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_APPROVED_CANONICAL_SOURCE,FALSE,03,01;02;04;08;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Permission and Access Control Model,PERMISSION-CANON-V1.1,1.1,SHA256,6e3f4160e4166831cfe4f154032ff7648a5a44b70762289252c615e98b899fa3,docs/canon/adopted_sources/MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_V1_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,03,01;02;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Agreement, Consent, and Authorization Model",AGREEMENT-CONSENT-AUTHORIZATION-CANON-V2.1,2.1,SHA256,a96effd167554d84dbdf18f0804468abcf67a9a9e326c6ea8907e59779097bc0,docs/canon/adoptions/c0_019_agreement_consent_authorization_v2_1/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1_ADOPTED_PRE_LOCK.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_SUBSEQUENTLY_LOCKED_BY_SEPARATE_RECORD,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,03,01;02;04;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Facility Domain Model,FACILITY-CANON-V2.1,2.1,SHA256,8323b8402c3d445fe2b8d363caf16bb2a8eb4e08b0b37bd36b90ee69092a698d,docs/canon/adopted_sources/MASTER_FACILITY_DOMAIN_MODEL_V2_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,02,01;03;04;07;09,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Barn Lifecycle and Operations Canon,BARN-CANON-V3.1,3.1,SHA256,c2a698ca1bbb8dc723ea7ac0270a9f66e8b06d0cbcb01535efefc517b6076d4a,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,02,04;06;07;08,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Business Lifecycle Model,BUSINESS-CANON-V2.1,2.1,SHA256,a07b0ba2fc6c3c0ce5b9db3f56c5f26fcda8d87e5f4f115a02e19b6b5fb4b37d,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,02,01;03;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Ecosystem Model,ECOSYSTEM-CANON-V2.1,2.1,SHA256,67175779abfe8ff2dee0ff7b1b8c06eee42943052071bbad1f65439c73696d07,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,02,01;03;04;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Claims, Disputes, and Authority Model",CLAIMS-CANON-V2.0,2.0,SHA256,a4787fb641dca1d28d98f10240957d0b09ea8ee1cee8358f64e80dd658b8b626,docs/canon/adopted_sources/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,03,01;02;04;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Record Stewardship and Retention Model,RECORDS-CANON-V2.1,2.1,SHA256,4623fb036481a4ffea4e7edde53fa6e83e9a81f062251c8371e242219f524c2a,docs/canon/adopted_sources/MASTER_RECORD_STEWARDSHIP_AND_RETENTION_MODEL_V2_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Audit Event and Evidence Model,AUDIT-CANON-V2.0,2.0,SHA256,321aefaeee9f04ad927c01d96e4b05549713c118f9868b7fccf7a8e9b53d8ea2,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Communication, Notification, and Notice Model",COMMUNICATION-CANON-V2.0,2.0,SHA256,bff9fd88cb312d6666677f924a5923134d995015ab6fbfd7a398bcbeb10dc761,docs/canon/adopted_sources/MASTER_COMMUNICATION_NOTIFICATION_AND_NOTICE_MODEL_V2_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,10,01;02;03;04;05;06;07;08;09,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Privacy and Data Protection Model,PRIVACY-CANON-V2.0,2.0,SHA256,b773389d83308ab051e4959a4f61304cc3fb5328a5f8086ef683ab0a914498bb,docs/canon/locks/privacy_v2_0/pre_lock/MASTER_PRIVACY_AND_DATA_PROTECTION_MODEL_V2_0_FOUNDER_APPROVED.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,FOUNDER_APPROVED_ADOPTED_AND_LOCKED,FOUNDER_APPROVED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Equine Health, Welfare, Medical Record, and Clinical Support Model",EQUINE-HEALTH-CANON-V1.1,1.1,SHA256,c0d08f71e63302d6847560b39dae2e3b68caaee5b5a2bc2927ff80daf969926c,docs/canon/adopted_sources/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,07,04;06;08;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Horse Lifecycle and Passport Model,HORSE-LIFECYCLE-CANON-V3.1,3.1,SHA256,41313d11aae592d041decaf34e5a131863423e843057d47864e666bdea21e6bf,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,04,01;02;03;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Horse Transfer and Continuity Policy,HORSE-TRANSFER-CANON,CURRENT_REPOSITORY_VERSION,SHA256,a54fd42261d99819f26ac77a6e207f121049a3c4f6d2e69e3b6e7b5167435c6b,docs/canon/MASTER_HORSE_TRANSFER_AND_CONTINUITY_POLICY.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_APPROVED_CANONICAL_SOURCE,FALSE,04,01;02;03;07;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Search, Discovery, Ranking, and Retrieval Model",SEARCH-CANON-V2.0,2.0,SHA256,18ce9cde3f1ac8f8b01bfc72ed8dfcf066cd6434a1e1b3f0c40bfe127958ca67,docs/canon/adopted_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,05,01;02;03;04;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Platform Operations, Reliability, and Release Model",PLATFORM-OPS-CANON-V2.0,2.0,SHA256,bb1eae9fecf46403d05a91bf802d7ef4134ed11c22bf57b1092fb14229413596,docs/canon/adopted_sources/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Platform Resilience, Backup, and Recovery Model",RESILIENCE-CANON-V1.0,1.0,SHA256,9a75d2d0984c929afd6df3d51f3f6135c57443ea34a0205395325f1413095565,docs/canon/adopted_sources/MASTER_PLATFORM_RESILIENCE_BACKUP_AND_RECOVERY_OPERATIONAL_MODEL_V1_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Security Incident Response and Disclosure Model,INCIDENT-RESPONSE-CANON-V1.0,1.0,SHA256,3dafa7991acc40eb321cdfeae5b9caa59dbf0a41f5184bee36ec9defb0b59734,docs/canon/adopted_sources/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Minor, Guardianship, Safeguarding, and Protected Participant Model",SAFEGUARDING-CANON-V1.2,1.2,SHA256,83ed4cae3d88e8f9921f8bed971ac9e4c49007c5f847aa704ce4eecae814bdbd,docs/canon/adopted_sources/MASTER_MINOR_GUARDIANSHIP_SAFEGUARDING_AND_PROTECTED_PARTICIPANT_MODEL_V1_2_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,08,01;03;04;06;07;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Financial Truth and Responsibility Model,FINANCIAL-TRUTH-CANON-V2.1,2.1,SHA256,0a5302bba0240ba6acd9871b7453916ff212f91ce2f1622b9a4e236701f52604,docs/canon/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_1.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,REPOSITORY_CANONICAL_SOURCE_LIFECYCLE_NOT_REEVALUATED,NO_NEW_APPROVAL_ASSERTED_BY_TASK_A,FALSE,09,01;02;03;04;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Product Vision,PRODUCT-VISION-CANON,CURRENT_REPOSITORY_VERSION,SHA256,ba2bdedfbbd89889af02035656d2f738175dcbde3869084c5e0c92062644c469,docs/canon/MASTER_PRODUCT_VISION.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_APPROVED_CANONICAL_SOURCE,FALSE,05,01;02;03;04;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Configuration and Feature Flag Governance Model,CONFIGURATION-CANON-V2.0,2.0,SHA256,d5e37ac7d475465f9c8fac5171851a136882cf4c57cb75ea0b17cf8dcec2a0f8,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
"Master Data Protection, Encryption, and Key Management Model",DATA-PROTECTION-CANON-V1.0,1.0,SHA256,0fa543e25a2cffe75e9d07b68ccf0adefb8ae31e10c05afd5f1b84ee452a23ba,docs/canon/adopted_sources/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Media Files and Digital Asset Governance Model,MEDIA-CANON-V2.1,2.1,SHA256,443ee842c3ba675980353784763dfe76c6c8231532cac24dc8badca315706402,docs/canon/adopted_sources/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,10,01;02;03;04;05;06;07;08;09,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Developer Platform and Integration Governance Model,DEVELOPER-PLATFORM-CANON-V2.0,2.0,SHA256,6688f58a9fcfbe55eb22d4e87a77bda7bf95899c4d46d9c11aecb18f26eb546e,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
Master Platform Extensibility and Plugin Governance Model,EXTENSIBILITY-CANON-V2.0,2.0,SHA256,e26bc54b75694599684e43a979b02e4cf7d3dbcd00ae6ba7ca0dcbc832fed27f,docs/canon/adopted_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,integrate-emergent-final-zip,acb518ea5a160820e64681ff95a16b010fe1156c,ADOPTED_AND_LOCKED,FOUNDER_ADOPTED_CANONICAL_SOURCE,FALSE,NONE,01;02;03;04;05;06;07;08;09;10,CANONICAL_SOURCE,CONSTITUTIONAL_OR_CANONICAL_SOURCE,NONE,NONE,REPOSITORY_REF_SEARCH,Canonical source input; this source is not a PIA and Task A creates no new approval.,1
