guide_identifier,normative_row_id,source_id,source_or_document_id,repository_path,source_class,authority_status,classification_status,candidate_use,implementation_status
ES-CG-13,CGP006-NR-0069,CGSRC-GOV-0008,CGP005-NF-ES-CG-13-0006,docs/canon/registries/IMPLEMENTATION_AUTHORIZATION_REGISTRY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0070,CGSRC-GOV-0009,CGP005-NF-ES-CG-13-0007,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_BASELINE_MANIFEST.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0071,CGSRC-GOV-0010,CGP005-NF-ES-CG-13-0008,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_HISTORICAL_MANIFEST_CLASSIFICATION.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0072,CGSRC-GOV-0011,CGP005-NF-ES-CG-13-0009,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_LOCK_CERTIFICATE.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0073,CGSRC-GOV-0012,CGP005-NF-ES-CG-13-0010,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_LOCK_RECORD.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0074,CGSRC-GOV-0013,CGP005-NF-ES-CG-13-0011,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_POST_LOCK_CHANGE_CONTROL.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0075,CGSRC-GOV-0014,CGP005-NF-ES-CG-13-0012,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_SCOPE.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0076,CGSRC-GOV-0016,CGP005-NF-ES-CG-13-0013,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_VALIDATION_REPORT.json,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0077,CGSRC-GOV-0017,CGP005-NF-ES-CG-13-0014,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_VALIDATION_REPORT.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0078,CGSRC-GOV-0018,CGP005-NF-ES-CG-13-0015,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0079,CGSRC-GOV-0134,CGP005-NF-ES-CG-13-0016,docs/canon/companions/EQUINESYNC_CANON_DEPENDENCY_MAP_V1_2.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0080,CGSRC-GOV-0140,CGP005-NF-ES-CG-13-0017,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.json,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0081,CGSRC-GOV-0141,CGP005-NF-ES-CG-13-0018,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0082,CGSRC-GOV-0152,CGP005-NF-ES-CG-13-0019,docs/canon/companions/MASTER_EQUINESYNC_GOVERNANCE_REQUIREMENT_INDEX_V1_0.json,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0083,CGSRC-GOV-0153,CGP005-NF-ES-CG-13-0020,docs/canon/companions/MASTER_EQUINESYNC_GOVERNANCE_REQUIREMENT_INDEX_V1_0.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0084,CGSRC-PIA-0010,CGP005-NF-ES-CG-13-0021,governance/pia/items/10_owner_portal_communications,APPROVED_PIA,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0085,CGSRC-HIST-0038,CGP005-NF-ES-CG-13-0022,governance/pia/items/10_owner_portal_communications_archival_only,HISTORICAL_PREDECESSOR,HISTORICAL,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0086,CGSRC-ATLAS-0006,CGP005-NF-ES-CG-13-0023,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_ADOPTION_READINESS_REPORT.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0087,CGSRC-ATLAS-0017,CGP005-NF-ES-CG-13-0024,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0088,CGSRC-ATLAS-0018,CGP005-NF-ES-CG-13-0025,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_DECISION.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0089,CGSRC-ATLAS-0019,CGP005-NF-ES-CG-13-0026,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_MANIFEST.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0090,CGSRC-ATLAS-0020,CGP005-NF-ES-CG-13-0027,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_REPORT.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0091,CGSRC-ATLAS-0021,CGP005-NF-ES-CG-13-0028,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_VERIFICATION_MATRIX.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0092,CGSRC-ATLAS-0022,CGP005-NF-ES-CG-13-0029,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_RETAINED_FINDINGS_REGISTER.md,IMPLEMENTATION_ATLAS,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0093,CGSRC-ATLAS-0023,CGP005-NF-ES-CG-13-0030,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_SHA256SUMS.txt,IMPLEMENTATION_ATLAS,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0094,CGSRC-CGP005-0001,CGP005-NF-ES-CG-13-0031,governance/implementation/code-guides/receipts/CGP_003_REPOSITORY_INTEGRATION_RECEIPT.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0095,CGSRC-CGP005-0002,CGP005-NF-ES-CG-13-0032,governance/implementation/code-guides/receipts/CGP_004_REPOSITORY_INTEGRATION_RECEIPT.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0096,CGSRC-CGP005-0003,CGP005-NF-ES-CG-13-0033,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0097,CGSRC-CGP005-0004,CGP005-NF-ES-CG-13-0034,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_TO_GUIDE_MAP.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0098,CGSRC-CGP005-0005,CGP005-NF-ES-CG-13-0035,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_CONFLICT_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0099,CGSRC-CGP005-0006,CGP005-NF-ES-CG-13-0036,governance/implementation/code-guides/source-accession/MASTER_CODE_GUIDE_SOURCE_SUPERSESSION_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0100,CGSRC-CGP005-0007,CGP005-NF-ES-CG-13-0037,governance/implementation/code-guides/assessment/CURRENT_REPOSITORY_COMPONENT_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0101,CGSRC-CGP005-0008,CGP005-NF-ES-CG-13-0038,governance/implementation/code-guides/assessment/CURRENT_CODE_GUIDE_GAP_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0102,CGSRC-CGP005-0009,CGP005-NF-ES-CG-13-0039,governance/implementation/code-guides/assessment/REPOSITORY_TO_SOURCE_EVIDENCE_MAP.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0103,CGSRC-CGP005-0010,CGP005-NF-ES-CG-13-0040,governance/implementation/code-guides/receipts/CGP_004_FOUNDER_DECISION_RECONCILIATION.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0104,CGSRC-CGP005-0011,CGP005-NF-ES-CG-13-0041,governance/implementation/code-guides/receipts/CGP_003_FOUNDER_DECISION_RECONCILIATION.md,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0105,CGSRC-CGP005-0201,CGP005-NF-ES-CG-13-0042,backend/server.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0106,CGSRC-CGP005-0205,CGP005-NF-ES-CG-13-0043,backend/core/lifespan.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0107,CGSRC-CGP005-0207,CGP005-NF-ES-CG-13-0044,backend/tests,TEST_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-13,CGP006-NR-0108,CGSRC-CGP005-0209,CGP005-NF-ES-CG-13-0045,.github/workflows/ci.yml,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0109,CGSRC-GOV-0007,CGP005-NF-ES-CG-10-0001,docs/canon/registries/GOVERNANCE_FINDING_REGISTRY.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0110,CGSRC-GOV-0008,CGP005-NF-ES-CG-10-0002,docs/canon/registries/IMPLEMENTATION_AUTHORIZATION_REGISTRY.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0111,CGSRC-GOV-0016,CGP005-NF-ES-CG-10-0003,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_VALIDATION_REPORT.json,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0112,CGSRC-GOV-0017,CGP005-NF-ES-CG-10-0004,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_VALIDATION_REPORT.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0113,CGSRC-GOV-0018,CGP005-NF-ES-CG-10-0005,docs/canon/adopted_sources/MASTER_AUDIT_EVENT_AND_EVIDENCE_MODEL_V2_0_ADOPTED_SOURCE.md,ADOPTED_GOVERNANCE,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0114,CGSRC-GOV-0140,CGP005-NF-ES-CG-10-0006,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.json,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0115,CGSRC-GOV-0141,CGP005-NF-ES-CG-10-0007,docs/canon/companions/GLOBAL_GOVERNANCE_P2_REGISTER.md,ADOPTED_GOVERNANCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0116,CGSRC-ATLAS-0006,CGP005-NF-ES-CG-10-0008,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_ADOPTION_READINESS_REPORT.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0117,CGSRC-ATLAS-0017,CGP005-NF-ES-CG-10-0009,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0118,CGSRC-ATLAS-0018,CGP005-NF-ES-CG-10-0010,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_DECISION.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0119,CGSRC-ATLAS-0019,CGP005-NF-ES-CG-10-0011,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_MANIFEST.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0120,CGSRC-ATLAS-0020,CGP005-NF-ES-CG-10-0012,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_REPORT.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0121,CGSRC-ATLAS-0021,CGP005-NF-ES-CG-10-0013,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_ADOPTION_VERIFICATION_MATRIX.md,IMPLEMENTATION_ATLAS,CONTROLLING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0122,CGSRC-ATLAS-0022,CGP005-NF-ES-CG-10-0014,docs/implementation/MASTER_EQUINESYNC_IMPLEMENTATION_ATLAS_V1_0_RETAINED_FINDINGS_REGISTER.md,IMPLEMENTATION_ATLAS,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0123,CGSRC-REPO-0006,CGP005-NF-ES-CG-10-0015,governance/implementation/code-guides/validation/run_all_validations.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0124,CGSRC-REPO-0007,CGP005-NF-ES-CG-10-0016,governance/implementation/code-guides/validation/cgp_validation.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0125,CGSRC-TEST-0001,CGP005-NF-ES-CG-10-0017,backend/tests,TEST_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0126,CGSRC-TEST-0002,CGP005-NF-ES-CG-10-0018,tests,TEST_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0127,CGSRC-TEST-0004,CGP005-NF-ES-CG-10-0019,pytest.ini,TEST_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0128,CGSRC-REPO-0629,CGP005-NF-ES-CG-10-0020,.github/workflows/ci.yml,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0129,CGSRC-EXT-0002,CGP005-NF-ES-CG-10-0021,.github/workflows/ci.yml,EXTERNAL_STANDARD,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0130,CGSRC-CGP005-0007,CGP005-NF-ES-CG-10-0022,governance/implementation/code-guides/assessment/CURRENT_REPOSITORY_COMPONENT_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0131,CGSRC-CGP005-0008,CGP005-NF-ES-CG-10-0023,governance/implementation/code-guides/assessment/CURRENT_CODE_GUIDE_GAP_REGISTER.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0132,CGSRC-CGP005-0009,CGP005-NF-ES-CG-10-0024,governance/implementation/code-guides/assessment/REPOSITORY_TO_SOURCE_EVIDENCE_MAP.csv,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0133,CGSRC-CGP005-0205,CGP005-NF-ES-CG-10-0025,backend/core/lifespan.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0134,CGSRC-CGP005-0206,CGP005-NF-ES-CG-10-0026,backend/task_engine.py,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0135,CGSRC-CGP005-0207,CGP005-NF-ES-CG-10-0027,backend/tests,TEST_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0136,CGSRC-CGP005-0208,CGP005-NF-ES-CG-10-0028,pytest.ini,TEST_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
ES-CG-10,CGP006-NR-0137,CGSRC-CGP005-0209,CGP005-NF-ES-CG-10-0029,.github/workflows/ci.yml,REPOSITORY_EVIDENCE,SUPPORTING,CLASSIFIED_NORMATIVE_FROZEN_SOURCE,CANDIDATE_REQUIREMENT_CONTROL_INVARIANT_QUESTION_SUPPORT,NOT_AUTHORIZED
