normative_row_id,guide_identifier,source_id,disposition,linked_control_ids,linked_invariant_ids,linked_question_ids,source_class,authority_status,notes
CGP006-NR-0039,ES-CG-01,CGSRC-GOV-0011,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0040,ES-CG-01,CGSRC-GOV-0012,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0041,ES-CG-01,CGSRC-GOV-0013,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0042,ES-CG-01,CGSRC-GOV-0014,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0043,ES-CG-01,CGSRC-GOV-0134,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0044,ES-CG-01,CGSRC-GOV-0138,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0045,ES-CG-01,CGSRC-GOV-0139,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0046,ES-CG-01,CGSRC-GOV-0140,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0047,ES-CG-01,CGSRC-GOV-0141,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0048,ES-CG-01,CGSRC-GOV-0152,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0049,ES-CG-01,CGSRC-GOV-0153,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0050,ES-CG-01,CGSRC-GOV-0018,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0051,ES-CG-01,CGSRC-ARCH-0021,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,APPROVED_ARCHITECTURE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0052,ES-CG-01,CGSRC-ATLAS-0017,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0053,ES-CG-01,CGSRC-ATLAS-0018,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0054,ES-CG-01,CGSRC-ATLAS-0019,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0055,ES-CG-01,CGSRC-ATLAS-0020,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0056,ES-CG-01,CGSRC-ATLAS-0021,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,IMPLEMENTATION_ATLAS,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0057,ES-CG-01,CGSRC-CGP005-0005,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0058,ES-CG-01,CGSRC-CGP005-0006,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0059,ES-CG-01,CGSRC-CGP005-0010,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0060,ES-CG-01,CGSRC-CGP005-0011,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0061,ES-CG-01,CGSRC-CGP005-0202,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0062,ES-CG-01,CGSRC-CGP005-0203,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0063,ES-CG-01,CGSRC-CGP005-0204,USED,ES-CG-01-CTRL-0001;ES-CG-01-CTRL-0002;ES-CG-01-CTRL-0003;ES-CG-01-CTRL-0004;ES-CG-01-CTRL-0005,ES-CG-01-INV-0001;ES-CG-01-INV-0002;ES-CG-01-INV-0003;ES-CG-01-INV-0004;ES-CG-01-INV-0005,ES-CG-01-DQ-0001;ES-CG-01-DQ-0002;ES-CG-01-DQ-0003;ES-CG-01-DQ-0004;ES-CG-01-DQ-0005;ES-CG-01-DQ-0006;ES-CG-01-DQ-0007;ES-CG-01-DQ-0008,REPOSITORY_EVIDENCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0064,ES-CG-13,CGSRC-GOV-0002,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0065,ES-CG-13,CGSRC-GOV-0003,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0066,ES-CG-13,CGSRC-GOV-0004,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0067,ES-CG-13,CGSRC-GOV-0005,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0068,ES-CG-13,CGSRC-GOV-0007,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0069,ES-CG-13,CGSRC-GOV-0008,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0070,ES-CG-13,CGSRC-GOV-0009,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0071,ES-CG-13,CGSRC-GOV-0010,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0072,ES-CG-13,CGSRC-GOV-0011,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0073,ES-CG-13,CGSRC-GOV-0012,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0074,ES-CG-13,CGSRC-GOV-0013,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,SUPPORTING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
CGP006-NR-0075,ES-CG-13,CGSRC-GOV-0014,USED,ES-CG-13-CTRL-0001;ES-CG-13-CTRL-0002;ES-CG-13-CTRL-0003;ES-CG-13-CTRL-0004;ES-CG-13-CTRL-0005;ES-CG-13-CTRL-0006,ES-CG-13-INV-0001;ES-CG-13-INV-0002;ES-CG-13-INV-0003;ES-CG-13-INV-0004;ES-CG-13-INV-0005;ES-CG-13-INV-0006,ES-CG-13-DQ-0001;ES-CG-13-DQ-0002;ES-CG-13-DQ-0003;ES-CG-13-DQ-0004;ES-CG-13-DQ-0005;ES-CG-13-DQ-0006;ES-CG-13-DQ-0007;ES-CG-13-DQ-0008,ADOPTED_GOVERNANCE,CONTROLLING,Used as frozen normative support for candidate-only guide statements; no implementation authority created.
