invariant_identifier,guide_identifier,normative_row_id,source_id,support_type,non_normative_support_only,implementation_status
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0051,CGSRC-ARCH-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0052,CGSRC-ATLAS-0017,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0053,CGSRC-ATLAS-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0054,CGSRC-ATLAS-0019,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0055,CGSRC-ATLAS-0020,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0056,CGSRC-ATLAS-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0057,CGSRC-CGP005-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0058,CGSRC-CGP005-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0059,CGSRC-CGP005-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0060,CGSRC-CGP005-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0061,CGSRC-CGP005-0202,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0062,CGSRC-CGP005-0203,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0001,ES-CG-01,CGP006-NR-0063,CGSRC-CGP005-0204,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0030,CGSRC-GOV-0002,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0031,CGSRC-GOV-0003,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0032,CGSRC-GOV-0004,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0033,CGSRC-GOV-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0034,CGSRC-GOV-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0035,CGSRC-GOV-0007,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0036,CGSRC-GOV-0008,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0037,CGSRC-GOV-0009,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0038,CGSRC-GOV-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0039,CGSRC-GOV-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0040,CGSRC-GOV-0012,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0041,CGSRC-GOV-0013,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0042,CGSRC-GOV-0014,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0043,CGSRC-GOV-0134,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0044,CGSRC-GOV-0138,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0045,CGSRC-GOV-0139,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0046,CGSRC-GOV-0140,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0047,CGSRC-GOV-0141,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0048,CGSRC-GOV-0152,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0049,CGSRC-GOV-0153,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0050,CGSRC-GOV-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0051,CGSRC-ARCH-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0052,CGSRC-ATLAS-0017,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0053,CGSRC-ATLAS-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0054,CGSRC-ATLAS-0019,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0055,CGSRC-ATLAS-0020,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0056,CGSRC-ATLAS-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0057,CGSRC-CGP005-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0058,CGSRC-CGP005-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0059,CGSRC-CGP005-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0060,CGSRC-CGP005-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0061,CGSRC-CGP005-0202,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0062,CGSRC-CGP005-0203,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0002,ES-CG-01,CGP006-NR-0063,CGSRC-CGP005-0204,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0030,CGSRC-GOV-0002,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0031,CGSRC-GOV-0003,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0032,CGSRC-GOV-0004,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0033,CGSRC-GOV-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0034,CGSRC-GOV-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0035,CGSRC-GOV-0007,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0036,CGSRC-GOV-0008,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0037,CGSRC-GOV-0009,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0038,CGSRC-GOV-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0039,CGSRC-GOV-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0040,CGSRC-GOV-0012,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0041,CGSRC-GOV-0013,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0042,CGSRC-GOV-0014,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0043,CGSRC-GOV-0134,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0044,CGSRC-GOV-0138,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0045,CGSRC-GOV-0139,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0046,CGSRC-GOV-0140,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0047,CGSRC-GOV-0141,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0048,CGSRC-GOV-0152,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0049,CGSRC-GOV-0153,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0050,CGSRC-GOV-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0051,CGSRC-ARCH-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0052,CGSRC-ATLAS-0017,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0053,CGSRC-ATLAS-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0054,CGSRC-ATLAS-0019,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0055,CGSRC-ATLAS-0020,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0056,CGSRC-ATLAS-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0057,CGSRC-CGP005-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0058,CGSRC-CGP005-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0059,CGSRC-CGP005-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0060,CGSRC-CGP005-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0061,CGSRC-CGP005-0202,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0062,CGSRC-CGP005-0203,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0003,ES-CG-01,CGP006-NR-0063,CGSRC-CGP005-0204,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0030,CGSRC-GOV-0002,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0031,CGSRC-GOV-0003,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0032,CGSRC-GOV-0004,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0033,CGSRC-GOV-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0034,CGSRC-GOV-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0035,CGSRC-GOV-0007,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0036,CGSRC-GOV-0008,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0037,CGSRC-GOV-0009,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0038,CGSRC-GOV-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0039,CGSRC-GOV-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0040,CGSRC-GOV-0012,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0041,CGSRC-GOV-0013,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0042,CGSRC-GOV-0014,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0043,CGSRC-GOV-0134,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0044,CGSRC-GOV-0138,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0045,CGSRC-GOV-0139,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0046,CGSRC-GOV-0140,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0047,CGSRC-GOV-0141,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0048,CGSRC-GOV-0152,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0049,CGSRC-GOV-0153,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0050,CGSRC-GOV-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0051,CGSRC-ARCH-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0052,CGSRC-ATLAS-0017,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0053,CGSRC-ATLAS-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0054,CGSRC-ATLAS-0019,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0055,CGSRC-ATLAS-0020,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0056,CGSRC-ATLAS-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0057,CGSRC-CGP005-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0058,CGSRC-CGP005-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0059,CGSRC-CGP005-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0060,CGSRC-CGP005-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0061,CGSRC-CGP005-0202,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0062,CGSRC-CGP005-0203,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0004,ES-CG-01,CGP006-NR-0063,CGSRC-CGP005-0204,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0030,CGSRC-GOV-0002,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0031,CGSRC-GOV-0003,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0032,CGSRC-GOV-0004,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0033,CGSRC-GOV-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0034,CGSRC-GOV-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0035,CGSRC-GOV-0007,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0036,CGSRC-GOV-0008,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0037,CGSRC-GOV-0009,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0038,CGSRC-GOV-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0039,CGSRC-GOV-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0040,CGSRC-GOV-0012,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0041,CGSRC-GOV-0013,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0042,CGSRC-GOV-0014,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0043,CGSRC-GOV-0134,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0044,CGSRC-GOV-0138,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0045,CGSRC-GOV-0139,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0046,CGSRC-GOV-0140,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0047,CGSRC-GOV-0141,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0048,CGSRC-GOV-0152,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0049,CGSRC-GOV-0153,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0050,CGSRC-GOV-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0051,CGSRC-ARCH-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0052,CGSRC-ATLAS-0017,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0053,CGSRC-ATLAS-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0054,CGSRC-ATLAS-0019,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0055,CGSRC-ATLAS-0020,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0056,CGSRC-ATLAS-0021,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0057,CGSRC-CGP005-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0058,CGSRC-CGP005-0006,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0059,CGSRC-CGP005-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0060,CGSRC-CGP005-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0061,CGSRC-CGP005-0202,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0062,CGSRC-CGP005-0203,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-01-INV-0005,ES-CG-01,CGP006-NR-0063,CGSRC-CGP005-0204,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0064,CGSRC-GOV-0002,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0065,CGSRC-GOV-0003,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0066,CGSRC-GOV-0004,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0067,CGSRC-GOV-0005,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0068,CGSRC-GOV-0007,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0069,CGSRC-GOV-0008,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0070,CGSRC-GOV-0009,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0071,CGSRC-GOV-0010,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0072,CGSRC-GOV-0011,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0073,CGSRC-GOV-0012,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0074,CGSRC-GOV-0013,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0075,CGSRC-GOV-0014,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0076,CGSRC-GOV-0016,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0077,CGSRC-GOV-0017,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0078,CGSRC-GOV-0018,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0079,CGSRC-GOV-0134,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0080,CGSRC-GOV-0140,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
ES-CG-13-INV-0001,ES-CG-13,CGP006-NR-0081,CGSRC-GOV-0141,FROZEN_NORMATIVE_SUPPORT,NO,NOT_AUTHORIZED
