classification_record_id,source_or_document_id,source_id,repository_path,title,primary_guide_family,related_guide_families,source_freeze_status,primary_classification,candidate_use,mandatory_authority,source_promotion_status
CGP006-CL-0421,CGP005-RC-0421,CGSRC-ATLAS-0319,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_014/C0_014_SOURCE_RECOVERY_REPORT.md,C0-014 Source Recovery Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0422,CGP005-RC-0422,CGSRC-ATLAS-0320,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_014/comparisons/C0_014_CROSS_CANON_IMPACT_REPORT.md,C0-014 Cross-Canon Impact Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0423,CGP005-RC-0423,CGSRC-ATLAS-0321,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_014/comparisons/C0_014_NORMALIZED_TEXT_COMPARISON.md,C0-014 Normalized Text Comparison,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0424,CGP005-RC-0424,CGSRC-ATLAS-0322,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_014/comparisons/C0_014_SEMANTIC_AND_AUTHORITY_DELTA.md,C0-014 Semantic and Authority Delta,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0425,CGP005-RC-0425,CGSRC-ATLAS-0323,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_014/current_repository_source/MASTER_FACILITY_DOMAIN_MODEL.md,Master Facility Domain Model,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0426,CGP005-RC-0426,CGSRC-ATLAS-0324,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_014/decision_package/C0_014_FOUNDER_SOURCE_IDENTITY_DECISION_PACKET.md,C0-014 Founder Source-Identity Decision Packet,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0427,CGP005-RC-0427,CGSRC-ATLAS-0325,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_014/decision_package/C0_014_SOURCE_RELATIONSHIP_CLASSIFICATION.md,C0-014 Source Relationship Classification,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0428,CGP005-RC-0428,CGSRC-ATLAS-0326,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_014/provenance/C0_014_SOURCE_PROVENANCE_RECORD.md,C0-014 Source Provenance Record,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0429,CGP005-RC-0429,CGSRC-ATLAS-0327,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/C0_015_SOURCE_RECOVERY_REPORT.md,C0-015 Source Recovery Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0430,CGP005-RC-0430,CGSRC-ATLAS-0328,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/comparisons/C0_015_CROSS_CANON_IMPACT_REPORT.md,C0-015 Cross-Canon Impact Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0431,CGP005-RC-0431,CGSRC-ATLAS-0329,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/comparisons/C0_015_NORMALIZED_TEXT_COMPARISON.md,C0-015 Normalized Text Comparison,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0432,CGP005-RC-0432,CGSRC-ATLAS-0330,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/comparisons/C0_015_SEMANTIC_AND_AUTHORITY_DELTA.md,C0-015 Semantic and Authority Delta,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0433,CGP005-RC-0433,CGSRC-ATLAS-0331,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/current_repository_source/MASTER_BARN_LIFECYCLE.md,MASTER_BARN_LIFECYCLE.md,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0434,CGP005-RC-0434,CGSRC-ATLAS-0332,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/decision_package/C0_015_FOUNDER_SOURCE_IDENTITY_DECISION_PACKET.md,C0-015 Founder Source-Identity Decision Packet,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0435,CGP005-RC-0435,CGSRC-ATLAS-0333,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/decision_package/C0_015_SOURCE_RELATIONSHIP_CLASSIFICATION.md,C0-015 Source Relationship Classification,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0436,CGP005-RC-0436,CGSRC-ATLAS-0334,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_015/provenance/C0_015_SOURCE_PROVENANCE_RECORD.md,C0-015 Source Provenance Record,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0437,CGP005-RC-0437,CGSRC-ATLAS-0335,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_016/C0_016_SOURCE_RECOVERY_REPORT.md,C0-016 Source Recovery Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0438,CGP005-RC-0438,CGSRC-ATLAS-0336,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_016/comparisons/C0_016_CROSS_CANON_IMPACT_REPORT.md,C0-016 Cross-Canon Impact Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0439,CGP005-RC-0439,CGSRC-ATLAS-0337,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_016/comparisons/C0_016_NORMALIZED_TEXT_COMPARISON.md,C0-016 Normalized Text Comparison,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0440,CGP005-RC-0440,CGSRC-ATLAS-0338,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_016/comparisons/C0_016_SEMANTIC_AND_AUTHORITY_DELTA.md,C0-016 Semantic and Authority Delta,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0441,CGP005-RC-0441,CGSRC-ATLAS-0339,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_016/current_repository_source/MASTER_BUSINESS_LIFECYCLE.md,MASTER_BUSINESS_LIFECYCLE.md,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0442,CGP005-RC-0442,CGSRC-ATLAS-0340,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_016/decision_package/C0_016_FOUNDER_SOURCE_IDENTITY_DECISION_PACKET.md,C0-016 Founder Source-Identity Decision Packet,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0443,CGP005-RC-0443,CGSRC-ATLAS-0341,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_016/decision_package/C0_016_SOURCE_RELATIONSHIP_CLASSIFICATION.md,C0-016 Source Relationship Classification,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0444,CGP005-RC-0444,CGSRC-ATLAS-0342,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_016/provenance/C0_016_SOURCE_PROVENANCE_RECORD.md,C0-016 Source Provenance Record,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0445,CGP005-RC-0445,CGSRC-ATLAS-0343,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/C0_019_SOURCE_RECOVERY_REPORT.md,C0-019 Source Recovery Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0446,CGP005-RC-0446,CGSRC-ATLAS-0344,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/comparisons/C0_019_CROSS_CANON_IMPACT_REPORT.md,C0-019 Cross-Canon Impact Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0447,CGP005-RC-0447,CGSRC-ATLAS-0345,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/comparisons/C0_019_NORMALIZED_TEXT_COMPARISON.md,C0-019 Normalized Text Comparison,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0448,CGP005-RC-0448,CGSRC-ATLAS-0346,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/comparisons/C0_019_SEMANTIC_AND_AUTHORITY_DELTA.md,C0-019 Semantic and Authority Delta,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0449,CGP005-RC-0449,CGSRC-ATLAS-0347,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/current_repository_source/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_0.md,"MASTER AGREEMENT, CONSENT, AND AUTHORIZATION MODEL",ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0450,CGP005-RC-0450,CGSRC-ATLAS-0348,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/decision_package/C0_019_FOUNDER_SOURCE_IDENTITY_DECISION_PACKET.md,C0-019 Founder Source-Identity Decision Packet,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0451,CGP005-RC-0451,CGSRC-ATLAS-0349,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/decision_package/C0_019_SOURCE_RELATIONSHIP_CLASSIFICATION.md,C0-019 Source Relationship Classification,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0452,CGP005-RC-0452,CGSRC-ATLAS-0350,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/provenance/C0_019_SOURCE_PROVENANCE_RECORD.md,C0-019 Source Provenance Record,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0453,CGP005-RC-0453,CGSRC-ATLAS-0351,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_019/recovered_sources/MASTER_AGREEMENT_CONSENT_AND_AUTHORIZATION_MODEL_V2_1.md,"MASTER AGREEMENT, CONSENT, AND AUTHORIZATION MODEL",ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0454,CGP005-RC-0454,CGSRC-ATLAS-0352,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/C0_022_SOURCE_RECOVERY_REPORT.md,C0-022 Source Recovery Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0455,CGP005-RC-0455,CGSRC-ATLAS-0353,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/comparisons/C0_022_CROSS_CANON_IMPACT_REPORT.md,C0-022 Cross-Canon Impact Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0456,CGP005-RC-0456,CGSRC-ATLAS-0354,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/comparisons/C0_022_NORMALIZED_TEXT_COMPARISON.md,C0-022 Normalized Text Comparison,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0457,CGP005-RC-0457,CGSRC-ATLAS-0355,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/comparisons/C0_022_SEMANTIC_AND_AUTHORITY_DELTA.md,C0-022 Semantic and Authority Delta,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0458,CGP005-RC-0458,CGSRC-ATLAS-0356,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/current_repository_source/MASTER_PERMISSION_MODEL.md,MASTER_PERMISSION_MODEL.md,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0459,CGP005-RC-0459,CGSRC-ATLAS-0357,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/decision_package/C0_022_FOUNDER_SOURCE_IDENTITY_DECISION_PACKET.md,C0-022 Founder Source-Identity Decision Packet,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0460,CGP005-RC-0460,CGSRC-ATLAS-0358,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/decision_package/C0_022_SOURCE_RELATIONSHIP_CLASSIFICATION.md,C0-022 Source Relationship Classification,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0461,CGP005-RC-0461,CGSRC-ATLAS-0359,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/provenance/C0_022_SOURCE_PROVENANCE_RECORD.md,C0-022 Source Provenance Record,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0462,CGP005-RC-0462,CGSRC-ATLAS-0360,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_022/recovered_sources/MASTER_PERMISSION_MODEL_V1_1.md,MASTER PERMISSION AND ACCESS-CONTROL MODEL,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0463,CGP005-RC-0463,CGSRC-ATLAS-0361,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_028/C0_028_SOURCE_RECOVERY_REPORT.md,C0-028 Source Recovery Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0464,CGP005-RC-0464,CGSRC-ATLAS-0362,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_028/comparisons/C0_028_CROSS_CANON_IMPACT_REPORT.md,C0-028 Cross-Canon Impact Report,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0465,CGP005-RC-0465,CGSRC-ATLAS-0363,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_028/comparisons/C0_028_NORMALIZED_TEXT_COMPARISON.md,C0-028 Normalized Text Comparison,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0466,CGP005-RC-0466,CGSRC-ATLAS-0364,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_028/comparisons/C0_028_SEMANTIC_AND_AUTHORITY_DELTA.md,C0-028 Semantic and Authority Delta,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0467,CGP005-RC-0467,CGSRC-ATLAS-0365,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_028/current_repository_source/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0.md,"MASTER CLAIMS, DISPUTES, AND AUTHORITY MODEL",ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0468,CGP005-RC-0468,CGSRC-ATLAS-0366,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_028/decision_package/C0_028_FOUNDER_SOURCE_IDENTITY_DECISION_PACKET.md,C0-028 Founder Source-Identity Decision Packet,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
CGP006-CL-0469,CGP005-RC-0469,CGSRC-ATLAS-0367,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/track_c/C0_028/decision_package/C0_028_SOURCE_RELATIONSHIP_CLASSIFICATION.md,C0-028 Source Relationship Classification,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_ONLY_NON_NORMATIVE,BACKGROUND_NAVIGATION_ONLY_NOT_NORMATIVE,PROHIBITED,NOT_PROMOTED
