permitted_starting_state,permitted_next_state,permitted,required_authority,required_evidence,prohibited_transitions,reversal_rules,suspension_rules,supersession_rules,reactivation_rules,archival_rules
LOCKED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,ACCESSIONED,YES,custody authority,accession/custody receipt,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
LOCKED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,LOCKED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,ACTIVE,YES,activation authority,activation record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACCESSIONED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACCESSIONED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,SUSPENDED,YES,suspension authority,suspension record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,SUPERSEDED,YES,supersession authority,successor/basis record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
ACTIVE,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,ACTIVE_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,ACTIVE,YES,reactivation authority,reactivation record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUSPENDED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUSPENDED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,HISTORICAL_RETAINED,YES,records custody authority,archive retention record,,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
SUPERSEDED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,SUPERSEDED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,DRAFT_UNMERGED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_DRAFT_UNMERGED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_FOUNDER_REVIEW_READY,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_REMEDIATION_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,REJECTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_REJECTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,ADOPTED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_ADOPTED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,LOCKED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_LOCKED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,ACCESSIONED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_ACCESSIONED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,ACTIVE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_ACTIVE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,SUSPENDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_SUSPENDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,SUPERSEDED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_SUPERSEDED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_HISTORICAL_RETAINED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
HISTORICAL_RETAINED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,HISTORICAL_RETAINED_TO_BLOCKED_EVIDENCE_REQUIRED,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
BLOCKED_EVIDENCE_REQUIRED,CANDIDATE,NO,NOT_APPLICABLE,PROHIBITED_TRANSITION,BLOCKED_EVIDENCE_REQUIRED_TO_CANDIDATE,"Reversal requires explicit rescission, rejection, remediation, or supersession evidence.",Suspension restricts active effect until reactivation evidence exists.,Supersession requires successor or documented basis.,Reactivation requires authority and evidence.,Historical retention preserves prior truth without present-tense control claims.
